Name,Span,Team,OtherTeam,SR,BowlingStyle,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff
Azhar Mahmood,2012-2012,Sydney Thunder,Sydney Thunder,131.0,Medium,,,,,,,,,,,
B Doggett,2023-2025,Adelaide Strikers,Brisbane Heat,102.4,Medium,87,47*,10.87,0,43,5/35,28.74,1,15.0,0.0,-17.86
B Doggett,2017-2019,Brisbane Heat,Brisbane Heat,102.4,Medium,87,47*,10.87,0,43,5/35,28.74,1,15.0,0.0,-17.86
B Laughlin,2014-2019,Adelaide Strikers,Australia,86.4,Medium,,,,,,,,,,,
B Laughlin,2019-2021,Brisbane Heat,Australia,86.4,Medium,,,,,,,,,,,
B Laughlin,2011-2014,Hobart Hurricanes,Australia,86.4,Medium,,,,,,,,,,,
B Lee,2011-2015,Sydney Sixers,Australia,129.2,Fast,416,48,13.86,0,109,4/28,29.88,0,28.0,0.0,-16.02
B Nikitaras,2023-2025,Sydney Thunder,Sydney Thunder,64.3,,,,,,,,,,,,
B Stanlake,2015-2020,Adelaide Strikers,Australia,59.3,Fast,35,7,7.00,0,91,4/8,27.17,0,12.0,0.0,-20.17
B Stanlake,2023-2025,Hobart Hurricanes,Australia,59.3,Fast,35,7,7.00,0,91,4/8,27.17,0,12.0,0.0,-20.17
B Stanlake,2020-2021,Melbourne Stars,Australia,59.3,Fast,35,7,7.00,0,91,4/8,27.17,0,12.0,0.0,-20.17
BA Stokes,2015-2015,Melbourne Renegades,England,136.4,Medium,3027,107*,24.41,2,93,4/16,30.91,0,74.0,0.0,-6.50
BAC Howell,2020-2020,Melbourne Renegades,Melbourne Renegades,137.3,Medium,3247,62*,22.39,0,255,5/18,23.12,1,112.0,0.0,-0.73
BAD Manenti,2022-2024,Adelaide Strikers,Italy,101.0,Offbreak,182,30,11.37,0,22,2/13,39.22,0,14.0,0.0,-27.85
BAW Mendis,2014-2014,Sydney Thunder,Sri Lanka,67.6,Offbreak,214,27*,6.68,0,170,6/8,19.00,2,29.0,0.0,-12.31
BB McCullum,2011-2019,Brisbane Heat,New Zealand,135.1,Medium,9922,158*,29.97,7,0,-,-,0,153.0,14.0,-
BCJ Cutting,2012-2020,Brisbane Heat,Australia,145.6,Medium,,,,,,,,,,,
BE McGain,2011-2012,Adelaide Strikers,Adelaide Strikers,0.0,Legbreak,11,6*,11.00,0,14,2/10,25.42,0,4.0,0.0,-14.42
BE Young,2012-2013,Adelaide Strikers,Adelaide Strikers,80.0,Orthodox,12,9*,12.00,0,5,2/37,24.00,0,0.0,0.0,-11.99
BG Drew,2012-2012,Adelaide Strikers,Adelaide Strikers,65.2,Medium,,,,,,,,,,,
BG McDonald,2012-2012,Melbourne Renegades,Melbourne Renegades,,Legbreak,-,-,-,-,1,1/28,28.00,0,0.0,0.0,-
BJ Dwarshuis,2014-2025,Sydney Sixers,Australia,143.3,Medium,1134,66,20.61,0,216,5/21,23.16,2,37.0,0.0,-2.54
BJ Haddin,2011-2017,Sydney Sixers,Australia,128.1,,1747,76,22.39,0,-,-,-,-,61.0,20.0,-
BJ Hodge,2014-2017,Adelaide Strikers,Australia,130.3,Offbreak,,,,,,,,,,,
BJ Hodge,2011-2018,Melbourne Renegades,Australia,130.3,Offbreak,,,,,,,,,,,
BJ Hodge,2012-2014,Melbourne Stars,Australia,130.3,Offbreak,,,,,,,,,,,
BJ Holt,2019-2022,Sydney Thunder,Sydney Thunder,95.5,,84,37,14.00,0,-,-,-,-,8.0,2.0,-
BJ Rohrer,2012-2015,Melbourne Renegades,Australia,131.0,,1677,64*,26.20,0,0,-,-,0,33.0,0.0,-
BJ Stepien,2020-2020,Melbourne Renegades,,0,,-,-,-,-,-,-,-,-,0.0,0.0,-
BJ Webster,2017-2017,Hobart Hurricanes,Hobart Hurricanes,119.2,Offbreak,1814,78,27.48,0,25,4/29,41.36,0,52.0,0.0,-13.87
BJ Webster,2018-2021,Melbourne Renegades,Hobart Hurricanes,119.2,Offbreak,1814,78,27.48,0,25,4/29,41.36,0,52.0,0.0,-13.87
BJ Webster,2021-2025,Melbourne Stars,Hobart Hurricanes,119.2,Offbreak,1814,78,27.48,0,25,4/29,41.36,0,52.0,0.0,-13.87
BL Couch,2021-2024,Melbourne Stars,Melbourne Stars,84.5,Medium,,,,,,,,,,,
BM Duckett,2021-2022,Brisbane Heat,England,140.6,Offbreak,5397,96,30.49,0,-,-,-,-,107.0,2.0,-
BM Duckett,2024-2025,Melbourne Stars,England,140.6,Offbreak,5397,96,30.49,0,-,-,-,-,107.0,2.0,-
BM Edmondson,2011-2012,Perth Scorchers,Perth Scorchers,0.0,Medium,14,3*,2.33,0,56,4/14,25.46,0,9.0,0.0,-23.13
BMAJ Mendis,2012-2012,Sydney Sixers,Sri Lanka,111.4,Legbreak,2250,67,21.42,0,118,5/21,20.01,1,45.0,0.0,1.41
BR Dunk,2016-2017,Adelaide Strikers,Australia,128.9,,,,,,,,,,,,
BR Dunk,2013-2016,Hobart Hurricanes,Australia,128.9,,,,,,,,,,,,
BR Dunk,2017-2021,Melbourne Stars,Australia,128.9,,,,,,,,,,,,
BR McDermott,2014-2014,Brisbane Heat,Australia,136.2,Medium,4913,127,29.95,3,-,-,-,-,106.0,15.0,-
BR McDermott,2017-2025,Hobart Hurricanes,Australia,136.2,Medium,4913,127,29.95,3,-,-,-,-,106.0,15.0,-
BR McDermott,2016-2016,Melbourne Renegades,Australia,136.2,Medium,4913,127,29.95,3,-,-,-,-,106.0,15.0,-
BS Dean,2013-2013,Sydney Thunder,Sydney Thunder,50.0,Legbreak,3,3,3.00,0,1,1/29,29.00,0,0.0,0.0,-25.99
BS Oakley,2013-2013,Adelaide Strikers,Adelaide Strikers,,Medium,-,-,-,-,0,-,-,0,2.0,0.0,-
BW Hilfenhaus,2011-2015,Hobart Hurricanes,Australia,99.4,Medium,205,38*,9.31,0,117,5/23,22.20,1,21.0,0.0,-12.88
BW Hilfenhaus,2015-2017,Melbourne Stars,Australia,99.4,Medium,205,38*,9.31,0,117,5/23,22.20,1,21.0,0.0,-12.88
C Connolly,2023-2025,Perth Scorchers,Australia,132.9,Orthodox,646,66,32.30,0,13,3/25,26.76,0,11.0,0.0,5.53
C Green,2019-2020,Perth Scorchers,Australia,151.1,Medium,1334,100*,33.35,1,28,3/35,34.42,0,30.0,0.0,-1.07
C Kellaway,2022-2024,Melbourne Stars,Melbourne Stars,123.9,Orthodox,83,25,13.83,0,0,-,-,0,3.0,0.0,-
C Kieswetter,2013-2014,Brisbane Heat,England,121.5,,3367,89*,31.76,0,-,-,-,-,76.0,21.0,-
C Munro,2022-2025,Brisbane Heat,New Zealand,140.1,Medium,11616,120,30.25,6,31,4/15,33.38,0,134.0,0.0,-3.13
C Munro,2020-2022,Perth Scorchers,New Zealand,140.1,Medium,11616,120,30.25,6,31,4/15,33.38,0,134.0,0.0,-3.13
C Stow,2025-2025,Melbourne Renegades,Melbourne Renegades,61.5,,,,,,,,,,,,
C Valente,2018-2021,Adelaide Strikers,Adelaide Strikers,118.3,Medium,84,21,16.80,0,8,2/36,39.75,0,1.0,0.0,-22.94
C de Grandhomme,2022-2023,Adelaide Strikers,New Zealand,143.9,Medium,,,,,,,,,,,
CA Ingram,2017-2019,Adelaide Strikers,South Africa,140.9,,,,,,,,,,,,
CA Ingram,2020-2021,Hobart Hurricanes,South Africa,140.9,,,,,,,,,,,,
CA Lynn,2022-2025,Adelaide Strikers,Australia,143.8,Orthodox,8526,113*,32.91,6,3,2/15,31.00,0,72.0,0.0,1.91
CA Lynn,2011-2022,Brisbane Heat,Australia,143.8,Orthodox,8526,113*,32.91,6,3,2/15,31.00,0,72.0,0.0,1.91
CA Philipson,2011-2011,Sydney Thunder,Sydney Thunder,26.7,Medium,355,46*,18.68,0,-,-,-,-,6.0,0.0,-
CA Rose,2015-2020,Hobart Hurricanes,Melbourne Stars,138.6,Orthodox,183,32*,15.25,0,28,2/14,48.32,0,17.0,0.0,-33.07
CA Rose,2012-2014,Melbourne Stars,Melbourne Stars,138.6,Orthodox,183,32*,15.25,0,28,2/14,48.32,0,17.0,0.0,-33.07
CA Wakim,2024-2024,Brisbane Heat,Melbourne Stars,84.8,,125,43,13.88,0,0,-,-,0,3.0,0.0,-
CA Wakim,2025-2025,Hobart Hurricanes,Melbourne Stars,84.8,,125,43,13.88,0,0,-,-,0,3.0,0.0,-
CA Wakim,2022-2022,Melbourne Stars,Melbourne Stars,84.8,,125,43,13.88,0,0,-,-,0,3.0,0.0,-
CAH Stevenson,2015-2017,Melbourne Renegades,United States of America,100.0,Medium,30,17,7.50,0,6,1/15,30.16,0,3.0,0.0,-22.66
CD Hartley,2011-2013,Brisbane Heat,Brisbane Heat,105.2,,312,35,17.33,0,-,-,-,-,34.0,8.0,-
CD Hinchliffe,2019-2023,Melbourne Stars,Perth Scorchers,81.0,Chinaman,98,25*,8.90,0,19,3/19,25.42,0,9.0,0.0,-16.51
CD Hinchliffe,2019-2019,Perth Scorchers,Perth Scorchers,81.0,Chinaman,98,25*,8.90,0,19,3/19,25.42,0,9.0,0.0,-16.51
CH Gayle,2015-2016,Melbourne Renegades,West Indies,144.1,Offbreak,14562,175*,36.22,22,83,4/22,31.54,0,104.0,0.0,4.68
CH Morris,2019-2020,Sydney Thunder,South Africa,146.3,Medium,1868,82*,20.08,0,290,4/9,22.21,0,104.0,0.0,-2.12
CJ Anderson,2023-2024,Hobart Hurricanes,New Zealand,131.0,Medium,3244,95*,24.20,0,46,2/10,34.06,0,62.0,0.0,-9.85
CJ Borgas,2011-2012,Adelaide Strikers,Adelaide Strikers,116.0,Offbreak,933,62*,21.20,0,0,-,-,0,28.0,0.0,-
CJ Boyce,2012-2025,Adelaide Strikers,Australia,113.4,Legbreak,,,,,,,,,,,
CJ Boyce,2014-2018,Hobart Hurricanes,Australia,113.4,Legbreak,,,,,,,,,,,
CJ Boyce,2018-2022,Melbourne Renegades,Australia,113.4,Legbreak,,,,,,,,,,,
CJ Ferguson,2011-2014,Adelaide Strikers,Australia,125.4,Medium,,,,,,,,,,,
CJ Ferguson,2014-2017,Melbourne Renegades,Australia,125.4,Medium,,,,,,,,,,,
CJ Gannon,2012-2021,Brisbane Heat,United States of America,100.8,Medium,134,23,10.30,0,49,4/10,25.89,0,14.0,0.0,-15.59
CJ Gannon,2025-2025,Hobart Hurricanes,United States of America,100.8,Medium,134,23,10.30,0,49,4/10,25.89,0,14.0,0.0,-15.59
CJ Gannon,2015-2016,Melbourne Renegades,United States of America,100.8,Medium,134,23,10.30,0,49,4/10,25.89,0,14.0,0.0,-15.59
CJ Gannon,2017-2017,Melbourne Stars,United States of America,100.8,Medium,134,23,10.30,0,49,4/10,25.89,0,14.0,0.0,-15.59
CJ Green,2015-2025,Sydney Thunder,Australia,137.8,Offbreak,1997,50,17.21,0,243,5/32,25.92,1,152.0,0.0,-8.71
CJ Jordan,2016-2017,Adelaide Strikers,England,134.2,Medium,,,,,,,,,,,
CJ Jordan,2023-2025,Hobart Hurricanes,England,134.2,Medium,,,,,,,,,,,
CJ Jordan,2019-2020,Perth Scorchers,England,134.2,Medium,,,,,,,,,,,
CJ McKay,2011-2015,Melbourne Stars,Australia,101.0,Medium,299,21*,11.50,0,144,5/11,22.38,1,20.0,0.0,-10.88
CJ Rocchiccioli,2023-2023,Melbourne Renegades,Melbourne Renegades,50.0,Offbreak,1,1,1.00,0,6,2/25,25.66,0,2.0,0.0,-24.66
CJ Rocchiccioli,2023-2023,Melbourne Stars,Melbourne Renegades,50.0,Offbreak,1,1,1.00,0,6,2/25,25.66,0,2.0,0.0,-24.66
CJ Simmons,2014-2015,Adelaide Strikers,Perth Scorchers,139.7,,711,112,25.39,2,3,2/26,29.33,0,5.0,0.0,-3.94
CJ Simmons,2014-2014,Perth Scorchers,Perth Scorchers,139.7,,711,112,25.39,2,3,2/26,29.33,0,5.0,0.0,-3.94
CJL Rogers,2012-2012,Sydney Thunder,Sydney Thunder,90.6,Legbreak,627,58,17.41,0,-,-,-,-,22.0,0.0,-
CJM Sabburg,2013-2014,Brisbane Heat,Brisbane Heat,83.1,Offbreak,69,19*,13.80,0,0,-,-,0,8.0,0.0,-
CJM Sabburg,2022-2022,Perth Scorchers,Brisbane Heat,83.1,Offbreak,69,19*,13.80,0,0,-,-,0,8.0,0.0,-
CL White,2019-2020,Adelaide Strikers,Australia,121.1,Legbreak,5469,141*,30.72,2,26,4/10,27.23,0,98.0,0.0,3.49
CL White,2015-2019,Melbourne Renegades,Australia,121.1,Legbreak,5469,141*,30.72,2,26,4/10,27.23,0,98.0,0.0,3.49
CL White,2011-2015,Melbourne Stars,Australia,121.1,Legbreak,5469,141*,30.72,2,26,4/10,27.23,0,98.0,0.0,3.49
CP Jewell,2019-2025,Hobart Hurricanes,Hobart Hurricanes,129.2,,1569,76,22.73,0,-,-,-,-,26.0,0.0,-
CP Simpson,2011-2012,Melbourne Stars,Melbourne Stars,160.0,Offbreak,341,76,16.23,0,24,3/17,22.12,0,7.0,0.0,-5.88
CP Tremain,2015-2019,Melbourne Renegades,Sydney Thunder,116.2,Medium,80,37*,13.33,0,46,3/9,31.45,0,12.0,0.0,-18.12
CR Brathwaite,2018-2021,Sydney Sixers,West Indies,136.0,Medium,2385,64*,15.69,0,248,4/14,25.75,0,108.0,0.0,-10.05
CR Swan,2012-2012,Brisbane Heat,Brisbane Heat,,Medium,,,,,,,,,,,
CR Woakes,2013-2013,Sydney Thunder,England,125.9,Medium,1031,57*,20.21,0,177,4/21,25.24,0,64.0,0.0,-5.02
CS Delport,2015-2015,Sydney Thunder,Sydney Thunder,139.5,Medium,6290,129,25.05,5,71,4/17,29.45,0,88.0,0.0,-4.39
CS Sandri,2013-2013,Sydney Thunder,Sydney Thunder,146.7,Offbreak,345,49*,28.75,0,24,4/9,19.83,0,7.0,0.0,8.91
CT Bancroft,2015-2023,Perth Scorchers,Perth Scorchers,123.5,,3170,95*,30.48,0,-,-,-,-,59.0,7.0,-
CT Tremlett,2014-2014,Sydney Sixers,England,127.8,Medium,,,,,,,,,,,
D Fallins,2018-2018,Melbourne Stars,,0,,-,-,-,-,0,-,-,0,0.0,0.0,-
D Warren,2024-2025,Melbourne Stars,Melbourne Stars,86.7,Orthodox,,,,,,,,,,,
DA Miller,2019-2020,Hobart Hurricanes,South Africa,137.5,Offbreak,11476,120*,35.09,4,0,-,-,0,321.0,1.0,-
DA Payne,2023-2024,Adelaide Strikers,Perth Scorchers,114.3,Medium,279,28,7.15,0,276,5/24,21.67,1,50.0,0.0,-14.52
DA Payne,2023-2023,Perth Scorchers,Perth Scorchers,114.3,Medium,279,28,7.15,0,276,5/24,21.67,1,50.0,0.0,-14.52
DA Warner,2012-2012,Sydney Sixers,Australia,139.9,Legbreak,13595,135*,36.44,8,0,-,-,0,202.0,0.0,-
DA Warner,2011-2025,Sydney Thunder,Australia,139.9,Legbreak,13595,135*,36.44,8,0,-,-,0,202.0,0.0,-
DE Bollinger,2012-2014,Hobart Hurricanes,Australia,95.5,Medium,69,17,6.27,0,139,4/13,25.47,0,36.0,0.0,-19.20
DE Bollinger,2014-2017,Sydney Sixers,Australia,95.5,Medium,69,17,6.27,0,139,4/13,25.47,0,36.0,0.0,-19.20
DJ Bravo,2014-2018,Melbourne Renegades,West Indies,126.3,Medium,6970,70*,22.33,0,631,5/23,24.40,2,275.0,0.0,-2.06
DJ Bravo,2018-2019,Melbourne Stars,West Indies,126.3,Medium,6970,70*,22.33,0,631,5/23,24.40,2,275.0,0.0,-2.06
DJ Bravo,2011-2012,Sydney Sixers,West Indies,126.3,Medium,6970,70*,22.33,0,631,5/23,24.40,2,275.0,0.0,-2.06
DJ Harris,2011-2012,Adelaide Strikers,Adelaide Strikers,113.9,Medium,,,,,,,,,,,
DJ Harris,2012-2014,Melbourne Renegades,Adelaide Strikers,113.9,Medium,,,,,,,,,,,
DJ Hussey,2011-2017,Melbourne Stars,Australia,124.4,Offbreak,6097,100*,30.03,1,68,3/25,26.35,0,129.0,0.0,3.68
DJ Malan,2020-2021,Hobart Hurricanes,England,131.8,Legbreak,10501,117,32.81,5,23,2/10,31.39,0,132.0,0.0,1.42
DJ Pattinson,2012-2013,Melbourne Renegades,Melbourne Renegades,114.3,Medium,40,12*,6.66,0,73,5/25,21.28,1,17.0,0.0,-14.62
DJ Thornely,2011-2013,Sydney Sixers,Sydney Sixers,107.8,Medium,778,67*,21.02,0,28,4/22,24.50,0,23.0,0.0,-3.47
DJ Willey,2015-2019,Perth Scorchers,England,135.9,Medium,4773,118,22.30,2,362,4/7,23.45,0,165.0,0.0,-1.14
DJ Worrall,2020-2021,Adelaide Strikers,Melbourne Stars,99.5,Medium,178,62*,11.86,0,104,4/23,28.69,0,27.0,0.0,-16.82
DJ Worrall,2014-2020,Melbourne Stars,Melbourne Stars,99.5,Medium,178,62*,11.86,0,104,4/23,28.69,0,27.0,0.0,-16.82
DJG Sammy,2014-2016,Hobart Hurricanes,West Indies,140.2,Medium,3918,71*,20.40,0,160,5/26,28.28,1,123.0,0.0,-7.88
DJM Moody,2019-2019,Hobart Hurricanes,Hobart Hurricanes,53.3,Medium,8,8,8.00,0,9,3/16,26.55,0,1.0,0.0,-18.55
DJM Moody,2022-2023,Melbourne Renegades,Hobart Hurricanes,53.3,Medium,8,8,8.00,0,9,3/16,26.55,0,1.0,0.0,-18.55
