Name,Span,Team,OtherTeam,SR,BowlingStyle,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff
JM Clarke,2023-2023,Melbourne Renegades,Perth Scorchers,144.3,,5918,136,26.18,4,-,-,-,-,91.0,7.0,-
JM Clarke,2021-2024,Melbourne Stars,Perth Scorchers,144.3,,5918,136,26.18,4,-,-,-,-,91.0,7.0,-
JM Clarke,2020-2020,Perth Scorchers,Perth Scorchers,144.3,,5918,136,26.18,4,-,-,-,-,91.0,7.0,-
JM Cox,2021-2021,Hobart Hurricanes,England,142.8,,3510,139*,30.78,1,-,-,-,-,102.0,7.0,-
JM Cox,2023-2024,Melbourne Renegades,England,142.8,,3510,139*,30.78,1,-,-,-,-,102.0,7.0,-
JM Herrick,2012-2013,Melbourne Renegades,Melbourne Renegades,,Medium,0,0,0.00,0,0,-,-,0,1.0,0.0,-
JM Holland,2014-2016,Adelaide Strikers,Adelaide Strikers,61.1,Orthodox,,,,,,,,,,,
JM Holland,2018-2020,Melbourne Renegades,Adelaide Strikers,61.1,Orthodox,,,,,,,,,,,
JM Mennie,2013-2015,Hobart Hurricanes,Perth Scorchers,43.1,Medium,22,5,2.44,0,21,3/20,27.14,0,6.0,0.0,-24.69
JM Mennie,2018-2020,Melbourne Renegades,Perth Scorchers,43.1,Medium,22,5,2.44,0,21,3/20,27.14,0,6.0,0.0,-24.69
JM Mennie,2012-2012,Perth Scorchers,Perth Scorchers,43.1,Medium,22,5,2.44,0,21,3/20,27.14,0,6.0,0.0,-24.69
JM Muirhead,2012-2012,Adelaide Strikers,Australia,107.1,Legbreak,15,6,7.50,0,17,3/25,19.05,0,8.0,0.0,-11.55
JM Muirhead,2014-2014,Melbourne Stars,Australia,107.1,Legbreak,15,6,7.50,0,17,3/25,19.05,0,8.0,0.0,-11.55
JM Muirhead,2014-2018,Perth Scorchers,Australia,107.1,Legbreak,15,6,7.50,0,17,3/25,19.05,0,8.0,0.0,-11.55
JM Vince,2019-2025,Sydney Sixers,England,137.3,Medium,12655,129*,31.95,7,3,1/5,29.00,0,259.0,0.0,2.95
JM Vince,2017-2018,Sydney Thunder,England,137.3,Medium,12655,129*,31.95,7,3,1/5,29.00,0,259.0,0.0,2.95
JO Holder,2020-2020,Sydney Sixers,West Indies,136.8,Medium,3035,69,18.61,0,324,5/27,27.61,1,153.0,0.0,-8.99
JP Behrendorff,2012-2025,Perth Scorchers,Australia,103.5,Medium,175,26,13.46,0,213,4/21,22.17,0,56.0,0.0,-8.71
JP Faulkner,2018-2020,Hobart Hurricanes,Australia,126.6,Medium,1953,73,21.46,0,262,5/16,22.80,3,69.0,0.0,-1.33
JP Faulkner,2011-2018,Melbourne Stars,Australia,126.6,Medium,1953,73,21.46,0,262,5/16,22.80,3,69.0,0.0,-1.33
JP Inglis,2017-2024,Perth Scorchers,Australia,150.9,,3820,118*,30.31,4,-,-,-,-,110.0,21.0,-
JP Wood,2020-2025,Brisbane Heat,Brisbane Heat,127.2,,117,45,19.50,0,2,2/28,20.50,0,1.0,0.0,-0.99
JR Coleman,2018-2020,Melbourne Stars,Melbourne Stars,,,-,-,-,-,11,3/16,16.54,0,0.0,0.0,-
JR Dean,2013-2018,Adelaide Strikers,Adelaide Strikers,133.8,Offbreak,317,54*,19.81,0,-,-,-,-,5.0,0.0,-
JR Doran,2019-2025,Hobart Hurricanes,Sydney Thunder,85.5,Medium,111,28,12.33,0,-,-,-,-,2.0,0.0,-
JR Hazlewood,2011-2020,Sydney Sixers,Australia,89.0,Medium,71,13*,14.20,0,164,4/12,21.54,0,20.0,0.0,-7.34
JR Hopes,2011-2016,Brisbane Heat,Australia,119.4,Medium,1468,71,22.58,0,67,3/23,33.65,0,22.0,0.0,-11.07
JR Philippe,2017-2017,Perth Scorchers,Australia,133.5,,2823,99*,25.66,0,-,-,-,-,87.0,15.0,-
JS Buckingham,2025-2025,Adelaide Strikers,Adelaide Strikers,0.0,Medium,,,,,,,,,,,
JS Floros,2015-2018,Brisbane Heat,Sydney Thunder,104.5,Offbreak,225,42,15.00,0,3,2/35,93.33,0,6.0,0.0,-78.33
JS Lehmann,2016-2019,Adelaide Strikers,Adelaide Strikers,109.6,Orthodox,,,,,,,,,,,
JS Lehmann,2022-2022,Brisbane Heat,Adelaide Strikers,109.6,Orthodox,,,,,,,,,,,
JS Lenton,2022-2022,Sydney Sixers,Sydney Thunder,134.3,,141,27*,23.50,0,-,-,-,-,12.0,5.0,-
JS Lenton,2017-2020,Sydney Thunder,Sydney Thunder,134.3,,141,27*,23.50,0,-,-,-,-,12.0,5.0,-
JS Paris,2021-2023,Hobart Hurricanes,Perth Scorchers,93.7,Medium,,,,,,,,,,,
JS Paris,2023-2025,Melbourne Stars,Perth Scorchers,93.7,Medium,,,,,,,,,,,
JS Paris,2015-2020,Perth Scorchers,Perth Scorchers,93.7,Medium,,,,,,,,,,,
JT Ball,2021-2021,Sydney Sixers,England,78.8,Medium,63,18*,6.30,0,182,4/11,22.63,0,36.0,0.0,-16.33
JW Dernbach,2011-2011,Melbourne Stars,England,99.1,Medium,194,24*,7.46,0,183,4/22,26.66,0,41.0,0.0,-19.20
JW Hastings,2012-2018,Melbourne Stars,Australia,162.9,Medium,877,80*,16.86,0,116,4/26,24.70,0,25.0,0.0,-7.84
JW Wells,2017-2022,Adelaide Strikers,Hobart Hurricanes,121.5,Medium,3253,73,32.20,0,0,-,-,0,50.0,0.0,-
JW Wells,2011-2017,Hobart Hurricanes,Hobart Hurricanes,121.5,Medium,3253,73,32.20,0,0,-,-,0,50.0,0.0,-
JW Wells,2022-2025,Melbourne Renegades,Hobart Hurricanes,121.5,Medium,3253,73,32.20,0,0,-,-,0,50.0,0.0,-
KA Pollard,2012-2017,Adelaide Strikers,West Indies,149.9,Medium,14216,104,31.87,1,333,4/15,25.33,0,397.0,0.0,6.53
KA Pollard,2018-2018,Melbourne Renegades,West Indies,149.9,Medium,14216,104,31.87,1,333,4/15,25.33,0,397.0,0.0,6.53
KAJ Roach,2012-2013,Brisbane Heat,West Indies,113.5,Fast,59,12,7.37,0,28,3/18,43.89,0,18.0,0.0,-36.51
KC Sangakkara,2015-2017,Hobart Hurricanes,Sri Lanka,124.8,Offbreak,6937,94,29.27,0,-,-,-,-,167.0,60.0,-
KK Jennings,2024-2024,Perth Scorchers,Perth Scorchers,132.7,Medium,2509,108,30.97,1,22,4/37,28.54,0,36.0,0.0,2.42
KMA Paul,2020-2020,Hobart Hurricanes,West Indies,125.3,Medium,1262,56,16.82,0,92,5/15,30.86,1,59.0,0.0,-14.04
KP Pietersen,2014-2018,Melbourne Stars,England,134.9,Offbreak,5695,115*,33.89,3,17,3/33,31.41,0,66.0,0.0,2.48
KR Patterson,2020-2022,Perth Scorchers,Sydney Sixers,120.4,Offbreak,1264,78,21.79,0,-,-,-,-,33.0,0.0,-
KR Smith,2015-2017,Adelaide Strikers,Adelaide Strikers,104.8,Offbreak,50,41*,25.00,0,1,1/17,24.00,0,2.0,0.0,1.00
KR Smith,2018-2018,Melbourne Renegades,Adelaide Strikers,104.8,Offbreak,50,41*,25.00,0,1,1/17,24.00,0,2.0,0.0,1.00
KW Richardson,2011-2016,Adelaide Strikers,Australia,111.9,Medium,404,45,11.22,0,240,4/22,23.45,0,77.0,0.0,-12.22
KW Richardson,2017-2025,Melbourne Renegades,Australia,111.9,Medium,404,45,11.22,0,240,4/22,23.45,0,77.0,0.0,-12.22
L Bowe,2017-2019,Melbourne Stars,Melbourne Stars,50.0,Chinaman,2,2*,1.00,0,11,2/23,30.72,0,1.0,0.0,-29.72
L Gregory,2020-2021,Brisbane Heat,England,140.8,Medium,3139,76*,21.06,0,214,5/24,26.00,1,113.0,0.0,-4.93
L Guthrie,2021-2022,Brisbane Heat,Brisbane Heat,141.7,Fast,17,11*,8.50,0,6,2/32,45.33,0,3.0,0.0,-36.83
L Haskett,2025-2025,Adelaide Strikers,Adelaide Strikers,55.6,Medium,,,,,,,,,,,
L Pope,2024-2025,Adelaide Strikers,Sydney Sixers,50.0,Legbreak,11,5,2.20,0,59,4/22,25.84,0,8.0,0.0,-23.64
L Ronchi,2011-2012,Perth Scorchers,Australia,156.8,,4217,102,25.25,1,-,-,-,-,119.0,36.0,-
L Scott,2020-2025,Adelaide Strikers,Adelaide Strikers,129.9,,100,67,20.00,0,2,1/23,62.50,0,1.0,0.0,-42.49
L Shaw,2024-2025,Sydney Sixers,Sydney Sixers,132.7,,,,,,,,,,,,
L Wood,2022-2023,Melbourne Stars,England,115.8,Medium,419,33*,9.52,0,208,5/50,25.91,1,68.0,0.0,-16.39
LA Dawson,2023-2023,Melbourne Stars,England,121.4,Orthodox,2888,82,17.60,0,270,5/17,25.39,1,125.0,0.0,-7.78
LA Doran,2014-2014,Sydney Sixers,Sydney Thunder,77.8,Orthodox,7,4,3.50,0,8,2/22,35.87,0,2.0,0.0,-32.37
LA Pomersbach,2012-2014,Brisbane Heat,Australia,130.5,Offbreak,1228,112*,26.12,1,-,-,-,-,21.0,0.0,-
LC Hatcher,2020-2023,Melbourne Stars,Melbourne Stars,107.1,Fast,45,20,9.00,0,27,3/25,26.25,0,2.0,0.0,-17.25
LD Pfeffer,2022-2022,Brisbane Heat,Brisbane Heat,114.7,,109,69,27.25,0,-,-,-,-,2.0,0.0,-
LE Plunkett,2019-2019,Melbourne Stars,England,130.3,Medium,835,41,14.15,0,154,5/31,27.89,1,44.0,0.0,-13.74
LH Ferguson,2024-2025,Sydney Thunder,New Zealand,116.2,Fast,288,30,11.07,0,228,5/21,22.32,1,52.0,0.0,-11.24
LJ Evans,2024-2025,Melbourne Renegades,Perth Scorchers,138.3,Medium,7305,118*,29.69,3,1,1/5,35.00,0,149.0,4.0,-5.30
LJ Evans,2021-2024,Perth Scorchers,Perth Scorchers,138.3,Medium,7305,118*,29.69,3,1,1/5,35.00,0,149.0,4.0,-5.30
LJ Wright,2011-2018,Melbourne Stars,England,140.6,Medium,8526,153*,29.19,7,79,3/17,32.44,0,103.0,0.0,-3.24
LMP Simmons,2015-2016,Brisbane Heat,West Indies,120.2,Medium,7756,116,29.83,2,23,4/19,25.95,0,116.0,0.0,3.87
LN O'Connor,2016-2021,Adelaide Strikers,Adelaide Strikers,29.2,Legbreak,,,,,,,,,,,
LR Butterworth,2011-2012,Sydney Thunder,Sydney Thunder,50.0,Medium,66,36,11.00,0,5,2/27,38.80,0,2.0,0.0,-27.79
LR Morris,2020-2021,Melbourne Stars,Melbourne Stars,27.3,Medium,3,2,1.00,0,40,5/24,22.95,1,7.0,0.0,-21.94
LR Morris,2021-2025,Perth Scorchers,Melbourne Stars,27.3,Medium,3,2,1.00,0,40,5/24,22.95,1,7.0,0.0,-21.94
LS Livingstone,2019-2021,Perth Scorchers,England,144.4,Legbreak,7385,103,28.18,2,143,4/17,25.76,0,126.0,0.0,2.42
LW Feldman,2015-2015,Brisbane Heat,Sydney Sixers,116.7,Medium,25,12*,12.50,0,21,2/19,29.71,0,7.0,0.0,-17.21
LW Feldman,2012-2013,Sydney Sixers,Sydney Sixers,116.7,Medium,25,12*,12.50,0,21,2/19,29.71,0,7.0,0.0,-17.21
M Bean,2025-2025,Hobart Hurricanes,Hobart Hurricanes,100.0,,,,,,,,,,,,
M Beardman,2025-2025,Perth Scorchers,Perth Scorchers,33.3,Medium,,,,,,,,,,,
M Bryant,2018-2025,Brisbane Heat,Brisbane Heat,139.8,Medium,1566,81,23.02,0,-,-,-,-,30.0,0.0,-
M Gilkes,2019-2025,Sydney Thunder,Sydney Thunder,117.4,,899,93,19.54,0,-,-,-,-,19.0,1.0,-
M Kelly,2018-2025,Perth Scorchers,Perth Scorchers,125.0,Medium,104,23*,11.55,0,60,4/25,20.85,0,13.0,0.0,-9.29
M Klinger,2011-2014,Adelaide Strikers,Australia,122.6,,5960,126*,34.45,8,-,-,-,-,83.0,0.0,-
M Klinger,2014-2019,Perth Scorchers,Australia,122.6,,5960,126*,34.45,8,-,-,-,-,83.0,0.0,-
M Labuschagne,2017-2025,Brisbane Heat,Australia,127.5,Legbreak,1358,93*,27.16,0,39,5/11,19.56,1,36.0,0.0,7.59
M Morkel,2021-2021,Brisbane Heat,South Africa,117.0,Fast,213,23*,8.52,0,207,4/17,25.29,0,27.0,0.0,-16.77
M Morkel,2020-2020,Perth Scorchers,South Africa,117.0,Fast,213,23*,8.52,0,207,4/17,25.29,0,27.0,0.0,-16.77
M Muralidaran,2012-2014,Melbourne Renegades,,0,Offbreak,81,11,3.37,0,179,4/16,22.03,0,31.0,0.0,-18.66
M Perry,2021-2021,Melbourne Renegades,Melbourne Renegades,,Medium,-,-,-,-,3,1/22,28.00,0,1.0,0.0,-
M Spoors,2024-2025,Perth Scorchers,Canada,114.9,,347,108*,34.70,1,2,1/5,33.50,0,2.0,0.0,1.20
M Wright,2019-2024,Hobart Hurricanes,Hobart Hurricanes,117.1,Legbreak,543,70*,24.68,0,1,1/28,53.00,0,13.0,0.0,-28.31
MA Beer,2014-2019,Melbourne Stars,Perth Scorchers,74.4,Orthodox,40,11*,10.00,0,50,3/13,32.36,0,10.0,0.0,-22.35
MA Beer,2011-2014,Perth Scorchers,Perth Scorchers,74.4,Orthodox,40,11*,10.00,0,50,3/13,32.36,0,10.0,0.0,-22.35
MA Carberry,2014-2016,Perth Scorchers,England,133.7,Offbreak,3720,100*,31.00,1,1,1/16,19.00,0,48.0,0.0,12.00
MA Higgs,2013-2013,Hobart Hurricanes,Hobart Hurricanes,,,-,-,-,-,0,-,-,0,0.0,0.0,-
MA Starc,2011-2014,Sydney Sixers,Australia,94.5,Fast,225,29,9.00,0,207,5/35,20.96,1,57.0,0.0,-11.96
MC Henriques,2011-2025,Sydney Sixers,Australia,128.0,Medium,5562,77,27.13,0,120,3/11,29.18,0,129.0,0.0,-2.05
MEK Hussey,2011-2013,Perth Scorchers,Australia,125.6,Medium,4569,116*,37.45,1,0,-,-,0,77.0,0.0,-
MF Hurst,2024-2025,Perth Scorchers,Perth Scorchers,127.2,,659,78,19.96,0,-,-,-,-,21.0,3.0,-
MG Gale,2014-2014,Melbourne Renegades,Melbourne Renegades,41.7,Medium,5,4*,5.00,0,5,4/10,27.00,0,1.0,0.0,-21.99
MG Hogan,2012-2013,Hobart Hurricanes,Hobart Hurricanes,98.8,Medium,84,17*,8.40,0,154,5/17,23.21,2,52.0,0.0,-14.81
MG Johnson,2016-2018,Perth Scorchers,Australia,105.0,Fast,320,30,12.80,0,123,3/3,25.78,0,28.0,0.0,-12.98
MG Neser,2012-2021,Adelaide Strikers,Brisbane Heat,128.0,Medium,739,64*,14.21,0,145,4/25,23.90,0,65.0,0.0,-9.69
MG Neser,2011-2025,Brisbane Heat,Brisbane Heat,128.0,Medium,739,64*,14.21,0,145,4/25,23.90,0,65.0,0.0,-9.69
MH Wessels,2014-2015,Sydney Sixers,Sydney Sixers,135.0,,5684,110,28.85,1,-,-,-,-,96.0,16.0,-
MJ Buchanan,2011-2011,Melbourne Renegades,Melbourne Renegades,64.7,Offbreak,11,11,11.00,0,-,-,-,-,0.0,0.0,-
MJ Cosgrove,2012-2012,Hobart Hurricanes,Hobart Hurricanes,128.6,Medium,3112,89,24.89,0,10,2/11,32.00,0,26.0,0.0,-7.10
MJ Cosgrove,2013-2014,Sydney Sixers,Hobart Hurricanes,128.6,Medium,3112,89,24.89,0,10,2/11,32.00,0,26.0,0.0,-7.10
MJ Guptill,2022-2023,Melbourne Renegades,New Zealand,130.7,Offbreak,9900,120*,31.83,6,0,-,-,0,194.0,0.0,-
MJ Johnston,2012-2012,Adelaide Strikers,Hobart Hurricanes,130.0,Medium,75,17,18.75,0,7,2/5,27.85,0,2.0,0.0,-9.10
MJ Johnston,2011-2012,Hobart Hurricanes,Hobart Hurricanes,130.0,Medium,75,17,18.75,0,7,2/5,27.85,0,2.0,0.0,-9.10
MJ Lumb,2011-2017,Sydney Sixers,England,135.4,Medium,4972,124*,24.01,1,3,3/32,21.66,0,72.0,0.0,2.35
MJ McClenaghan,2017-2018,Sydney Thunder,New Zealand,111.4,Medium,271,20,6.30,0,241,5/29,25.60,1,34.0,0.0,-19.30
MJ North,2011-2013,Perth Scorchers,Australia,108.9,Offbreak,1756,90,25.08,0,19,2/19,40.15,0,22.0,0.0,-15.07
MJ Owen,2021-2025,Hobart Hurricanes,Australia,183.4,Medium,1095,108,25.46,2,26,5/17,26.84,1,25.0,0.0,-1.38
MJ Prior,2012-2013,Sydney Thunder,England,115.2,,1906,117,26.10,1,-,-,-,-,46.0,6.0,-
MJ Swepson,2016-2025,Brisbane Heat,Australia,107.4,Legbreak,,,,,,,,,,,
MJJ Critchley,2023-2023,Melbourne Renegades,Melbourne Renegades,123.1,Legbreak,2130,80*,20.48,0,128,5/28,25.64,1,46.0,0.0,-5.16
ML Hayden,2011-2012,Brisbane Heat,Australia,136.9,Medium,1632,93,36.26,0,-,-,-,-,18.0,0.0,-
MN Samuels,2012-2013,Melbourne Renegades,West Indies,118.0,Offbreak,4571,106*,31.96,2,70,3/10,27.95,0,45.0,0.0,4.00
MP Kuhnemann,2019-2025,Brisbane Heat,Australia,74.2,Orthodox,,,,,,,,,,,
MP Stoinis,2013-2025,Melbourne Stars,Australia,137.1,Medium,6843,147*,29.36,2,179,4/15,26.84,0,85.0,0.0,2.52
MP Stoinis,2012-2013,Perth Scorchers,Australia,137.1,Medium,6843,147*,29.36,2,179,4/15,26.84,0,85.0,0.0,2.52
MR Day,2012-2012,Sydney Thunder,Sydney Thunder,145.0,Medium,29,29*,-,0,0,-,-,0,1.0,0.0,-
MR Marsh,2011-2025,Perth Scorchers,Australia,136.5,Medium,5222,117,32.43,2,85,4/6,25.75,0,81.0,0.0,6.68
MS Harris,2016-2025,Melbourne Renegades,Perth Scorchers,118.6,,1012,85,19.46,0,-,-,-,-,20.0,0.0,-
MS Harris,2014-2024,Perth Scorchers,Perth Scorchers,118.6,,1012,85,19.46,0,-,-,-,-,20.0,0.0,-
MS Wade,2017-2025,Hobart Hurricanes,Australia,137.4,,,,,,,,,,,,
MS Wade,2014-2016,Melbourne Renegades,Australia,137.4,,,,,,,,,,,,
MS Wade,2011-2014,Melbourne Stars,Australia,137.4,,,,,,,,,,,,
MT Renshaw,2020-2022,Adelaide Strikers,Brisbane Heat,132.9,Offbreak,1800,90*,26.08,0,9,1/2,36.44,0,35.0,0.0,-10.35
MT Renshaw,2018-2025,Brisbane Heat,Brisbane Heat,132.9,Offbreak,1800,90*,26.08,0,9,1/2,36.44,0,35.0,0.0,-10.35
MT Steketee,2014-2023,Brisbane Heat,Brisbane Heat,101.0,Medium,199,33,7.37,0,104,5/17,23.04,1,22.0,0.0,-15.67
MT Steketee,2023-2025,Melbourne Stars,Brisbane Heat,101.0,Medium,199,33,7.37,0,104,5/17,23.04,1,22.0,0.0,-15.67
MW Dixon,2014-2016,Perth Scorchers,Perth Scorchers,60.0,Fast,2,1,0.66,0,10,3/32,25.90,0,0.0,0.0,-25.23
MW Edwards,2018-2021,Sydney Sixers,Sydney Sixers,,Medium,0,0*,-,0,2,1/19,42.00,0,3.0,0.0,-
MW Harvey,2018-2025,Melbourne Renegades,Melbourne Renegades,117.7,Medium,704,71*,20.11,0,-,-,-,-,25.0,0.0,-
MW Hill,2015-2016,Hobart Hurricanes,Melbourne Renegades,121.7,Medium,308,64,25.66,0,-,-,-,-,9.0,0.0,-
MW Hill,2013-2014,Melbourne Renegades,Melbourne Renegades,121.7,Medium,308,64,25.66,0,-,-,-,-,9.0,0.0,-
MW Short,2018-2025,Adelaide Strikers,Australia,147.2,Offbreak,3342,109,27.85,2,54,5/22,29.25,1,75.0,0.0,-1.40
MW Short,2014-2018,Melbourne Renegades,Australia,147.2,Offbreak,3342,109,27.85,2,54,5/22,29.25,1,75.0,0.0,-1.40
Mohammad Hafeez,2014-2014,Melbourne Stars,Pakistan,116.7,Offbreak,7946,102*,25.79,2,202,4/10,24.00,0,111.0,0.0,1.78
Mohammad Hasnain,2022-2025,Sydney Thunder,Pakistan,83.6,Medium,117,22,7.31,0,139,4/25,27.64,0,15.0,0.0,-20.32
Mohammad Nabi,2017-2022,Melbourne Renegades,Afghanistan,134.0,Offbreak,6516,89,21.08,0,388,5/15,24.82,1,217.0,0.0,-3.73
Mujeeb Ur Rahman,2018-2022,Brisbane Heat,Afghanistan,104.2,Offbreak,410,34,8.72,0,293,5/15,23.64,2,50.0,0.0,-14.92
Mujeeb Ur Rahman,2022-2023,Melbourne Renegades,Afghanistan,104.2,Offbreak,410,34,8.72,0,293,5/15,23.64,2,50.0,0.0,-14.92
N Chaudhary,2023-2025,Hobart Hurricanes,Hobart Hurricanes,130.1,Offbreak,538,55,21.52,0,16,3/36,34.06,0,9.0,0.0,-12.54
N McAndrew,2016-2025,Sydney Thunder,Sydney Thunder,157.8,Medium,598,32*,15.73,0,104,6/21,27.66,3,35.0,0.0,-11.92
N Pooran,2020-2021,Melbourne Stars,West Indies,149.6,,9951,108*,30.15,4,-,-,-,-,243.0,36.0,-
NA McSweeney,2022-2025,Brisbane Heat,Melbourne Renegades,116.9,Offbreak,,,,,,,,,,,
NA McSweeney,2020-2020,Melbourne Renegades,Melbourne Renegades,116.9,Offbreak,,,,,,,,,,,
NCR Larkin,2018-2023,Melbourne Stars,Sydney Sixers,120.4,,,,,,,,,,,,
ND Bills,2012-2012,Sydney Thunder,Sydney Thunder,,Medium,-,-,-,-,2,2/44,22.00,0,0.0,0.0,-
ND Buchanan,2011-2017,Brisbane Heat,Brisbane Heat,73.3,Medium,,,,,,,,,,,
NJ Maddinson,2021-2023,Melbourne Renegades,Australia,123.2,Orthodox,2498,87,20.30,0,13,3/20,20.15,0,57.0,0.0,0.15
NJ Maddinson,2019-2021,Melbourne Stars,Australia,123.2,Orthodox,2498,87,20.30,0,13,3/20,20.15,0,57.0,0.0,0.15
NJ Reardon,2012-2014,Adelaide Strikers,Australia,124.1,Medium,,,,,,,,,,,
NJ Reardon,2014-2017,Brisbane Heat,Australia,124.1,Medium,,,,,,,,,,,
NJ Reardon,2018-2018,Hobart Hurricanes,Australia,124.1,Medium,,,,,,,,,,,
NJ Reardon,2011-2012,Melbourne Renegades,Australia,124.1,Medium,,,,,,,,,,,
NJ Rimmington,2012-2017,Melbourne Renegades,Perth Scorchers,101.7,Medium,214,26,9.72,0,135,5/27,23.26,1,27.0,0.0,-13.53
NJ Rimmington,2011-2012,Perth Scorchers,Perth Scorchers,101.7,Medium,214,26,9.72,0,135,5/27,23.26,1,27.0,0.0,-13.53
NL Bertus,2022-2022,Sydney Sixers,Sydney Sixers,86.4,,19,15,9.50,0,-,-,-,-,0.0,0.0,-
NL McCullum,2012-2012,Sydney Sixers,New Zealand,109.8,Offbreak,1618,76*,16.51,0,157,4/16,24.09,0,71.0,0.0,-7.58
NLTC Perera,2012-2013,Brisbane Heat,Sri Lanka,152.1,Medium,4873,103*,21.09,1,282,5/26,27.15,2,160.0,0.0,-6.05
NLTC Perera,2017-2017,Melbourne Renegades,Sri Lanka,152.1,Medium,4873,103*,21.09,1,282,5/26,27.15,2,160.0,0.0,-6.05
NM Coulter-Nile,2019-2024,Melbourne Stars,Australia,132.2,Fast,693,42*,12.15,0,191,4/10,23.03,0,51.0,0.0,-10.87
NM Coulter-Nile,2011-2019,Perth Scorchers,Australia,132.2,Fast,693,42*,12.15,0,191,4/10,23.03,0,51.0,0.0,-10.87
NM Hauritz,2011-2013,Brisbane Heat,Australia,120.9,Offbreak,102,23*,12.75,0,35,3/18,30.51,0,21.0,0.0,-17.76
NM Hauritz,2015-2015,Melbourne Renegades,Australia,120.9,Offbreak,102,23*,12.75,0,35,3/18,30.51,0,21.0,0.0,-17.76
NM Lyon,2011-2013,Adelaide Strikers,Australia,85.7,Offbreak,60,11,5.45,0,57,5/23,21.87,1,15.0,0.0,-16.42
NP Winter,2021-2021,Hobart Hurricanes,Melbourne Renegades,0.0,Medium,0,0*,0.00,0,7,3/19,20.85,0,1.0,0.0,-20.85
NP Winter,2014-2015,Melbourne Renegades,Melbourne Renegades,0.0,Medium,0,0*,0.00,0,7,3/19,20.85,0,1.0,0.0,-20.85
NR Hobson,2019-2025,Perth Scorchers,Perth Scorchers,134.0,Medium,481,48*,25.31,0,-,-,-,-,22.0,0.0,-
NT Ellis,2019-2025,Hobart Hurricanes,Australia,111.2,Medium,,,,,,,,,,,
Naved-ul-Hasan,2011-2012,Hobart Hurricanes,Pakistan,127.6,Medium,1037,95,19.56,0,153,5/17,20.00,1,46.0,0.0,-0.43
Naveen-ul-Haq,2022-2022,Sydney Sixers,Afghanistan,98.0,Medium,365,30*,8.69,0,267,5/11,24.26,1,60.0,0.0,-15.57
Noor Ahmad,2020-2021,Melbourne Renegades,Afghanistan,95.8,Chinaman,221,20,6.13,0,209,5/11,21.51,2,40.0,0.0,-15.37
O Davies,2020-2025,Sydney Thunder,Sydney Thunder,130.1,Offbreak,834,65,20.34,0,0,-,-,0,16.0,0.0,-
OA Shah,2011-2014,Hobart Hurricanes,England,121.5,Offbreak,5,3,1.66,0,-,-,-,-,1.0,0.0,-
OJ Peake,2025-2025,Melbourne Renegades,Melbourne Renegades,90.5,Offbreak,65,,,,,1/29,,0,,,
OJ Pope,2024-2025,Adelaide Strikers,Adelaide Strikers,131.5,,1720,99*,27.74,0,-,-,-,-,36.0,3.0,-
OP Stone,2023-2023,Melbourne Stars,England,89.2,Fast,173,22*,6.65,0,113,4/14,27.31,0,37.0,0.0,-20.66
P Hatzoglou,2023-2025,Hobart Hurricanes,Melbourne Renegades,104.9,Legbreak,86,15,14.33,0,64,3/14,29.56,0,19.0,0.0,-15.22
P Hatzoglou,2020-2021,Melbourne Renegades,Melbourne Renegades,104.9,Legbreak,86,15,14.33,0,64,3/14,29.56,0,19.0,0.0,-15.22
P Hatzoglou,2021-2023,Perth Scorchers,Melbourne Renegades,104.9,Legbreak,86,15,14.33,0,64,3/14,29.56,0,19.0,0.0,-15.22
P Rowe,2022-2022,Melbourne Stars,Melbourne Stars,50.0,,3,3,3.00,0,-,-,-,-,0.0,1.0,-
PA Jaques,2011-2012,Hobart Hurricanes,Hobart Hurricanes,115.7,Medium,2061,92,28.62,0,0,-,-,0,19.0,0.0,-
PD Collingwood,2011-2012,Perth Scorchers,England,123.8,Medium,2478,108*,21.54,1,99,5/6,22.67,2,49.0,0.0,-1.12
PD Salt,2019-2021,Adelaide Strikers,England,155.9,Offbreak,7763,141*,28.12,4,-,-,-,-,165.0,14.0,-
PG Dooley,2022-2022,Brisbane Heat,Brisbane Heat,81.8,Chinaman,54,19,13.50,0,25,4/16,21.60,0,4.0,0.0,-8.09
PG Dooley,2022-2024,Hobart Hurricanes,Brisbane Heat,81.8,Chinaman,54,19,13.50,0,25,4/16,21.60,0,4.0,0.0,-8.09
PI Walter,2023-2025,Brisbane Heat,Brisbane Heat,140.1,Medium,2446,78,19.72,0,116,3/20,27.29,0,86.0,0.0,-7.56
PJ Cummins,2014-2014,Perth Scorchers,Australia,139.2,Fast,1001,66*,17.56,0,192,4/16,27.33,0,45.0,0.0,-9.77
PJ Forrest,2011-2015,Brisbane Heat,Brisbane Heat,106.5,Medium,575,62*,23.00,0,-,-,-,-,17.0,0.0,-
PJ Hughes,2012-2014,Adelaide Strikers,Australia,111.0,,,,,,,,,,,,
PM Nevill,2012-2017,Melbourne Renegades,Australia,107.1,,374,33,14.38,0,-,-,-,-,22.0,9.0,-
PM Nevill,2021-2021,Melbourne Stars,Australia,107.1,,374,33,14.38,0,-,-,-,-,22.0,9.0,-
PM Siddle,2017-2023,Adelaide Strikers,Australia,89.2,Medium,,,,,,,,,,,
PM Siddle,2014-2024,Melbourne Renegades,Australia,89.2,Medium,,,,,,,,,,,
