Player,Span,Team,Country,SR,Bowling Style
SP Narine,2016-2017,Melbourne Renegades,West Indies,148.8,Offbreak
PM Nevill,2012-2017,Melbourne Renegades,Australia,107.1,
Noor Ahmad,2020-2021,Melbourne Renegades,Afghanistan,95.8,Chinaman
F O'Neill,2024-2025,Melbourne Renegades,Melbourne Renegades,96.4,Fast
AW O'Brien,2012-2014,Melbourne Renegades,Adelaide Strikers,95.3,Orthodox
SR Patel,2020-2020,Melbourne Renegades,England,125.8,Orthodox
DJ Pattinson,2012-2013,Melbourne Renegades,Melbourne Renegades,114.3,Medium
JL Pattinson,2013-2022,Melbourne Renegades,Australia,110.3,Medium
OJ Peake,2025-2025,Melbourne Renegades,Melbourne Renegades,90.5,Offbreak
NLTC Perera,2017-2017,Melbourne Renegades,Sri Lanka,152.1,Medium
M Perry,2021-2021,Melbourne Renegades,Melbourne Renegades,,Medium
KA Pollard,2018-2018,Melbourne Renegades,West Indies,149.9,Medium
JA Prestwidge,2020-2023,Melbourne Renegades,Brisbane Heat,120.2,Medium
NJ Reardon,2011-2012,Melbourne Renegades,Australia,124.1,Medium
KW Richardson,2017-2025,Melbourne Renegades,Australia,111.9,Medium
NJ Rimmington,2012-2017,Melbourne Renegades,Perth Scorchers,101.7,Medium
CJ Rocchiccioli,2023-2023,Melbourne Renegades,Melbourne Renegades,50.0,Offbreak
TS Rogers,2022-2025,Melbourne Renegades,Hobart Hurricanes,126.0,Medium
BJ Rohrer,2012-2015,Melbourne Renegades,Australia,131.0,
RR Rossouw,2020-2021,Melbourne Renegades,South Africa,147.9,Offbreak
AD Russell,2014-2022,Melbourne Renegades,West Indies,167.6,Fast
MN Samuels,2012-2013,Melbourne Renegades,West Indies,118.0,Offbreak
GS Sandhu,2025-2025,Melbourne Renegades,Sydney Thunder,91.1,Medium
TL Seifert,2024-2025,Melbourne Renegades,New Zealand,135.0,
J Seymour,2021-2022,Melbourne Renegades,Melbourne Renegades,132.8,Offbreak
Shahid Afridi,2011-2012,Melbourne Renegades,Pakistan,152.3,Legbreak
Shakib Al Hasan,2015-2015,Melbourne Renegades,Bangladesh,126.2,Orthodox
WD Sheridan,2011-2013,Melbourne Renegades,Melbourne Renegades,98.5,Medium
MW Short,2014-2018,Melbourne Renegades,Australia,147.2,Offbreak
PM Siddle,2014-2024,Melbourne Renegades,Australia,89.2,Medium
KR Smith,2018-2018,Melbourne Renegades,Adelaide Strikers,104.8,Offbreak
BJ Stepien,2020-2020,Melbourne Renegades,,0,
CAH Stevenson,2015-2017,Melbourne Renegades,United States of America,100.0,Medium
BA Stokes,2015-2015,Melbourne Renegades,England,136.4,Medium
C Stow,2025-2025,Melbourne Renegades,Melbourne Renegades,61.5,
W Sutherland,2018-2025,Melbourne Renegades,Melbourne Renegades,137.4,Medium
SW Tait,2011-2012,Melbourne Renegades,Australia,75.3,Fast
RJW Topley,2021-2022,Melbourne Renegades,England,96.2,Medium
CP Tremain,2015-2019,Melbourne Renegades,Sydney Thunder,116.2,Medium
Usman Shinwari,2018-2019,Melbourne Renegades,Pakistan,100.0,Medium
MS Wade,2014-2016,Melbourne Renegades,Australia,137.4,
GL Walker,2015-2015,Melbourne Renegades,,0,
BJ Webster,2018-2021,Melbourne Renegades,Hobart Hurricanes,119.2,Offbreak
JW Wells,2022-2025,Melbourne Renegades,Hobart Hurricanes,121.5,Medium
CL White,2015-2019,Melbourne Renegades,Australia,121.1,Legbreak
JD Wildermuth,2017-2020,Melbourne Renegades,Australia,118.0,Medium
NP Winter,2014-2015,Melbourne Renegades,Melbourne Renegades,0.0,Medium
Zahir Khan,2021-2022,Melbourne Renegades,Afghanistan,76.9,Chinaman
A Zampa,2023-2025,Melbourne Renegades,Australia,86.5,Legbreak
Ahmed Daniyal,2022-2022,Melbourne Stars,Pakistan,110.6,Medium
J Avendano,2022-2022,Melbourne Stars,Sydney Sixers,112.6,
GJ Bailey,2011-2012,Melbourne Stars,Australia,129.5,Medium
MA Beer,2014-2019,Melbourne Stars,Perth Scorchers,74.4,Orthodox
JM Bird,2012-2019,Melbourne Stars,Melbourne Stars,84.9,Medium
SM Boland,2014-2024,Melbourne Stars,Australia,87.7,Medium
TA Boult,2022-2023,Melbourne Stars,New Zealand,116.7,Medium
L Bowe,2017-2019,Melbourne Stars,Melbourne Stars,50.0,Chinaman
DJ Bravo,2018-2019,Melbourne Stars,West Indies,126.3,Medium
JA Burns,2021-2023,Melbourne Stars,Italy,121.3,Medium
HWR Cartwright,2019-2025,Melbourne Stars,Perth Scorchers,130.0,Medium
JM Clarke,2021-2024,Melbourne Stars,Perth Scorchers,144.3,
JR Coleman,2018-2020,Melbourne Stars,Melbourne Stars,,
BL Couch,2021-2024,Melbourne Stars,Melbourne Stars,84.5,Medium
NM Coulter-Nile,2019-2024,Melbourne Stars,Australia,132.2,Fast
XA Crone,2022-2022,Melbourne Stars,Melbourne Stars,33.3,Medium
TK Curran,2024-2025,Melbourne Stars,England,143.5,Medium
LA Dawson,2023-2023,Melbourne Stars,England,121.4,Orthodox
TJ Dean,2018-2022,Melbourne Stars,Melbourne Stars,113.6,
JW Dernbach,2011-2011,Melbourne Stars,England,99.1,Medium
Dilbar Hussain,2020-2020,Melbourne Stars,Melbourne Stars,100.0,Medium
BM Duckett,2024-2025,Melbourne Stars,England,140.6,Offbreak
BR Dunk,2017-2021,Melbourne Stars,Australia,128.9,
SM Elliott,2021-2022,Melbourne Stars,Melbourne Stars,28.6,Medium
D Fallins,2018-2018,Melbourne Stars,,0,
JP Faulkner,2011-2018,Melbourne Stars,Australia,126.6,Medium
ADS Fletcher,2020-2021,Melbourne Stars,West Indies,124.4,Medium
CJ Gannon,2017-2017,Melbourne Stars,United States of America,100.8,Medium
SE Gotch,2017-2021,Melbourne Stars,Melbourne Stars,102.4,Medium
EP Gulbis,2016-2019,Melbourne Stars,Hobart Hurricanes,126.9,Medium
PSP Handscomb,2012-2025,Melbourne Stars,Australia,117.2,
Haris Rauf,2019-2023,Melbourne Stars,Pakistan,108.8,Fast
SB Harper,2016-2025,Melbourne Stars,Melbourne Stars,130.3,
JW Hastings,2012-2018,Melbourne Stars,Australia,162.9,Medium
LC Hatcher,2020-2023,Melbourne Stars,Melbourne Stars,107.1,Fast
SO Henry,2012-2012,Melbourne Stars,Melbourne Stars,54.5,Orthodox
BW Hilfenhaus,2015-2017,Melbourne Stars,Australia,99.4,Medium
CD Hinchliffe,2019-2023,Melbourne Stars,Perth Scorchers,81.0,Chinaman
BJ Hodge,2012-2014,Melbourne Stars,Australia,130.3,Offbreak
DJ Hussey,2011-2017,Melbourne Stars,Australia,124.4,Offbreak
Imad Wasim,2023-2024,Melbourne Stars,Pakistan,124.1,Orthodox
AR Keath,2013-2015,Melbourne Stars,Melbourne Stars,90.9,Medium
C Kellaway,2022-2024,Melbourne Stars,Melbourne Stars,123.9,Orthodox
S Lamichhane,2018-2020,Melbourne Stars,World-XI,87.7,Legbreak
NCR Larkin,2018-2023,Melbourne Stars,Sydney Sixers,120.4,
DW Lawrence,2023-2025,Melbourne Stars,Brisbane Heat,141.9,Offbreak
CJ McKay,2011-2015,Melbourne Stars,Australia,101.0,Medium
NJ Maddinson,2019-2021,Melbourne Stars,Australia,123.2,Orthodox
SL Malinga,2012-2014,Melbourne Stars,Sri Lanka,102.1,Fast
AD Mascarenhas,2013-2013,Melbourne Stars,England,108.2,Medium
GJ Maxwell,2012-2025,Melbourne Stars,Australia,154.9,Offbreak
H McKenzie,2024-2024,Melbourne Stars,Perth Scorchers,141.7,Chinaman
J Merlo,2019-2024,Melbourne Stars,Melbourne Stars,98.5,Medium
AF Milne,2024-2024,Melbourne Stars,New Zealand,112.8,Fast
Mohammad Hafeez,2014-2014,Melbourne Stars,Pakistan,116.7,Offbreak
LR Morris,2020-2021,Melbourne Stars,Melbourne Stars,27.3,Medium
JM Muirhead,2014-2014,Melbourne Stars,Australia,107.1,Legbreak
PM Nevill,2021-2021,Melbourne Stars,Australia,107.1,
TL O'Connell,2019-2022,Melbourne Stars,Melbourne Stars,66.7,Legbreak
JS Paris,2023-2025,Melbourne Stars,Perth Scorchers,93.7,Medium
KP Pietersen,2014-2018,Melbourne Stars,England,134.9,Offbreak
LE Plunkett,2019-2019,Melbourne Stars,England,130.3,Medium
N Pooran,2020-2021,Melbourne Stars,West Indies,149.6,
Qais Ahmad,2021-2022,Melbourne Stars,Afghanistan,127.6,Legbreak
RJ Quiney,2011-2018,Melbourne Stars,Melbourne Stars,123.1,Medium
SL Rainbird,2021-2022,Melbourne Stars,Hobart Hurricanes,91.9,Medium
CJ Rocchiccioli,2023-2023,Melbourne Stars,Melbourne Renegades,50.0,Offbreak
TF Rogers,2022-2025,Melbourne Stars,Melbourne Stars,120.8,Medium
CA Rose,2012-2014,Melbourne Stars,Melbourne Stars,138.6,Orthodox
P Rowe,2022-2022,Melbourne Stars,Melbourne Stars,50.0,
AD Russell,2021-2021,Melbourne Stars,West Indies,167.6,Fast
J Seymour,2022-2023,Melbourne Stars,Melbourne Renegades,132.8,Offbreak
PM Siddle,2024-2025,Melbourne Stars,Australia,89.2,Medium
CP Simpson,2011-2012,Melbourne Stars,Melbourne Stars,160.0,Offbreak
B Stanlake,2020-2021,Melbourne Stars,Australia,59.3,Fast
MT Steketee,2023-2025,Melbourne Stars,Brisbane Heat,101.0,Medium
DW Steyn,2019-2020,Melbourne Stars,South Africa,107.1,Fast
MP Stoinis,2013-2025,Melbourne Stars,Australia,137.1,Medium
OP Stone,2023-2023,Melbourne Stars,England,89.2,Fast
Syed Faridoun,2021-2021,Melbourne Stars,Melbourne Stars,120.0,
TIF Triffitt,2014-2015,Melbourne Stars,Hobart Hurricanes,122.4,
Usama Mir,2023-2025,Melbourne Stars,Pakistan,129.4,Legbreak
AC Voges,2011-2012,Melbourne Stars,Australia,120.7,Orthodox
MS Wade,2011-2014,Melbourne Stars,Australia,137.4,
CA Wakim,2022-2022,Melbourne Stars,Melbourne Stars,84.8,
SK Warne,2011-2013,Melbourne Stars,Melbourne Stars,92.5,Legbreak
D Warren,2024-2025,Melbourne Stars,Melbourne Stars,86.7,Orthodox
BJ Webster,2021-2025,Melbourne Stars,Hobart Hurricanes,119.2,Offbreak
CL White,2011-2015,Melbourne Stars,Australia,121.1,Legbreak
L Wood,2022-2023,Melbourne Stars,England,115.8,Medium
DJ Worrall,2014-2020,Melbourne Stars,Melbourne Stars,99.5,Medium
LJ Wright,2011-2018,Melbourne Stars,England,140.6,Medium
Zahir Khan,2020-2021,Melbourne Stars,Afghanistan,76.9,Chinaman
A Zampa,2015-2023,Melbourne Stars,Australia,86.5,Legbreak
AC Agar,2013-2025,Perth Scorchers,Australia,118.4,Orthodox
FH Allen,2024-2025,Perth Scorchers,New Zealand,173.1,
TJ Armstrong,2013-2013,Perth Scorchers,Sydney Thunder,72.9,Medium
CT Bancroft,2015-2023,Perth Scorchers,Perth Scorchers,123.5,
M Beardman,2025-2025,Perth Scorchers,Perth Scorchers,33.3,Medium
TM Beaton,2012-2012,Perth Scorchers,Melbourne Renegades,146.9,Medium
MA Beer,2011-2014,Perth Scorchers,Perth Scorchers,74.4,Orthodox
JP Behrendorff,2012-2025,Perth Scorchers,Australia,103.5,Medium
IR Bell,2016-2017,Perth Scorchers,England,128.6,Medium
WG Bosisto,2017-2019,Perth Scorchers,Perth Scorchers,119.0,Offbreak
TT Bresnan,2017-2018,Perth Scorchers,England,136.9,Medium
MA Carberry,2014-2016,Perth Scorchers,England,133.7,Offbreak
HWR Cartwright,2012-2019,Perth Scorchers,Perth Scorchers,130.0,Medium
JM Clarke,2020-2020,Perth Scorchers,Perth Scorchers,144.3,
PD Collingwood,2011-2012,Perth Scorchers,England,123.8,Medium
C Connolly,2023-2025,Perth Scorchers,Australia,132.9,Orthodox
NM Coulter-Nile,2011-2019,Perth Scorchers,Australia,132.2,Fast
Z Crawley,2023-2024,Perth Scorchers,Hobart Hurricanes,139.2,Offbreak
PJ Cummins,2014-2014,Perth Scorchers,Australia,139.2,Fast
TH David,2018-2020,Perth Scorchers,Singapore,161.9,Offbreak
MW Dixon,2014-2016,Perth Scorchers,Perth Scorchers,60.0,Fast
F du Plessis,2022-2023,Perth Scorchers,South Africa,139.2,Legbreak
BM Edmondson,2011-2012,Perth Scorchers,Perth Scorchers,0.0,Medium
SS Eskinazi,2023-2024,Perth Scorchers,Perth Scorchers,139.2,
LJ Evans,2021-2024,Perth Scorchers,Perth Scorchers,138.3,Medium
S Fanning,2024-2025,Perth Scorchers,Perth Scorchers,145.7,Offbreak
Fawad Ahmed,2019-2021,Perth Scorchers,Australia,75.4,Legbreak
HH Gibbs,2011-2013,Perth Scorchers,South Africa,118.1,
C Green,2019-2020,Perth Scorchers,Australia,151.1,Medium
AM Hardie,2019-2025,Perth Scorchers,Australia,130.2,Medium
MS Harris,2014-2024,Perth Scorchers,Perth Scorchers,118.6,None
P Hatzoglou,2021-2023,Perth Scorchers,Melbourne Renegades,104.9,Legbreak
CD Hinchliffe,2019-2019,Perth Scorchers,Perth Scorchers,81.0,Chinaman
NR Hobson,2019-2025,Perth Scorchers,Perth Scorchers,134.0,Medium
GB Hogg,2011-2016,Perth Scorchers,Australia,104.3,Chinaman
MF Hurst,2024-2025,Perth Scorchers,Perth Scorchers,127.2,
MEK Hussey,2011-2013,Perth Scorchers,Australia,125.6,Medium
JP Inglis,2017-2024,Perth Scorchers,Australia,150.9,
KK Jennings,2024-2024,Perth Scorchers,Perth Scorchers,132.7,Medium
MG Johnson,2016-2018,Perth Scorchers,Australia,105.0,Fast
CJ Jordan,2019-2020,Perth Scorchers,England,134.2,Medium
SM Katich,2011-2014,Perth Scorchers,Australia,127.4,Chinaman
M Kelly,2018-2025,Perth Scorchers,Perth Scorchers,125.0,Medium
M Klinger,2014-2019,Perth Scorchers,Australia,122.6,
JK Lalor,2012-2012,Perth Scorchers,Perth Scorchers,87.0,Medium
LS Livingstone,2019-2021,Perth Scorchers,England,144.4,Legbreak
A Lyth,2022-2023,Perth Scorchers,Perth Scorchers,144.8,Medium
MR Marsh,2011-2025,Perth Scorchers,Australia,136.5,Medium
SE Marsh,2011-2019,Perth Scorchers,Australia,127.7,Orthodox
H McKenzie,2023-2024,Perth Scorchers,Perth Scorchers,141.7,Chinaman
JM Mennie,2012-2012,Perth Scorchers,Perth Scorchers,43.1,Medium
TS Mills,2021-2022,Perth Scorchers,England,105.9,Fast
DJM Moody,2022-2022,Perth Scorchers,Hobart Hurricanes,53.3,Medium
J Morgan,2020-2020,Perth Scorchers,,0,
M Morkel,2020-2020,Perth Scorchers,South Africa,117.0,Fast
LR Morris,2021-2025,Perth Scorchers,Melbourne Stars,27.3,Medium
JM Muirhead,2014-2018,Perth Scorchers,Australia,107.1,Legbreak
C Munro,2020-2022,Perth Scorchers,New Zealand,140.1,Medium
MJ North,2011-2013,Perth Scorchers,Australia,108.9,Offbreak
JS Paris,2015-2020,Perth Scorchers,Perth Scorchers,93.7,Medium
KR Patterson,2020-2022,Perth Scorchers,Sydney Sixers,120.4,Offbreak
DA Payne,2023-2023,Perth Scorchers,Perth Scorchers,114.3,Medium
JR Philippe,2017-2017,Perth Scorchers,Australia,133.5,
JA Richardson,2016-2025,Perth Scorchers,Australia,110.4,Fast
NJ Rimmington,2011-2012,Perth Scorchers,Perth Scorchers,101.7,Medium
L Ronchi,2011-2012,Perth Scorchers,Australia,156.8,
JJ Roy,2020-2021,Perth Scorchers,England,140.0,
CJM Sabburg,2022-2022,Perth Scorchers,Brisbane Heat,83.1,Offbreak
CJ Simmons,2014-2014,Perth Scorchers,Perth Scorchers,139.7,
M Spoors,2024-2025,Perth Scorchers,Canada,114.9,
MP Stoinis,2012-2013,Perth Scorchers,Australia,137.1,Medium
SP Terry,2019-2019,Perth Scorchers,Ireland,64.3,Offbreak
AC Thomas,2012-2014,Perth Scorchers,South Africa,107.3,Medium
TIF Triffitt,2012-2013,Perth Scorchers,Hobart Hurricanes,122.4,
AJ Turner,2013-2025,Perth Scorchers,Australia,140.6,Offbreak
AJ Tye,2014-2025,Perth Scorchers,Australia,128.1,Medium
Usman Qadir,2018-2019,Perth Scorchers,Pakistan,95.6,Legbreak
AC Voges,2012-2018,Perth Scorchers,Australia,120.7,Orthodox
SM Whiteman,2013-2024,Perth Scorchers,Perth Scorchers,118.6,
DJ Willey,2015-2019,Perth Scorchers,England,135.9,Medium
Yasir Arafat,2013-2015,Perth Scorchers,Pakistan,116.5,Medium
SA Abbott,2014-2025,Sydney Sixers,Australia,118.9,Medium
J Avendano,2019-2022,Sydney Sixers,Sydney Sixers,112.6,
JT Ball,2021-2021,Sydney Sixers,England,78.8,Medium
NL Bertus,2022-2022,Sydney Sixers,Sydney Sixers,86.4,
SW Billings,2016-2018,Sydney Sixers,England,134.3,
JM Bird,2015-2025,Sydney Sixers,Melbourne Stars,84.9,Medium
DE Bollinger,2014-2017,Sydney Sixers,Australia,95.5,Medium
RS Bopara,2013-2014,Sydney Sixers,England,124.5,Medium
J Botha,2015-2018,Sydney Sixers,South Africa,117.6,Offbreak
CR Brathwaite,2018-2021,Sydney Sixers,West Indies,136.0,Medium
DJ Bravo,2011-2012,Sydney Sixers,West Indies,126.3,Medium
JM Carder,2022-2022,Sydney Sixers,,0,
RGL Carters,2014-2016,Sydney Sixers,Sydney Thunder,101.4,
JA Chohan,2025-2025,Sydney Sixers,Sydney Sixers,99.0,Legbreak
DT Christian,2020-2023,Sydney Sixers,Australia,137.9,Medium
TA Copeland,2014-2014,Sydney Sixers,Sydney Thunder,33.3,Medium
MJ Cosgrove,2013-2014,Sydney Sixers,Hobart Hurricanes,128.6,Medium
EJM Cowan,2011-2016,Sydney Sixers,Sydney Sixers,103.1,Legbreak
TK Curran,2018-2024,Sydney Sixers,England,143.5,Medium
J Davies,2023-2025,Sydney Sixers,Sydney Thunder,148.6,Offbreak
JL Denly,2018-2019,Sydney Sixers,England,127.4,Legbreak
LA Doran,2014-2014,Sydney Sixers,Sydney Thunder,77.8,Orthodox
BJ Dwarshuis,2014-2025,Sydney Sixers,Australia,143.3,Medium
J Edwards,2018-2025,Sydney Sixers,Sydney Sixers,115.9,Medium
MW Edwards,2018-2021,Sydney Sixers,Sydney Sixers,,Medium
LW Feldman,2012-2013,Sydney Sixers,Sydney Sixers,116.7,Medium
BJ Haddin,2011-2017,Sydney Sixers,Australia,128.1,
JR Hazlewood,2011-2020,Sydney Sixers,Australia,89.0,Medium
MC Henriques,2011-2025,Sydney Sixers,Australia,128.0,Medium
JO Holder,2020-2020,Sydney Sixers,West Indies,136.8,Medium
DP Hughes,2012-2024,Sydney Sixers,Sydney Sixers,130.8,Medium
Izharulhaq Naveed,2022-2023,Sydney Sixers,Sydney Sixers,54.5,Legbreak
SJC Keen,2015-2015,Sydney Sixers,Sydney Thunder,122.2,Medium
H Kerr,2019-2025,Sydney Sixers,Sydney Sixers,128.9,Medium
B Lee,2011-2015,Sydney Sixers,Australia,129.2,Fast
JS Lenton,2022-2022,Sydney Sixers,Sydney Thunder,134.3,
MJ Lumb,2011-2017,Sydney Sixers,England,135.4,Medium
NL McCullum,2012-2012,Sydney Sixers,New Zealand,109.8,Offbreak
SCG MacGill,2011-2012,Sydney Sixers,Sydney Sixers,120.0,Legbreak
BMAJ Mendis,2012-2012,Sydney Sixers,Sri Lanka,111.4,Legbreak
IA Moran,2012-2012,Sydney Sixers,Sydney Sixers,123.5,Medium
T Murphy,2021-2025,Sydney Sixers,Sydney Sixers,85.7,Offbreak
Naveen-ul-Haq,2022-2022,Sydney Sixers,Afghanistan,98.0,Medium
SNJ O'Keefe,2012-2024,Sydney Sixers,Australia,112.3,Orthodox
DR Sams,2017-2018,Sydney Sixers,Australia,151.6,Medium
SMSM Senanayake,2013-2013,Sydney Sixers,Sri Lanka,90.1,Offbreak
L Shaw,2024-2025,Sydney Sixers,Sydney Sixers,132.7,
JC Silk,2013-2025,Sydney Sixers,Sydney Sixers,125.4,
DLR Smith,2012-2014,Sydney Sixers,Sydney Thunder,99.6,
SPD Smith,2011-2025,Sydney Sixers,Australia,130.6,Legbreak
WER Somerville,2016-2018,Sydney Sixers,Sydney Sixers,138.1,Offbreak
MA Starc,2011-2014,Sydney Sixers,Australia,94.5,Fast
DJ Thornely,2011-2013,Sydney Sixers,Sydney Sixers,107.8,Medium
CT Tremlett,2014-2014,Sydney Sixers,England,127.8,Medium
JM Vince,2019-2025,Sydney Sixers,England,137.3,Medium
DA Warner,2012-2012,Sydney Sixers,Australia,139.9,Legbreak
MH Wessels,2014-2015,Sydney Sixers,Sydney Sixers,135.0,None
Azhar Mahmood,2012-2012,Sydney Thunder,Sydney Thunder,131.0,Medium
AR Beadle,2015-2015,Sydney Thunder,Sydney Thunder,100.0,Slow
ND Bills,2012-2012,Sydney Thunder,Sydney Thunder,,Medium
LR Butterworth,2011-2012,Sydney Thunder,Sydney Thunder,50.0,Medium
JD Cook,2018-2021,Sydney Thunder,Sydney Thunder,95.5,Legbreak
SJ Coyte,2011-2014,Sydney Thunder,Australia Women,115.4,Medium
TD Cruickshank,2011-2012,Sydney Thunder,Sydney Thunder,56.7,
O Davies,2020-2025,Sydney Thunder,Sydney Thunder,130.1,Offbreak
MR Day,2012-2012,Sydney Thunder,Sydney Thunder,145.0,Medium
BS Dean,2013-2013,Sydney Thunder,Sydney Thunder,50.0,Legbreak
CS Delport,2015-2015,Sydney Thunder,Sydney Thunder,139.5,Medium
AP Devcich,2019-2019,Sydney Thunder,New Zealand,142.1,Orthodox
TM Dilshan,2014-2014,Sydney Thunder,Sri Lanka,118.4,Offbreak
FH Edwards,2011-2012,Sydney Thunder,West Indies,94.9,Fast
Fazalhaq Farooqi,2022-2022,Sydney Thunder,Afghanistan,59.3,Medium
LH Ferguson,2024-2025,Sydney Thunder,New Zealand,116.2,Fast
M Gilkes,2019-2025,Sydney Thunder,Sydney Thunder,117.4,
TW Gray,2024-2024,Sydney Thunder,Sydney Thunder,142.9,Legbreak
CJ Green,2015-2025,Sydney Thunder,Australia,137.8,Offbreak
BJ Holt,2019-2022,Sydney Thunder,Sydney Thunder,95.5,
DP Hughes,2013-2015,Sydney Thunder,Sydney Sixers,130.8,Medium
JH Kallis,2014-2016,Sydney Thunder,South Africa,112.7,Medium
SJC Keen,2012-2013,Sydney Thunder,Sydney Thunder,122.2,Medium
T Kohler-Cadmore,2023-2024,Sydney Thunder,Sydney Thunder,141.3,Offbreak
SJ Konstas,2024-2025,Sydney Thunder,Sydney Thunder,101.5,Offbreak
JS Lenton,2017-2020,Sydney Thunder,Sydney Thunder,134.3,
N McAndrew,2016-2025,Sydney Thunder,Sydney Thunder,157.8,Medium
MJ McClenaghan,2017-2018,Sydney Thunder,New Zealand,111.4,Medium
S Mahmood,2021-2022,Sydney Thunder,England,75.0,Medium
BAW Mendis,2014-2014,Sydney Thunder,Sri Lanka,67.6,Offbreak
Mohammad Hasnain,2022-2025,Sydney Thunder,Pakistan,83.6,Medium
IA Moran,2015-2015,Sydney Thunder,Sydney Sixers,123.5,Medium
EJG Morgan,2013-2017,Sydney Thunder,England,130.9,Medium
CH Morris,2019-2020,Sydney Thunder,South Africa,146.3,Medium
AJ Nair,2016-2022,Sydney Thunder,Sydney Thunder,118.4,Offbreak
HM Nicholls,2016-2016,Sydney Thunder,New Zealand,128.9,Offbreak
B Nikitaras,2023-2025,Sydney Thunder,Sydney Thunder,64.3,
RR Pawson,2023-2023,Sydney Thunder,Sydney Thunder,,Medium
CA Philipson,2011-2011,Sydney Thunder,Sydney Thunder,26.7,Medium
MJ Prior,2012-2013,Sydney Thunder,England,115.2,
CJL Rogers,2012-2012,Sydney Thunder,Sydney Thunder,90.6,Legbreak
JE Root,2018-2019,Sydney Thunder,England,130.9,Offbreak
SE Rutherford,2024-2025,Sydney Thunder,West Indies,138.4,Medium
DR Sams,2018-2025,Sydney Thunder,Australia,151.6,Medium
CS Sandri,2013-2013,Sydney Thunder,Sydney Thunder,146.7,Offbreak
JJS Sangha,2018-2025,Sydney Thunder,Sydney Thunder,121.2,Legbreak
T Sangha,2020-2025,Sydney Thunder,Australia,88.4,Legbreak
DLR Smith,2011-2012,Sydney Thunder,Sydney Thunder,99.6,
JM Vince,2017-2018,Sydney Thunder,England,137.3,Medium
DA Warner,2011-2025,Sydney Thunder,Australia,139.9,Legbreak
HD Weibgen,2025-2025,Sydney Thunder,Sydney Thunder,92.0,Offbreak
CR Woakes,2013-2013,Sydney Thunder,England,125.9,Medium
Zaman Khan,2023-2023,Sydney Thunder,Pakistan,74.0,Medium
