Player,Span,Team,Country,SR,Bowling Style
LD Pfeffer,2022-2022,Brisbane Heat,Brisbane Heat,114.7,
LA Pomersbach,2012-2014,Brisbane Heat,Australia,130.5,Offbreak
JA Prestwidge,2019-2020,Brisbane Heat,Brisbane Heat,120.2,Medium
W Prestwidge,2022-2025,Brisbane Heat,Brisbane Heat,87.1,Fast
NJ Reardon,2014-2017,Brisbane Heat,Australia,124.1,Medium
MT Renshaw,2018-2025,Brisbane Heat,Brisbane Heat,132.9,Offbreak
KAJ Roach,2012-2013,Brisbane Heat,West Indies,113.5,Fast
AW Robinson,2011-2012,Brisbane Heat,Brisbane Heat,129.5,Medium
AI Ross,2016-2019,Brisbane Heat,Adelaide Strikers,126.8,Offbreak
CJM Sabburg,2013-2014,Brisbane Heat,Brisbane Heat,83.1,Offbreak
Shadab Khan,2017-2017,Brisbane Heat,Pakistan,136.5,Legbreak
LMP Simmons,2015-2016,Brisbane Heat,West Indies,120.2,Medium
MT Steketee,2014-2023,Brisbane Heat,Brisbane Heat,101.0,Medium
CR Swan,2012-2012,Brisbane Heat,Brisbane Heat,,Medium
MJ Swepson,2016-2025,Brisbane Heat,Australia,107.4,Legbreak
RE van der Merwe,2011-2012,Brisbane Heat,South Africa,134.9,Orthodox
DL Vettori,2012-2015,Brisbane Heat,New Zealand,110.0,Orthodox
CA Wakim,2024-2024,Brisbane Heat,Melbourne Stars,84.8,
PI Walter,2023-2025,Brisbane Heat,Brisbane Heat,140.1,Medium
SR Watson,2012-2012,Brisbane Heat,Australia,138.3,Medium
RA Whiteley,2022-2023,Brisbane Heat,Brisbane Heat,136.2,Medium
T Whitney,2024-2024,Brisbane Heat,Brisbane Heat,,Medium
JD Wildermuth,2016-2022,Brisbane Heat,Australia,118.0,Medium
JP Wood,2020-2025,Brisbane Heat,Brisbane Heat,127.2,
Yasir Shah,2017-2018,Brisbane Heat,Pakistan,91.1,Legbreak
Zahir Khan,2019-2020,Brisbane Heat,Afghanistan,76.9,Chinaman
CJ Anderson,2023-2024,Hobart Hurricanes,New Zealand,131.0,Medium
TD Andrews,2023-2023,Hobart Hurricanes,Adelaide Strikers,150.8,Orthodox
JC Archer,2017-2019,Hobart Hurricanes,England,138.3,Fast
Asif Ali,2022-2023,Hobart Hurricanes,Pakistan,141.9,Medium
GJ Bailey,2012-2020,Hobart Hurricanes,Australia,129.5,Medium
M Bean,2025-2025,Hobart Hurricanes,Hobart Hurricanes,100.0,
TR Birt,2011-2015,Hobart Hurricanes,Australia,136.0,Medium
AC Blizzard,2012-2014,Hobart Hurricanes,Adelaide Strikers,123.6,Medium
SM Boland,2020-2022,Hobart Hurricanes,Australia,87.7,Medium
DE Bollinger,2012-2014,Hobart Hurricanes,Australia,95.5,Medium
J Botha,2018-2021,Hobart Hurricanes,South Africa,117.6,Offbreak
CJ Boyce,2014-2018,Hobart Hurricanes,Australia,113.4,Legbreak
TT Bresnan,2015-2015,Hobart Hurricanes,England,136.9,Medium
SCJ Broad,2016-2017,Hobart Hurricanes,England,105.1,Medium
HC Brook,2021-2022,Hobart Hurricanes,England,150.4,Medium
N Chaudhary,2023-2025,Hobart Hurricanes,Hobart Hurricanes,130.1,Offbreak
DT Christian,2015-2018,Hobart Hurricanes,Australia,137.9,Medium
MJ Cosgrove,2012-2012,Hobart Hurricanes,Hobart Hurricanes,128.6,Medium
JM Cox,2021-2021,Hobart Hurricanes,England,142.8,
Z Crawley,2023-2023,Hobart Hurricanes,Hobart Hurricanes,139.2,Offbreak
TH David,2020-2025,Hobart Hurricanes,Singapore,161.9,Offbreak
XJ Doherty,2011-2015,Hobart Hurricanes,Australia,108.5,Orthodox
AJ Doolan,2017-2019,Hobart Hurricanes,Melbourne Renegades,109.8,
PG Dooley,2022-2024,Hobart Hurricanes,Brisbane Heat,81.8,Chinaman
JR Doran,2019-2025,Hobart Hurricanes,Sydney Thunder,85.5,Medium
BR Dunk,2013-2016,Hobart Hurricanes,Australia,128.9,
NT Ellis,2019-2025,Hobart Hurricanes,Australia,111.2,Medium
Faheem Ashraf,2023-2023,Hobart Hurricanes,Pakistan,142.9,Medium
JP Faulkner,2018-2020,Hobart Hurricanes,Australia,126.6,Medium
JA Freeman,2019-2019,Hobart Hurricanes,Hobart Hurricanes,,Offbreak
CJ Gannon,2025-2025,Hobart Hurricanes,United States of America,100.8,Medium
EP Gulbis,2012-2015,Hobart Hurricanes,Hobart Hurricanes,126.9,Medium
SR Hain,2023-2024,Hobart Hurricanes,Brisbane Heat,134.1,Offbreak
AD Hales,2014-2015,Hobart Hurricanes,England,146.0,Medium
PSP Handscomb,2020-2022,Hobart Hurricanes,Australia,117.2,
P Hatzoglou,2023-2025,Hobart Hurricanes,Melbourne Renegades,104.9,Legbreak
MA Higgs,2013-2013,Hobart Hurricanes,Hobart Hurricanes,,
BW Hilfenhaus,2011-2015,Hobart Hurricanes,Australia,99.4,Medium
MW Hill,2015-2016,Hobart Hurricanes,Melbourne Renegades,121.7,Medium
MG Hogan,2012-2013,Hobart Hurricanes,Hobart Hurricanes,98.8,Medium
SD Hope,2024-2025,Hobart Hurricanes,West Indies,129.2,None
CA Ingram,2020-2021,Hobart Hurricanes,South Africa,140.9,
WG Jacks,2020-2021,Hobart Hurricanes,England,155.6,Offbreak
PA Jaques,2011-2012,Hobart Hurricanes,Hobart Hurricanes,115.7,Medium
CP Jewell,2019-2025,Hobart Hurricanes,Hobart Hurricanes,129.2,
MJ Johnston,2011-2012,Hobart Hurricanes,Hobart Hurricanes,130.0,Medium
CJ Jordan,2023-2025,Hobart Hurricanes,England,134.2,Medium
J Kann,2021-2022,Hobart Hurricanes,Hobart Hurricanes,,Fast
HP Kingston,2016-2017,Hobart Hurricanes,Adelaide Strikers,161.1,Medium
JJ Krejza,2011-2013,Hobart Hurricanes,Hobart Hurricanes,66.7,Offbreak
S Lamichhane,2021-2022,Hobart Hurricanes,World-XI,87.7,Legbreak
TA Lammonby,2021-2022,Hobart Hurricanes,Hobart Hurricanes,141.2,Medium
B Laughlin,2011-2014,Hobart Hurricanes,Australia,86.4,Medium
RJG Lockyear,2011-2012,Hobart Hurricanes,Hobart Hurricanes,81.0,Medium
BR McDermott,2017-2025,Hobart Hurricanes,Australia,136.2,Medium
DJ Malan,2020-2021,Hobart Hurricanes,England,131.8,Legbreak
AD Mascarenhas,2014-2014,Hobart Hurricanes,England,108.2,Medium
JM Mennie,2013-2015,Hobart Hurricanes,Perth Scorchers,43.1,Medium
RP Meredith,2018-2025,Hobart Hurricanes,Australia,98.2,Medium
DP Michael,2016-2016,Hobart Hurricanes,Samoa,112.2,Medium
S Milenko,2016-2020,Hobart Hurricanes,Brisbane Heat,120.7,Medium
DA Miller,2019-2020,Hobart Hurricanes,South Africa,137.5,Offbreak
TS Mills,2017-2018,Hobart Hurricanes,England,105.9,Fast
DJM Moody,2019-2019,Hobart Hurricanes,Hobart Hurricanes,53.3,Medium
Naved-ul-Hasan,2011-2012,Hobart Hurricanes,Pakistan,127.6,Medium
JDS Neesham,2022-2022,Hobart Hurricanes,New Zealand,140.9,Medium
MJ Owen,2021-2025,Hobart Hurricanes,Australia,183.4,Medium
TD Paine,2012-2022,Hobart Hurricanes,Australia,117.2,Medium
JS Paris,2021-2023,Hobart Hurricanes,Perth Scorchers,93.7,Medium
W Parker,2020-2023,Hobart Hurricanes,Hobart Hurricanes,134.3,Legbreak
KMA Paul,2020-2020,Hobart Hurricanes,West Indies,125.3,Medium
RT Ponting,2011-2013,Hobart Hurricanes,Australia,111.3,Medium
Qais Ahmad,2019-2020,Hobart Hurricanes,Afghanistan,127.6,Legbreak
SL Rainbird,2015-2017,Hobart Hurricanes,Hobart Hurricanes,91.9,Medium
NJ Reardon,2018-2018,Hobart Hurricanes,Australia,124.1,Medium
JK Reed,2015-2017,Hobart Hurricanes,Hobart Hurricanes,266.7,Medium
TS Rogers,2017-2022,Hobart Hurricanes,Hobart Hurricanes,126.0,Medium
CA Rose,2015-2020,Hobart Hurricanes,Melbourne Stars,138.6,Orthodox
DJG Sammy,2014-2016,Hobart Hurricanes,West Indies,140.2,Medium
W Sanders,2022-2022,Hobart Hurricanes,Hobart Hurricanes,,Fast
KC Sangakkara,2015-2017,Hobart Hurricanes,Sri Lanka,124.8,Offbreak
Shadab Khan,2022-2022,Hobart Hurricanes,Pakistan,136.5,Legbreak
OA Shah,2011-2014,Hobart Hurricanes,England,121.5,Offbreak
Shoaib Malik,2013-2015,Hobart Hurricanes,Pakistan,125.2,Offbreak
DJM Short,2016-2023,Hobart Hurricanes,Australia,130.5,Chinaman
B Stanlake,2023-2025,Hobart Hurricanes,Australia,59.3,Fast
SB Styris,2012-2013,Hobart Hurricanes,New Zealand,118.9,Medium
AW Summers,2017-2017,Hobart Hurricanes,Hobart Hurricanes,,Fast
SW Tait,2015-2017,Hobart Hurricanes,Australia,75.3,Fast
JA Thompson,2021-2022,Hobart Hurricanes,Hobart Hurricanes,153.8,Medium
TIF Triffitt,2011-2012,Hobart Hurricanes,Hobart Hurricanes,122.4,
T van der Gugten,2014-2014,Hobart Hurricanes,Netherlands,138.6,Medium
MS Wade,2017-2025,Hobart Hurricanes,Australia,137.4,
CA Wakim,2025-2025,Hobart Hurricanes,Melbourne Stars,84.8,
Waqar Salamkheil,2024-2025,Hobart Hurricanes,Hobart Hurricanes,48.8,Chinaman
BJ Webster,2017-2017,Hobart Hurricanes,Hobart Hurricanes,119.2,Offbreak
JW Wells,2011-2017,Hobart Hurricanes,Hobart Hurricanes,121.5,Medium
NP Winter,2021-2021,Hobart Hurricanes,Melbourne Renegades,0.0,Medium
M Wright,2019-2024,Hobart Hurricanes,Hobart Hurricanes,117.1,Legbreak
Abdul Razzaq,2011-2012,Melbourne Renegades,Pakistan,119.8,Medium
TD Andrews,2020-2020,Melbourne Renegades,Adelaide Strikers,150.8,Orthodox
A Ayre,2016-2016,Melbourne Renegades,Melbourne Renegades,0.0,
TM Beaton,2015-2016,Melbourne Renegades,Melbourne Renegades,146.9,Medium
JG Bethell,2024-2025,Melbourne Renegades,England,140.7,Orthodox
CJ Boyce,2018-2022,Melbourne Renegades,Australia,113.4,Legbreak
DJ Bravo,2014-2018,Melbourne Renegades,West Indies,126.3,Medium
J Brown,2024-2025,Melbourne Renegades,Brisbane Heat,148.8,
MJ Buchanan,2011-2011,Melbourne Renegades,Melbourne Renegades,64.7,Offbreak
JC Buttler,2013-2014,Melbourne Renegades,England,147.0,
UBT Chand,2022-2022,Melbourne Renegades,Melbourne Renegades,109.3,Offbreak
DT Christian,2018-2020,Melbourne Renegades,Australia,137.9,Medium
JM Clarke,2023-2023,Melbourne Renegades,Perth Scorchers,144.3,
TLW Cooper,2012-2020,Melbourne Renegades,Netherlands,128.5,Offbreak
JM Cox,2023-2024,Melbourne Renegades,England,142.8,
MJJ Critchley,2023-2023,Melbourne Renegades,Melbourne Renegades,123.1,Legbreak
XA Crone,2025-2025,Melbourne Renegades,Melbourne Stars,33.3,Medium
Q de Kock,2023-2024,Melbourne Renegades,South Africa,137.7,
HT Dixon,2025-2025,Melbourne Renegades,Melbourne Renegades,113.6,Offbreak
XJ Doherty,2015-2017,Melbourne Renegades,Australia,108.5,Orthodox
AJ Doolan,2013-2015,Melbourne Renegades,Melbourne Renegades,109.8,
F du Plessis,2012-2012,Melbourne Renegades,South Africa,139.2,Legbreak
LJ Evans,2024-2025,Melbourne Renegades,Perth Scorchers,138.3,Medium
Z Evans,2020-2022,Melbourne Renegades,Melbourne Renegades,88.9,Medium
Fawad Ahmed,2013-2023,Melbourne Renegades,Australia,75.4,Legbreak
AL Fekete,2013-2020,Melbourne Renegades,Melbourne Renegades,25.0,Medium
CJ Ferguson,2014-2017,Melbourne Renegades,Australia,125.4,Medium
AJ Finch,2011-2024,Melbourne Renegades,Australia,138.1,Orthodox
J Fraser-McGurk,2020-2025,Melbourne Renegades,Australia,150.3,Legbreak
MG Gale,2014-2014,Melbourne Renegades,Melbourne Renegades,41.7,Medium
CJ Gannon,2015-2016,Melbourne Renegades,United States of America,100.8,Medium
CH Gayle,2015-2016,Melbourne Renegades,West Indies,144.1,Offbreak
RJ Gleeson,2019-2020,Melbourne Renegades,England,70.8,Medium
MJ Guptill,2022-2023,Melbourne Renegades,New Zealand,130.7,Offbreak
HF Gurney,2019-2019,Melbourne Renegades,England,73.3,Medium
AD Hales,2013-2013,Melbourne Renegades,England,146.0,Medium
PSP Handscomb,2022-2023,Melbourne Renegades,Australia,117.2,
SB Harper,2018-2023,Melbourne Renegades,Melbourne Stars,130.3,
AG Harriott,2017-2017,Melbourne Renegades,,0,
DJ Harris,2012-2014,Melbourne Renegades,Adelaide Strikers,113.9,Medium
MS Harris,2016-2025,Melbourne Renegades,Perth Scorchers,118.6,None
MW Harvey,2018-2025,Melbourne Renegades,Melbourne Renegades,117.7,Medium
SM Harwood,2011-2012,Melbourne Renegades,Australia,102.6,Medium
Hassan Khan,2024-2024,Melbourne Renegades,Germany,141.7,Orthodox
P Hatzoglou,2020-2021,Melbourne Renegades,Melbourne Renegades,104.9,Legbreak
NM Hauritz,2015-2015,Melbourne Renegades,Australia,120.9,Offbreak
AK Heal,2011-2012,Melbourne Renegades,Melbourne Renegades,33.3,Orthodox
JM Herrick,2012-2013,Melbourne Renegades,Melbourne Renegades,,Medium
MW Hill,2013-2014,Melbourne Renegades,Melbourne Renegades,121.7,Medium
BJ Hodge,2011-2018,Melbourne Renegades,Australia,130.3,Offbreak
GB Hogg,2016-2018,Melbourne Renegades,Australia,104.3,Chinaman
JM Holland,2018-2020,Melbourne Renegades,Adelaide Strikers,61.1,Orthodox
AJ Hosein,2022-2024,Melbourne Renegades,West Indies,110.9,Orthodox
BAC Howell,2020-2020,Melbourne Renegades,Melbourne Renegades,137.3,Medium
Imad Wasim,2020-2021,Melbourne Renegades,Pakistan,124.1,Orthodox
RP Kellepotha,2023-2024,Melbourne Renegades,Melbourne Renegades,50.0,Legbreak
JK Lalor,2020-2022,Melbourne Renegades,Perth Scorchers,87.0,Medium
TL Lawford,2017-2017,Melbourne Renegades,Adelaide Strikers,104.5,Medium
TP Ludeman,2017-2018,Melbourne Renegades,Adelaide Strikers,121.7,
BR McDermott,2016-2016,Melbourne Renegades,Australia,136.2,Medium
AB McDonald,2011-2012,Melbourne Renegades,Melbourne Renegades,115.3,Medium
BG McDonald,2012-2012,Melbourne Renegades,Melbourne Renegades,,Legbreak
NJ Maddinson,2021-2023,Melbourne Renegades,Australia,123.2,Orthodox
GA Manou,2011-2012,Melbourne Renegades,Melbourne Renegades,88.8,
SE Marsh,2019-2024,Melbourne Renegades,Australia,127.7,Orthodox
GJ Maxwell,2011-2012,Melbourne Renegades,Australia,154.9,Offbreak
NA McSweeney,2020-2020,Melbourne Renegades,Melbourne Renegades,116.9,Offbreak
JM Mennie,2018-2020,Melbourne Renegades,Perth Scorchers,43.1,Medium
J Merlo,2021-2022,Melbourne Renegades,Melbourne Stars,98.5,Medium
SF Mire,2014-2014,Melbourne Renegades,Zimbabwe,126.9,Medium
Mohammad Nabi,2017-2022,Melbourne Renegades,Afghanistan,134.0,Offbreak
DJM Moody,2022-2023,Melbourne Renegades,Hobart Hurricanes,53.3,Medium
Mujeeb Ur Rahman,2022-2023,Melbourne Renegades,Afghanistan,104.2,Offbreak
M Muralidaran,2012-2014,Melbourne Renegades,,0,Offbreak
TS Muyeye,2025-2025,Melbourne Renegades,Melbourne Renegades,141.4,
DP Nannes,2011-2012,Melbourne Renegades,Netherlands,90.4,Fast
