Player,Span,Team,Record Type
BA Langston,2024-2024,Welsh Fire Women,Bowling
KA Levick,2025-2025,Welsh Fire Women,Bowling
SN Luff,2021-2021,Welsh Fire Women,Bowling
AJ Macleod,2021-2021,Welsh Fire Women,Bowling
HK Matthews,2021-2025,Welsh Fire Women,Bowling
EM McCaughan,2023-2024,Welsh Fire Women,Bowling
FMK Morris,2022-2022,Welsh Fire Women,Bowling
C Nicholas,2022-2023,Welsh Fire Women,Bowling
GP Redmayne,2021-2021,Welsh Fire Women,Bowling
BF Smith,2021-2021,Welsh Fire Women,Bowling
A Sutherland,2022-2022,Welsh Fire Women,Bowling
SJ Taylor,2021-2021,Welsh Fire Women,Bowling
FC Wilson,2022-2022,Welsh Fire Women,Bowling
EL Windsor,2023-2025,Welsh Fire Women,Bowling
NAJ Wraith,2021-2021,Welsh Fire Women,Bowling
