Name,Span,Team,OtherTeam,SR,BowlingStyle,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff
MW Forde,2024-2024,Karachi Kings,West Indies,143.1,Medium,293,52,16.27,0,52,4/11,24.80,0,19.0,0.0,-8.52
Naseem Shah,2024-2025,Karachi Kings,Pakistan,115.2,Fast,253,27,7.22,0,132,5/20,29.34,1,21.0,0.0,-22.11
OC McCoy,2024-2024,Karachi Kings,West Indies,100.5,Medium,182,23*,7.58,0,189,6/17,24.15,2,28.0,0.0,-16.57
TS Mills,2024-2025,Karachi Kings,England,105.9,Fast,237,30,6.07,0,320,4/13,23.36,0,39.0,0.0,-17.29
Ubaid Shah,2024-2024,Karachi Kings,Islamabad United,58.3,Medium,44,17,7.33,0,20,3/27,31.20,0,3.0,0.0,-23.86
AGS Gous,2025-2025,Karachi Kings,United States of America,137.4,,2732,101*,30.69,1,-,-,-,-,57.0,11.0,-
BJ Dwarshuis,2025-2025,Karachi Kings,Australia,143.3,Medium,,,,,,,,,,,
Ghazi Ghori,2025-2025,Karachi Kings,Islamabad United,80.0,,,,,,,,,,,,
JDS Neesham,2025-2025,Karachi Kings,New Zealand,140.9,Medium,4441,97*,23.49,0,260,5/22,25.03,1,124.0,0.0,-1.54
JO Holder,2025-2025,Karachi Kings,West Indies,136.8,Medium,3035,69,18.61,0,324,5/27,27.61,1,153.0,0.0,-8.99
KR Mayers,2025-2025,Karachi Kings,West Indies,135.1,Medium,4196,92,23.44,0,68,4/4,33.14,0,62.0,0.0,-9.70
Mohammad Nawaz,2025-2025,Karachi Kings,Quetta Gladiators,100.0,Orthodox,3531,72,21.53,0,238,5/19,27.35,2,129.0,0.0,-5.82
Muhammad Shahzad,2025-2025,Karachi Kings,Islamabad United,133.3,,316,55,19.75,0,3,1/0,17.00,0,12.0,0.0,2.75
RP Meredith,2025-2025,Karachi Kings,Australia,98.2,Medium,48,10,4.80,0,189,4/9,22.31,0,26.0,0.0,-17.51
Saad Masood,2025-2025,Karachi Kings,Peshawar Zalmi,141.7,Offbreak,179,63*,22.37,0,9,2/20,36.77,0,8.0,0.0,-14.40
Salman Irshad,2025-2025,Karachi Kings,Dhaka Dominators,68.6,Medium,55,8*,4.58,0,96,4/27,27.55,0,9.0,0.0,-22.96
Bilawal Bhatti,2016-2016,Lahore Qalandars,Pakistan,104.9,Medium,337,38,11.23,0,73,4/23,29.50,0,27.0,0.0,-18.27
Iftikhar Ahmed,2016-2020,Lahore Qalandars,Pakistan,129.3,Offbreak,6007,100*,29.73,1,85,3/5,29.85,0,144.0,0.0,-0.12
Imad Wasim,2016-2023,Lahore Qalandars,Pakistan,124.1,Orthodox,4327,92*,21.52,0,377,5/14,24.59,2,110.0,0.0,-3.06
JM Vince,2016-2025,Lahore Qalandars,England,137.3,Medium,12655,129*,31.95,7,3,1/5,29.00,0,259.0,0.0,2.95
LMP Simmons,2016-2018,Lahore Qalandars,West Indies,120.2,Medium,7756,116,29.83,2,23,4/19,25.95,0,116.0,0.0,3.87
MH Wessels,2016-2016,Lahore Qalandars,Sydney Sixers,135.0,,5684,110,28.85,1,-,-,-,-,96.0,16.0,-
Mir Hamza,2016-2025,Lahore Qalandars,Karachi Kings,92.6,Medium,94,19*,18.80,0,75,4/9,27.92,0,13.0,0.0,-9.11
Mohammad Amir,2016-2023,Lahore Qalandars,Pakistan,103.4,Fast,458,30,7.15,0,409,6/17,22.40,2,43.0,0.0,-15.25
Mushfiqur Rahim,2016-2016,Lahore Qalandars,Bangladesh,125.4,,6004,98*,29.28,0,-,-,-,-,169.0,54.0,-
Nauman Anwar,2016-2016,Lahore Qalandars,Pakistan,114.9,Medium,787,97,21.27,0,-,-,-,-,16.0,0.0,-
RN ten Doeschate,2016-2016,Lahore Qalandars,Netherlands,134.4,Medium,7597,121*,29.33,2,114,4/24,25.63,0,134.0,0.0,3.70
RS Bopara,2016-2019,Lahore Qalandars,England,124.5,Medium,9948,108,28.10,3,292,6/16,25.59,1,158.0,0.0,2.50
Saifullah Bangash,2016-2016,Lahore Qalandars,Karachi Kings,0.0,,253,36*,23.00,0,-,-,-,-,22.0,7.0,-
Shahzaib Hasan,2016-2017,Lahore Qalandars,Pakistan,115.1,Offbreak,2695,101*,28.07,2,0,-,-,0,27.0,0.0,-
Shakib Al Hasan,2016-2016,Lahore Qalandars,Bangladesh,126.2,Orthodox,,,,,,,,,,,
Shoaib Malik,2016-2024,Lahore Qalandars,Pakistan,125.2,Offbreak,13571,95*,35.99,0,187,5/13,27.70,2,238.0,0.0,8.29
Sohail Khan,2016-2019,Lahore Qalandars,Pakistan,96.1,Medium,675,45*,13.50,0,182,5/10,23.65,2,18.0,0.0,-10.15
Sohail Tanvir,2016-2016,Lahore Qalandars,Pakistan,115.3,Medium,2703,74*,16.78,0,389,6/14,26.36,2,73.0,0.0,-9.57
Usama Mir,2016-2020,Lahore Qalandars,Pakistan,129.4,Legbreak,530,39,8.68,0,182,6/40,23.35,1,61.0,0.0,-14.66
Abrar Ahmed,2017-2017,Lahore Qalandars,Pakistan,76.8,Legbreak,42,12,3.50,0,83,4/9,21.16,0,16.0,0.0,-17.66
Babar Azam,2017-2022,Lahore Qalandars,Pakistan,128.7,Offbreak,11330,122,43.07,11,4,2/20,21.25,0,147.0,0.0,21.82
CH Gayle,2017-2017,Lahore Qalandars,West Indies,144.1,Offbreak,14562,175*,36.22,22,83,4/22,31.54,0,104.0,0.0,4.68
DPMD Jayawardene,2017-2017,Lahore Qalandars,Sri Lanka,126.7,Medium,5479,116,29.29,3,3,2/22,32.33,0,75.0,0.0,-3.03
KA Pollard,2017-2024,Lahore Qalandars,West Indies,149.9,Medium,14216,104,31.87,1,333,4/15,25.33,0,397.0,0.0,6.53
KC Sangakkara,2017-2017,Lahore Qalandars,Sri Lanka,124.8,Offbreak,6937,94,29.27,0,-,-,-,-,167.0,60.0,-
Kashif Bhatti,2017-2017,Lahore Qalandars,,0,,474,50,15.29,0,85,4/14,26.01,0,25.0,0.0,-10.72
Usman Shinwari,2017-2022,Lahore Qalandars,Pakistan,100.0,Medium,153,36*,10.92,0,128,5/9,25.13,2,26.0,0.0,-14.20
CA Ingram,2018-2021,Lahore Qalandars,South Africa,140.9,,9010,127*,28.33,4,40,4/32,32.97,0,124.0,0.0,-4.64
D Wiese,2018-2018,Lahore Qalandars,South Africa,141.5,Medium,4519,79*,22.59,0,334,5/19,26.24,7,154.0,0.0,-3.65
Danish Aziz,2018-2021,Lahore Qalandars,Pakistan,117.5,Orthodox,1092,72*,26.00,0,39,3/16,26.51,0,21.0,0.0,-0.51
EJG Morgan,2018-2018,Lahore Qalandars,England,130.9,Medium,7780,91,26.02,0,-,-,-,-,160.0,0.0,-
JL Denly,2018-2018,Lahore Qalandars,England,127.4,Legbreak,7107,127,27.02,5,53,4/19,27.22,0,111.0,0.0,-0.20
Khurram Manzoor,2018-2018,Lahore Qalandars,Pakistan,103.2,Offbreak,3908,109,28.31,4,3,1/3,24.66,0,43.0,0.0,3.65
Mohammad Irfan,2018-2018,Lahore Qalandars,Pakistan,48.8,Fast,,,,,,,,,,,
Mohammad Rizwan,2018-2020,Lahore Qalandars,Pakistan,126.4,,8648,110*,43.24,3,1,1/22,22.00,0,190.0,50.0,21.24
Mukhtar Ahmed,2018-2018,Lahore Qalandars,Pakistan,134.0,Legbreak,1370,123,29.14,3,11,3/16,10.27,0,32.0,0.0,18.87
Shahid Afridi,2018-2018,Lahore Qalandars,Pakistan,152.3,Legbreak,4399,101,18.25,1,347,5/7,22.78,2,97.0,0.0,-4.53
TS Mills,2018-2018,Lahore Qalandars,England,105.9,Fast,237,30,6.07,0,320,4/13,23.36,0,39.0,0.0,-17.29
AW Summers,2019-2019,Lahore Qalandars,Hobart Hurricanes,,Fast,-,-,-,-,0,-,-,0,1.0,0.0,-
Aamer Yamin,2019-2023,Lahore Qalandars,Pakistan,137.7,Medium,1205,52,17.72,0,105,4/5,30.43,0,37.0,0.0,-12.71
Awais Zia,2019-2019,Lahore Qalandars,Pakistan,83.6,Offbreak,2051,100*,24.12,1,8,2/17,38.37,0,32.0,0.0,-14.24
BR Dunk,2019-2019,Lahore Qalandars,Australia,128.9,,3708,99*,23.32,0,3,1/19,39.33,0,99.0,10.0,-16.01
C Munro,2019-2019,Lahore Qalandars,New Zealand,140.1,Medium,11616,120,30.25,6,31,4/15,33.38,0,134.0,0.0,-3.13
LS Livingstone,2019-2019,Lahore Qalandars,England,144.4,Legbreak,7385,103,28.18,2,143,4/17,25.76,0,126.0,0.0,2.42
Sikandar Raza,2019-2019,Lahore Qalandars,Zimbabwe,136.3,Offbreak,6298,133*,25.81,1,196,5/18,27.12,1,133.0,0.0,-1.31
Umer Khan,2019-2020,Lahore Qalandars,Karachi Kings,37.5,Orthodox,24,12,4.00,0,22,3/22,30.45,0,10.0,0.0,-26.45
AD Hales,2020-2020,Lahore Qalandars,England,146.0,Medium,14174,119*,30.09,7,0,-,-,0,245.0,0.0,-
Ali Khan,2020-2020,Lahore Qalandars,United States of America,93.2,Medium,66,16*,6.60,0,94,4/6,30.95,0,16.0,0.0,-24.35
Arshad Iqbal,2020-2021,Lahore Qalandars,Pakistan,38.5,Medium,31,11*,3.44,0,68,3/12,26.66,0,8.0,0.0,-23.21
CAK Walton,2020-2021,Lahore Qalandars,West Indies,125.0,,3578,99*,22.78,0,0,-,-,0,99.0,16.0,-
CJ Jordan,2020-2022,Lahore Qalandars,England,134.2,Medium,2476,73,16.84,0,439,4/6,27.05,0,214.0,0.0,-10.21
CS Delport,2020-2020,Lahore Qalandars,Sydney Thunder,139.5,Medium,6290,129,25.05,5,71,4/17,29.45,0,88.0,0.0,-4.39
MJ McClenaghan,2020-2020,Lahore Qalandars,New Zealand,111.4,Medium,271,20,6.30,0,241,5/29,25.60,1,34.0,0.0,-19.30
SE Rutherford,2020-2020,Lahore Qalandars,West Indies,138.4,Medium,3610,86,23.59,0,13,3/19,38.53,0,70.0,0.0,-14.94
Sharjeel Khan,2020-2023,Lahore Qalandars,Pakistan,136.6,Legbreak,3793,117,24.95,5,0,-,-,0,36.0,0.0,-
Umaid Asif,2020-2022,Lahore Qalandars,Sialkot Stallions,160.6,Medium,437,40,12.85,0,127,5/20,26.20,1,34.0,0.0,-13.35
WD Parnell,2020-2020,Lahore Qalandars,South Africa,114.8,Medium,2200,99,18.48,0,317,5/30,25.40,1,71.0,0.0,-6.91
Waqas Maqsood,2020-2021,Lahore Qalandars,Pakistan,84.0,Medium,83,18,5.92,0,77,4/35,24.68,0,15.0,0.0,-18.75
Abbas Afridi,2021-2025,Lahore Qalandars,Pakistan,132.8,Medium,393,34,11.90,0,124,5/47,19.98,1,21.0,0.0,-8.07
DT Christian,2021-2021,Lahore Qalandars,Australia,137.9,Medium,5848,129,22.66,2,281,5/14,28.95,2,186.0,0.0,-6.28
JM Clarke,2021-2022,Lahore Qalandars,Perth Scorchers,144.3,,5918,136,26.18,4,-,-,-,-,91.0,7.0,-
MJ Guptill,2021-2021,Lahore Qalandars,New Zealand,130.7,Offbreak,,,,,,,,,,,
Mohammad Ilyas,2021-2022,Lahore Qalandars,Multan Sultans,86.7,Medium,228,41*,13.41,0,65,3/25,26.07,0,24.0,0.0,-12.66
Mohammad Nabi,2021-2025,Lahore Qalandars,Afghanistan,134.0,Offbreak,6516,89,21.08,0,388,5/15,24.82,1,217.0,0.0,-3.73
NLTC Perera,2021-2021,Lahore Qalandars,Sri Lanka,152.1,Medium,4873,103*,21.09,1,282,5/26,27.15,2,160.0,0.0,-6.05
Najibullah Zadran,2021-2021,Lahore Qalandars,Afghanistan,133.0,Offbreak,4475,97*,26.47,0,2,1/5,11.00,0,90.0,0.0,15.47
Noor Ahmad,2021-2021,Lahore Qalandars,Afghanistan,95.8,Chinaman,221,20,6.13,0,209,5/11,21.51,2,40.0,0.0,-15.37
Qasim Akram,2021-2023,Lahore Qalandars,Pakistan,123.7,Offbreak,1074,64,21.05,0,37,3/6,21.48,0,30.0,0.0,-0.42
IA Cockbain,2022-2022,Lahore Qalandars,Adelaide Strikers,133.1,Medium,3869,123,31.97,1,-,-,-,-,75.0,0.0,-
JA Thompson,2022-2022,Lahore Qalandars,Hobart Hurricanes,153.8,Medium,1262,74,17.05,0,131,5/21,25.21,1,44.0,0.0,-8.15
L Gregory,2022-2022,Lahore Qalandars,England,140.8,Medium,3139,76*,21.06,0,214,5/24,26.00,1,113.0,0.0,-4.93
Mohammad Imran,2022-2022,Lahore Qalandars,Fortune Barishal,50.0,Medium,39,13,4.33,0,79,6/16,23.29,1,10.0,0.0,-18.95
Mohammad Taha,2022-2022,Lahore Qalandars,Karachi Kings,54.5,Orthodox,369,47*,24.60,0,7,3/3,11.71,0,9.0,0.0,12.88
Rohail Nazir,2022-2022,Lahore Qalandars,Pakistan,119.8,,921,58,17.71,0,-,-,-,-,49.0,9.0,-
Sahibzada Farhan,2022-2022,Lahore Qalandars,Pakistan,129.6,,3950,162*,33.76,6,-,-,-,-,61.0,2.0,-
TA Lammonby,2022-2022,Lahore Qalandars,Hobart Hurricanes,141.2,Medium,1007,90,19.00,0,15,2/32,31.33,0,46.0,0.0,-12.33
AJ Tye,2023-2023,Lahore Qalandars,Australia,128.1,Medium,741,44,12.77,0,342,5/17,21.33,3,87.0,0.0,-8.56
AM Rossington,2023-2023,Lahore Qalandars,Durdanto Dhaka,146.5,,3576,95,20.79,0,-,-,-,-,82.0,33.0,-
Akif Javed,2023-2023,Lahore Qalandars,Fortune Barishal,112.8,Medium,84,32,10.50,0,88,4/28,24.02,0,16.0,0.0,-13.52
BCJ Cutting,2023-2023,Lahore Qalandars,Australia,145.6,Medium,2921,81*,22.46,0,137,5/28,32.08,1,100.0,0.0,-9.61
Haider Ali,2023-2023,Lahore Qalandars,Pakistan,131.7,,,,,,,,,,,,
Imran Tahir,2023-2023,Lahore Qalandars,South Africa,101.3,Legbreak,387,23,8.79,0,567,5/21,19.53,5,107.0,0.0,-10.74
Irfan Khan,2023-2025,Lahore Qalandars,Pakistan,135.8,Medium,853,57*,25.08,0,2,1/4,24.50,0,40.0,0.0,0.58
JK Fuller,2023-2023,Lahore Qalandars,Fortune Barishal,140.2,Fast,2057,57,19.97,0,184,6/28,25.96,1,85.0,0.0,-5.99
MS Wade,2023-2023,Lahore Qalandars,Australia,137.4,,5267,130*,26.73,1,-,-,-,-,150.0,20.0,-
Mohammad Umar,2023-2023,Lahore Qalandars,Multan Sultans,30.8,Medium,17,7*,3.40,0,17,3/22,30.41,0,7.0,0.0,-27.01
Muhammad Akhlaq,2023-2024,Lahore Qalandars,Lahore Qalandars,134.2,Medium,1037,62,20.33,0,-,-,-,-,30.0,9.0,-
Muhammad Musa,2023-2023,Lahore Qalandars,Pakistan,115.7,Medium,132,26*,26.40,0,62,4/14,26.98,0,6.0,0.0,-0.58
T Shamsi,2023-2024,Lahore Qalandars,South Africa,51.5,Chinaman,95,15*,4.52,0,348,5/24,22.32,1,40.0,0.0,-17.80
Tayyab Tahir,2023-2023,Lahore Qalandars,Pakistan,135.7,Legbreak,1395,78,36.71,0,-,-,-,-,29.0,0.0,-
Anwar Ali,2024-2024,Lahore Qalandars,Pakistan,138.5,Medium,1607,65,17.27,0,173,4/30,30.43,0,72.0,0.0,-13.15
Arafat Minhas,2024-2025,Lahore Qalandars,Pakistan,102.9,Orthodox,274,41,22.83,0,14,2/11,30.00,0,11.0,0.0,-7.16
B Muzarabani,2024-2024,Lahore Qalandars,Zimbabwe,60.2,Medium,74,9*,3.36,0,134,3/8,23.85,0,20.0,0.0,-20.48
DR Sams,2024-2024,Lahore Qalandars,Australia,151.6,Medium,2177,98*,16.74,0,250,5/30,24.63,1,81.0,0.0,-7.88
Hasan Ali,2024-2025,Lahore Qalandars,Pakistan,144.0,Medium,,,,,,,,,,,
JL du Plooy,2024-2024,Lahore Qalandars,Dubai Capitals,138.0,Orthodox,4009,92,28.84,0,14,4/15,22.00,0,85.0,0.0,6.84
Mohammad Amir Khan,2024-2024,Lahore Qalandars,Peshawar Zalmi,77.8,Medium,21,14*,7.00,0,29,4/35,22.44,0,3.0,0.0,-15.44
Mohammad Nawaz,2024-2024,Lahore Qalandars,Quetta Gladiators,100.0,Orthodox,3531,72,21.53,0,238,5/19,27.35,2,129.0,0.0,-5.82
Saad Baig,2024-2025,Lahore Qalandars,Karachi Kings,122.8,,149,36*,21.28,0,-,-,-,-,5.0,1.0,-
Shan Masood,2024-2025,Lahore Qalandars,Pakistan,130.2,Medium,4735,103*,26.01,1,-,-,-,-,84.0,0.0,-
TL Seifert,2024-2025,Lahore Qalandars,New Zealand,135.0,,6584,125*,28.50,4,-,-,-,-,181.0,37.0,-
Zahid Mahmood,2024-2024,Lahore Qalandars,Pakistan,66.7,Legbreak,184,20,11.50,0,98,5/16,21.39,1,6.0,0.0,-9.89
AF Milne,2025-2025,Lahore Qalandars,New Zealand,112.8,Fast,498,22,11.06,0,247,5/11,23.54,3,53.0,0.0,-12.47
Aamer Jamal,2025-2025,Lahore Qalandars,Pakistan,136.7,Medium,525,87,19.44,0,43,5/23,33.62,1,21.0,0.0,-14.18
BR McDermott,2025-2025,Lahore Qalandars,Australia,136.2,Medium,4913,127,29.95,3,-,-,-,-,106.0,15.0,-
DA Warner,2025-2025,Lahore Qalandars,Australia,139.9,Legbreak,13595,135*,36.44,8,0,-,-,0,202.0,0.0,-
Fawad Ali,2025-2025,Lahore Qalandars,Karachi Kings,100.0,,21,12,7.00,0,-,-,-,-,1.0,0.0,-
Khushdil Shah,2025-2025,Lahore Qalandars,Pakistan,136.3,Orthodox,3681,100,27.26,1,90,4/35,21.81,0,78.0,1.0,5.45
Muhammad Riazullah,2025-2025,Lahore Qalandars,Karachi Kings,66.7,,2910,,,,,4/6,,0,,,
Omair Yousuf,2025-2025,Lahore Qalandars,Pakistan,125.6,,1043,78*,30.67,0,-,-,-,-,20.0,0.0,-
Ahmed Shehzad,2018-2018,Multan Sultans,Pakistan,119.5,Legbreak,7011,113*,29.09,5,12,2/10,28.66,0,101.0,0.0,0.42
DM Bravo,2018-2018,Multan Sultans,West Indies,114.0,Medium,3575,94*,30.04,0,-,-,-,-,60.0,0.0,-
GC Viljoen,2018-2018,Multan Sultans,Chittagong Vikings,122.4,Medium,953,44,14.66,0,189,5/16,25.56,1,30.0,0.0,-10.90
Imran Tahir,2018-2022,Multan Sultans,South Africa,101.3,Legbreak,387,23,8.79,0,567,5/21,19.53,5,107.0,0.0,-10.74
Junaid Khan,2018-2020,Multan Sultans,Pakistan,62.2,Medium,146,36,5.61,0,200,4/12,23.52,0,46.0,0.0,-17.90
KA Pollard,2018-2023,Multan Sultans,West Indies,149.9,Medium,14216,104,31.87,1,333,4/15,25.33,0,397.0,0.0,6.53
KC Sangakkara,2018-2018,Multan Sultans,Sri Lanka,124.8,Offbreak,6937,94,29.27,0,-,-,-,-,167.0,60.0,-
Mohammad Irfan,2018-2020,Multan Sultans,Pakistan,48.8,Fast,,,,,,,,,,,
RA Whiteley,2018-2018,Multan Sultans,Brisbane Heat,136.2,Medium,3648,91*,23.08,0,10,3/23,33.10,0,93.0,0.0,-10.01
Saif Badar,2018-2018,Multan Sultans,Los Angeles Knight Riders,121.6,Legbreak,562,54,21.61,0,1,1/15,56.00,0,17.0,0.0,-34.38
Shoaib Malik,2018-2019,Multan Sultans,Pakistan,125.2,Offbreak,13571,95*,35.99,0,187,5/13,27.70,2,238.0,0.0,8.29
Sohaib Maqsood,2018-2022,Multan Sultans,Pakistan,124.1,Offbreak,3928,88*,27.46,0,6,3/23,42.50,0,42.0,0.0,-15.03
Sohail Tanvir,2018-2021,Multan Sultans,Pakistan,115.3,Medium,2703,74*,16.78,0,389,6/14,26.36,2,73.0,0.0,-9.57
Umar Gul,2018-2018,Multan Sultans,Pakistan,115.3,Medium,548,32,8.69,0,222,6/24,20.16,3,38.0,0.0,-11.46
AD Russell,2019-2019,Multan Sultans,West Indies,167.6,Fast,9449,121*,26.32,2,496,5/15,25.87,1,238.0,0.0,0.44
Ali Shafique,2019-2020,Multan Sultans,,0,,9,4,3.00,0,14,3/21,30.21,0,0.0,0.0,-27.21
CJ Green,2019-2019,Multan Sultans,Australia,137.8,Offbreak,1997,50,17.21,0,243,5/32,25.92,1,152.0,0.0,-8.71
DT Christian,2019-2019,Multan Sultans,Australia,137.9,Medium,5848,129,22.66,2,281,5/14,28.95,2,186.0,0.0,-6.28
Hammad Azam,2019-2021,Multan Sultans,Pakistan,97.6,Medium,1438,66,21.14,0,75,4/12,24.29,0,31.0,0.0,-3.14
J Charles,2019-2024,Multan Sultans,West Indies,135.5,,8101,119*,27.18,4,5,1/5,14.60,0,114.0,7.0,12.58
JM Vince,2019-2021,Multan Sultans,England,137.3,Medium,12655,129*,31.95,7,3,1/5,29.00,0,259.0,0.0,2.95
LJ Evans,2019-2019,Multan Sultans,Perth Scorchers,138.3,Medium,7305,118*,29.69,3,1,1/5,35.00,0,149.0,4.0,-5.30
Mohammad Abbas,2019-2019,Multan Sultans,Multan Sultans,166.7,Medium,34,15*,8.50,0,32,3/22,35.53,0,7.0,0.0,-27.03
Mohammad Ilyas,2019-2023,Multan Sultans,Multan Sultans,86.7,Medium,228,41*,13.41,0,65,3/25,26.07,0,24.0,0.0,-12.66
Mohammad Irfan,2019-2019,Multan Sultans,Pakistan,48.8,Fast,,,,,,,,,,,
Noman Ali,2019-2019,Multan Sultans,,0,Orthodox,197,26*,9.38,0,43,3/31,29.90,0,12.0,0.0,-20.52
Shahid Afridi,2019-2021,Multan Sultans,Pakistan,152.3,Legbreak,4399,101,18.25,1,347,5/7,22.78,2,97.0,0.0,-4.53
Shakeel Ansar,2019-2019,Multan Sultans,Pakistan,59.3,,591,100*,17.90,1,-,-,-,-,41.0,23.0,-
Shan Masood,2019-2023,Multan Sultans,Pakistan,130.2,Medium,4735,103*,26.01,1,-,-,-,-,84.0,0.0,-
TJ Moores,2019-2019,Multan Sultans,Sylhet Strikers,136.2,,2853,80*,25.47,0,-,-,-,-,79.0,25.0,-
Umar Siddiq,2019-2019,Multan Sultans,Lahore Lions,103.8,Offbreak,1410,78*,24.73,0,-,-,-,-,30.0,9.0,-
A Lyth,2020-2020,Multan Sultans,Perth Scorchers,144.8,Medium,4979,161,24.64,1,26,5/31,27.34,1,107.0,0.0,-2.69
Asad Shafiq,2020-2020,Multan Sultans,Pakistan,110.5,Legbreak,2702,92*,24.34,0,7,2/7,25.71,0,61.0,0.0,-1.37
Bilawal Bhatti,2020-2020,Multan Sultans,Pakistan,104.9,Medium,337,38,11.23,0,73,4/23,29.50,0,27.0,0.0,-18.27
Khushdil Shah,2020-2024,Multan Sultans,Pakistan,136.3,Orthodox,3681,100,27.26,1,90,4/35,21.81,0,78.0,1.0,5.45
MM Ali,2020-2020,Multan Sultans,England,139.7,Offbreak,7450,121*,23.65,3,263,5/34,24.78,1,123.0,0.0,-1.13
RR Rossouw,2020-2023,Multan Sultans,South Africa,147.9,Offbreak,9434,121,29.20,9,3,1/3,10.66,0,159.0,0.0,18.54
RS Bopara,2020-2020,Multan Sultans,England,124.5,Medium,9948,108,28.10,3,292,6/16,25.59,1,158.0,0.0,2.50
Rohail Nazir,2020-2020,Multan Sultans,Pakistan,119.8,,921,58,17.71,0,-,-,-,-,49.0,9.0,-
Usman Qadir,2020-2021,Multan Sultans,Pakistan,95.6,Legbreak,272,36,12.36,0,112,5/14,24.33,1,20.0,0.0,-11.96
Zeeshan Ashraf,2020-2020,Multan Sultans,Multan Sultans,125.6,Offbreak,1147,73,17.64,0,-,-,-,-,25.0,4.0,-
B Muzarabani,2021-2022,Multan Sultans,Zimbabwe,60.2,Medium,74,9*,3.36,0,134,3/8,23.85,0,20.0,0.0,-20.48
CA Lynn,2021-2021,Multan Sultans,Australia,143.8,Orthodox,8526,113*,32.91,6,3,2/15,31.00,0,72.0,0.0,1.91
CR Brathwaite,2021-2023,Multan Sultans,West Indies,136.0,Medium,2385,64*,15.69,0,248,4/14,25.75,0,108.0,0.0,-10.05
Imran Khan,2021-2022,Multan Sultans,Portugal,87.5,Medium,,,,,,,,,,,
Mohammad Rizwan,2021-2025,Multan Sultans,Pakistan,126.4,,8648,110*,43.24,3,1,1/22,22.00,0,190.0,50.0,21.24
Mohammad Umar,2021-2021,Multan Sultans,Multan Sultans,30.8,Medium,17,7*,3.40,0,17,3/22,30.41,0,7.0,0.0,-27.01
Rahmanullah Gurbaz,2021-2021,Multan Sultans,Afghanistan,142.7,,5604,121*,24.68,2,1,1/2,11.00,0,126.0,17.0,13.68
SO Hetmyer,2021-2021,Multan Sultans,West Indies,142.4,Legbreak,5938,100,26.50,1,-,-,-,-,158.0,0.0,-
Shahnawaz Dahani,2021-2024,Multan Sultans,Pakistan,137.5,Medium,39,16,9.75,0,81,5/12,22.07,1,14.0,0.0,-12.32
Sohaibullah,2021-2021,Multan Sultans,,0,Medium,26,9*,8.66,0,18,3/8,30.72,0,2.0,0.0,-22.05
Sohail Khan,2021-2021,Multan Sultans,Pakistan,96.1,Medium,675,45*,13.50,0,182,5/10,23.65,2,18.0,0.0,-10.15
Abbas Afridi,2022-2024,Multan Sultans,Pakistan,132.8,Medium,393,34,11.90,0,124,5/47,19.98,1,21.0,0.0,-8.07
Anwar Ali,2022-2023,Multan Sultans,Pakistan,138.5,Medium,1607,65,17.27,0,173,4/30,30.43,0,72.0,0.0,-13.15
Asif Afridi,2022-2022,Multan Sultans,Lahore Qalandars,73.0,Orthodox,513,54,14.65,0,78,5/26,23.20,1,20.0,0.0,-8.54
DJ Willey,2022-2025,Multan Sultans,England,135.9,Medium,4773,118,22.30,2,362,4/7,23.45,0,165.0,0.0,-1.14
Ihsanullah,2022-2023,Multan Sultans,Afghanistan,116.0,Fast,14,6*,4.66,0,42,5/12,20.04,1,1.0,0.0,-15.38
Muhammad Amir Barki,2022-2025,Multan Sultans,Multan Sultans,92.3,,555,80,13.87,0,34,5/16,17.00,1,23.0,0.0,-3.12
Rumman Raees,2022-2022,Multan Sultans,Pakistan,94.7,Medium,180,25*,9.47,0,131,4/25,24.61,0,41.0,0.0,-15.14
TH David,2022-2023,Multan Sultans,Singapore,161.9,Offbreak,5833,102*,30.86,1,15,1/0,64.06,0,170.0,0.0,-33.20
AJ Hosein,2023-2023,Multan Sultans,West Indies,110.9,Orthodox,1059,55*,15.57,0,224,5/11,25.41,1,47.0,0.0,-9.84
DA Miller,2023-2023,Multan Sultans,South Africa,137.5,Offbreak,11476,120*,35.09,4,0,-,-,0,321.0,1.0,-
Izharulhaq Naveed,2023-2023,Multan Sultans,Sydney Sixers,54.5,Legbreak,17,3*,4.25,0,43,4/12,24.39,0,5.0,0.0,-20.14
SS Cottrell,2023-2023,Multan Sultans,West Indies,118.3,Medium,201,26*,7.17,0,167,4/20,22.73,0,59.0,0.0,-15.55
Sameen Gul,2023-2023,Multan Sultans,Peshawar Zalmi,58.8,Medium,77,14*,7.00,0,59,3/20,28.35,0,7.0,0.0,-21.35
Usama Mir,2023-2025,Multan Sultans,Pakistan,129.4,Legbreak,530,39,8.68,0,182,6/40,23.35,1,61.0,0.0,-14.66
Usman Khan,2023-2025,Multan Sultans,France,139.6,Medium,1944,123,30.85,5,-,-,-,-,31.0,5.0,-
Aftab Ibrahim,2024-2024,Multan Sultans,Multan Sultans,,Medium,33,15,8.25,0,11,2/15,22.00,0,3.0,0.0,-13.74
CJ Jordan,2024-2025,Multan Sultans,England,134.2,Medium,2476,73,16.84,0,439,4/6,27.05,0,214.0,0.0,-10.21
DJ Malan,2024-2024,Multan Sultans,England,131.8,Legbreak,10501,117,32.81,5,23,2/10,31.39,0,132.0,0.0,1.42
