Player,Span,Team,Record Type
Sohail Khan,2016-2019,Lahore Qalandars,Batting
Sohail Tanvir,2016-2016,Lahore Qalandars,Batting
AW Summers,2019-2019,Lahore Qalandars,Batting
Tayyab Tahir,2023-2023,Lahore Qalandars,Batting
RN ten Doeschate,2016-2016,Lahore Qalandars,Batting
JA Thompson,2022-2022,Lahore Qalandars,Batting
AJ Tye,2023-2023,Lahore Qalandars,Batting
Umaid Asif,2020-2022,Lahore Qalandars,Batting
Umer Khan,2019-2020,Lahore Qalandars,Batting
Usama Mir,2016-2020,Lahore Qalandars,Batting
Usman Shinwari,2017-2022,Lahore Qalandars,Batting
JM Vince,2016-2025,Lahore Qalandars,Batting
MS Wade,2023-2023,Lahore Qalandars,Batting
CAK Walton,2020-2021,Lahore Qalandars,Batting
Waqas Maqsood,2020-2021,Lahore Qalandars,Batting
DA Warner,2025-2025,Lahore Qalandars,Batting
MH Wessels,2016-2016,Lahore Qalandars,Batting
D Wiese,2018-2018,Lahore Qalandars,Batting
Zahid Mahmood,2024-2024,Lahore Qalandars,Batting
Aamer Jamal,2025-2025,Lahore Qalandars,Bowling
Aamer Yamin,2019-2023,Lahore Qalandars,Bowling
Abbas Afridi,2021-2025,Lahore Qalandars,Bowling
Abrar Ahmed,2017-2017,Lahore Qalandars,Bowling
Akif Javed,2023-2023,Lahore Qalandars,Bowling
Ali Khan,2020-2020,Lahore Qalandars,Bowling
Anwar Ali,2024-2024,Lahore Qalandars,Bowling
Arafat Minhas,2024-2025,Lahore Qalandars,Bowling
Arshad Iqbal,2020-2021,Lahore Qalandars,Bowling
Awais Zia,2019-2019,Lahore Qalandars,Bowling
Babar Azam,2017-2022,Lahore Qalandars,Bowling
Bilawal Bhatti,2016-2016,Lahore Qalandars,Bowling
RS Bopara,2016-2019,Lahore Qalandars,Bowling
DT Christian,2021-2021,Lahore Qalandars,Bowling
JM Clarke,2021-2022,Lahore Qalandars,Bowling
IA Cockbain,2022-2022,Lahore Qalandars,Bowling
BCJ Cutting,2023-2023,Lahore Qalandars,Bowling
Danish Aziz,2018-2021,Lahore Qalandars,Bowling
CS Delport,2020-2020,Lahore Qalandars,Bowling
JL Denly,2018-2018,Lahore Qalandars,Bowling
BR Dunk,2019-2019,Lahore Qalandars,Bowling
JL du Plooy,2024-2024,Lahore Qalandars,Bowling
Fawad Ali,2025-2025,Lahore Qalandars,Bowling
JK Fuller,2023-2023,Lahore Qalandars,Bowling
CH Gayle,2017-2017,Lahore Qalandars,Bowling
L Gregory,2022-2022,Lahore Qalandars,Bowling
MJ Guptill,2021-2021,Lahore Qalandars,Bowling
Haider Ali,2023-2023,Lahore Qalandars,Bowling
AD Hales,2020-2020,Lahore Qalandars,Bowling
Hasan Ali,2024-2025,Lahore Qalandars,Bowling
Iftikhar Ahmed,2016-2020,Lahore Qalandars,Bowling
Imad Wasim,2016-2023,Lahore Qalandars,Bowling
Imran Tahir,2023-2023,Lahore Qalandars,Bowling
CA Ingram,2018-2021,Lahore Qalandars,Bowling
Irfan Khan,2023-2025,Lahore Qalandars,Bowling
DPMD Jayawardene,2017-2017,Lahore Qalandars,Bowling
CJ Jordan,2020-2022,Lahore Qalandars,Bowling
Kashif Bhatti,2017-2017,Lahore Qalandars,Bowling
Khurram Manzoor,2018-2018,Lahore Qalandars,Bowling
Khushdil Shah,2025-2025,Lahore Qalandars,Bowling
TA Lammonby,2022-2022,Lahore Qalandars,Bowling
LS Livingstone,2019-2019,Lahore Qalandars,Bowling
MJ McClenaghan,2020-2020,Lahore Qalandars,Bowling
BR McDermott,2025-2025,Lahore Qalandars,Bowling
TS Mills,2018-2018,Lahore Qalandars,Bowling
AF Milne,2025-2025,Lahore Qalandars,Bowling
Mir Hamza,2016-2025,Lahore Qalandars,Bowling
Mohammad Amir Khan,2024-2024,Lahore Qalandars,Bowling
Mohammad Amir,2016-2023,Lahore Qalandars,Bowling
Mohammad Ilyas,2021-2022,Lahore Qalandars,Bowling
Mohammad Imran,2022-2022,Lahore Qalandars,Bowling
Mohammad Irfan,2018-2018,Lahore Qalandars,Bowling
Mohammad Nabi,2021-2025,Lahore Qalandars,Bowling
Mohammad Nawaz,2024-2024,Lahore Qalandars,Bowling
Mohammad Rizwan,2018-2020,Lahore Qalandars,Bowling
Mohammad Taha,2022-2022,Lahore Qalandars,Bowling
Mohammad Umar,2023-2023,Lahore Qalandars,Bowling
EJG Morgan,2018-2018,Lahore Qalandars,Bowling
Muhammad Akhlaq,2023-2024,Lahore Qalandars,Bowling
Muhammad Musa,2023-2023,Lahore Qalandars,Bowling
Muhammad Riazullah,2025-2025,Lahore Qalandars,Bowling
Mukhtar Ahmed,2018-2018,Lahore Qalandars,Bowling
C Munro,2019-2019,Lahore Qalandars,Bowling
Mushfiqur Rahim,2016-2016,Lahore Qalandars,Bowling
B Muzarabani,2024-2024,Lahore Qalandars,Bowling
Najibullah Zadran,2021-2021,Lahore Qalandars,Bowling
Nauman Anwar,2016-2016,Lahore Qalandars,Bowling
Noor Ahmad,2021-2021,Lahore Qalandars,Bowling
Omair Yousuf,2025-2025,Lahore Qalandars,Bowling
WD Parnell,2020-2020,Lahore Qalandars,Bowling
NLTC Perera,2021-2021,Lahore Qalandars,Bowling
KA Pollard,2017-2024,Lahore Qalandars,Bowling
Qasim Akram,2021-2023,Lahore Qalandars,Bowling
Rohail Nazir,2022-2022,Lahore Qalandars,Bowling
AM Rossington,2023-2023,Lahore Qalandars,Bowling
SE Rutherford,2020-2020,Lahore Qalandars,Bowling
Saad Baig,2024-2025,Lahore Qalandars,Bowling
Sahibzada Farhan,2022-2022,Lahore Qalandars,Bowling
Saifullah Bangash,2016-2016,Lahore Qalandars,Bowling
DR Sams,2024-2024,Lahore Qalandars,Bowling
KC Sangakkara,2017-2017,Lahore Qalandars,Bowling
TL Seifert,2024-2025,Lahore Qalandars,Bowling
Shahid Afridi,2018-2018,Lahore Qalandars,Bowling
Shahzaib Hasan,2016-2017,Lahore Qalandars,Bowling
T Shamsi,2023-2024,Lahore Qalandars,Bowling
Shan Masood,2024-2025,Lahore Qalandars,Bowling
Shakib Al Hasan,2016-2016,Lahore Qalandars,Bowling
Sharjeel Khan,2020-2023,Lahore Qalandars,Bowling
Shoaib Malik,2016-2024,Lahore Qalandars,Bowling
Sikandar Raza,2019-2019,Lahore Qalandars,Bowling
LMP Simmons,2016-2018,Lahore Qalandars,Bowling
Sohail Khan,2016-2019,Lahore Qalandars,Bowling
Sohail Tanvir,2016-2016,Lahore Qalandars,Bowling
AW Summers,2019-2019,Lahore Qalandars,Bowling
Tayyab Tahir,2023-2023,Lahore Qalandars,Bowling
RN ten Doeschate,2016-2016,Lahore Qalandars,Bowling
JA Thompson,2022-2022,Lahore Qalandars,Bowling
AJ Tye,2023-2023,Lahore Qalandars,Bowling
Umaid Asif,2020-2022,Lahore Qalandars,Bowling
Umer Khan,2019-2020,Lahore Qalandars,Bowling
Usama Mir,2016-2020,Lahore Qalandars,Bowling
Usman Shinwari,2017-2022,Lahore Qalandars,Bowling
JM Vince,2016-2025,Lahore Qalandars,Bowling
MS Wade,2023-2023,Lahore Qalandars,Bowling
CAK Walton,2020-2021,Lahore Qalandars,Bowling
Waqas Maqsood,2020-2021,Lahore Qalandars,Bowling
DA Warner,2025-2025,Lahore Qalandars,Bowling
MH Wessels,2016-2016,Lahore Qalandars,Bowling
D Wiese,2018-2018,Lahore Qalandars,Bowling
Zahid Mahmood,2024-2024,Lahore Qalandars,Bowling
Abbas Afridi,2022-2024,Multan Sultans,Batting
Aftab Ibrahim,2024-2024,Multan Sultans,Batting
Ahmed Shehzad,2018-2018,Multan Sultans,Batting
Akif Javed,2025-2025,Multan Sultans,Batting
MM Ali,2020-2020,Multan Sultans,Batting
Ali Shafique,2019-2020,Multan Sultans,Batting
Anwar Ali,2022-2023,Multan Sultans,Batting
Asad Shafiq,2020-2020,Multan Sultans,Batting
Asif Afridi,2022-2022,Multan Sultans,Batting
Bilawal Bhatti,2020-2020,Multan Sultans,Batting
RS Bopara,2020-2020,Multan Sultans,Batting
MG Bracewell,2025-2025,Multan Sultans,Batting
CR Brathwaite,2021-2023,Multan Sultans,Batting
DM Bravo,2018-2018,Multan Sultans,Batting
C Campher,2025-2025,Multan Sultans,Batting
J Charles,2019-2024,Multan Sultans,Batting
DT Christian,2019-2019,Multan Sultans,Batting
SS Cottrell,2023-2023,Multan Sultans,Batting
TH David,2022-2023,Multan Sultans,Batting
LJ Evans,2019-2019,Multan Sultans,Batting
Faisal Akram,2024-2025,Multan Sultans,Batting
CJ Green,2019-2019,Multan Sultans,Batting
Hamayun Altaf,2025-2025,Multan Sultans,Batting
Hammad Azam,2019-2021,Multan Sultans,Batting
P Hatzoglou,2025-2025,Multan Sultans,Batting
RR Hendricks,2024-2024,Multan Sultans,Batting
SO Hetmyer,2021-2021,Multan Sultans,Batting
SD Hope,2025-2025,Multan Sultans,Batting
AJ Hosein,2023-2023,Multan Sultans,Batting
Iftikhar Ahmed,2024-2025,Multan Sultans,Batting
Ihsanullah,2022-2023,Multan Sultans,Batting
Imran Khan,2021-2022,Multan Sultans,Batting
Imran Tahir,2018-2022,Multan Sultans,Batting
Izharulhaq Naveed,2023-2023,Multan Sultans,Batting
Jahanzaib Sultan,2025-2025,Multan Sultans,Batting
CJ Jordan,2024-2025,Multan Sultans,Batting
Junaid Khan,2018-2020,Multan Sultans,Batting
Kamran Ghulam,2025-2025,Multan Sultans,Batting
Khushdil Shah,2020-2024,Multan Sultans,Batting
JB Little,2025-2025,Multan Sultans,Batting
CA Lynn,2021-2021,Multan Sultans,Batting
A Lyth,2020-2020,Multan Sultans,Batting
D Madushanka,2025-2025,Multan Sultans,Batting
DJ Malan,2024-2024,Multan Sultans,Batting
Mohammad Ali,2024-2024,Multan Sultans,Batting
DA Miller,2023-2023,Multan Sultans,Batting
Mohammad Abbas,2019-2019,Multan Sultans,Batting
Mohammad Hasnain,2025-2025,Multan Sultans,Batting
Mohammad Ilyas,2019-2023,Multan Sultans,Batting
Mohammad Irfan,2018-2020,Multan Sultans,Batting
Mohammad Irfan,2019-2019,Multan Sultans,Batting
Mohammad Rizwan,2021-2025,Multan Sultans,Batting
Mohammad Umar,2021-2021,Multan Sultans,Batting
TJ Moores,2019-2019,Multan Sultans,Batting
Muhammad Amir Barki,2022-2025,Multan Sultans,Batting
B Muzarabani,2021-2022,Multan Sultans,Batting
Noman Ali,2019-2019,Multan Sultans,Batting
KA Pollard,2018-2023,Multan Sultans,Batting
Rahmanullah Gurbaz,2021-2021,Multan Sultans,Batting
Rohail Nazir,2020-2020,Multan Sultans,Batting
RR Rossouw,2020-2023,Multan Sultans,Batting
Rumman Raees,2022-2022,Multan Sultans,Batting
AD Russell,2019-2019,Multan Sultans,Batting
Saif Badar,2018-2018,Multan Sultans,Batting
Sameen Gul,2023-2023,Multan Sultans,Batting
KC Sangakkara,2018-2018,Multan Sultans,Batting
Shahid Afridi,2019-2021,Multan Sultans,Batting
Shahid Aziz,2025-2025,Multan Sultans,Batting
Shahnawaz Dahani,2021-2024,Multan Sultans,Batting
Shakeel Ansar,2019-2019,Multan Sultans,Batting
Shan Masood,2019-2023,Multan Sultans,Batting
Shoaib Malik,2018-2019,Multan Sultans,Batting
Sohaibullah,2021-2021,Multan Sultans,Batting
Sohaib Maqsood,2018-2022,Multan Sultans,Batting
Sohail Khan,2021-2021,Multan Sultans,Batting
Sohail Tanvir,2018-2021,Multan Sultans,Batting
OP Stone,2024-2024,Multan Sultans,Batting
Tayyab Tahir,2024-2025,Multan Sultans,Batting
AJ Turner,2025-2025,Multan Sultans,Batting
Ubaid Shah,2025-2025,Multan Sultans,Batting
Umar Gul,2018-2018,Multan Sultans,Batting
Umar Siddiq,2019-2019,Multan Sultans,Batting
Usama Mir,2023-2025,Multan Sultans,Batting
Usman Khan,2023-2025,Multan Sultans,Batting
Usman Qadir,2020-2021,Multan Sultans,Batting
GC Viljoen,2018-2018,Multan Sultans,Batting
JM Vince,2019-2021,Multan Sultans,Batting
RA Whiteley,2018-2018,Multan Sultans,Batting
DJ Willey,2022-2025,Multan Sultans,Batting
Yasir Khan,2024-2025,Multan Sultans,Batting
Zeeshan Ashraf,2020-2020,Multan Sultans,Batting
Abbas Afridi,2022-2024,Multan Sultans,Bowling
Aftab Ibrahim,2024-2024,Multan Sultans,Bowling
Ahmed Shehzad,2018-2018,Multan Sultans,Bowling
Akif Javed,2025-2025,Multan Sultans,Bowling
MM Ali,2020-2020,Multan Sultans,Bowling
Ali Shafique,2019-2020,Multan Sultans,Bowling
Anwar Ali,2022-2023,Multan Sultans,Bowling
Asad Shafiq,2020-2020,Multan Sultans,Bowling
Asif Afridi,2022-2022,Multan Sultans,Bowling
Bilawal Bhatti,2020-2020,Multan Sultans,Bowling
RS Bopara,2020-2020,Multan Sultans,Bowling
MG Bracewell,2025-2025,Multan Sultans,Bowling
CR Brathwaite,2021-2023,Multan Sultans,Bowling
DM Bravo,2018-2018,Multan Sultans,Bowling
C Campher,2025-2025,Multan Sultans,Bowling
J Charles,2019-2024,Multan Sultans,Bowling
DT Christian,2019-2019,Multan Sultans,Bowling
SS Cottrell,2023-2023,Multan Sultans,Bowling
TH David,2022-2023,Multan Sultans,Bowling
LJ Evans,2019-2019,Multan Sultans,Bowling
Faisal Akram,2024-2025,Multan Sultans,Bowling
CJ Green,2019-2019,Multan Sultans,Bowling
Hamayun Altaf,2025-2025,Multan Sultans,Bowling
Hammad Azam,2019-2021,Multan Sultans,Bowling
P Hatzoglou,2025-2025,Multan Sultans,Bowling
RR Hendricks,2024-2024,Multan Sultans,Bowling
SO Hetmyer,2021-2021,Multan Sultans,Bowling
SD Hope,2025-2025,Multan Sultans,Bowling
AJ Hosein,2023-2023,Multan Sultans,Bowling
Iftikhar Ahmed,2024-2025,Multan Sultans,Bowling
Ihsanullah,2022-2023,Multan Sultans,Bowling
Imran Khan,2021-2022,Multan Sultans,Bowling
Imran Tahir,2018-2022,Multan Sultans,Bowling
Izharulhaq Naveed,2023-2023,Multan Sultans,Bowling
Jahanzaib Sultan,2025-2025,Multan Sultans,Bowling
CJ Jordan,2024-2025,Multan Sultans,Bowling
Junaid Khan,2018-2020,Multan Sultans,Bowling
Kamran Ghulam,2025-2025,Multan Sultans,Bowling
Khushdil Shah,2020-2024,Multan Sultans,Bowling
JB Little,2025-2025,Multan Sultans,Bowling
CA Lynn,2021-2021,Multan Sultans,Bowling
A Lyth,2020-2020,Multan Sultans,Bowling
D Madushanka,2025-2025,Multan Sultans,Bowling
DJ Malan,2024-2024,Multan Sultans,Bowling
Mohammad Ali,2024-2024,Multan Sultans,Bowling
DA Miller,2023-2023,Multan Sultans,Bowling
Mohammad Abbas,2019-2019,Multan Sultans,Bowling
Mohammad Hasnain,2025-2025,Multan Sultans,Bowling
Mohammad Ilyas,2019-2023,Multan Sultans,Bowling
Mohammad Irfan,2018-2020,Multan Sultans,Bowling
Mohammad Irfan,2019-2019,Multan Sultans,Bowling
Mohammad Rizwan,2021-2025,Multan Sultans,Bowling
Mohammad Umar,2021-2021,Multan Sultans,Bowling
TJ Moores,2019-2019,Multan Sultans,Bowling
Muhammad Amir Barki,2022-2025,Multan Sultans,Bowling
B Muzarabani,2021-2022,Multan Sultans,Bowling
Noman Ali,2019-2019,Multan Sultans,Bowling
KA Pollard,2018-2023,Multan Sultans,Bowling
Rahmanullah Gurbaz,2021-2021,Multan Sultans,Bowling
Rohail Nazir,2020-2020,Multan Sultans,Bowling
RR Rossouw,2020-2023,Multan Sultans,Bowling
Rumman Raees,2022-2022,Multan Sultans,Bowling
AD Russell,2019-2019,Multan Sultans,Bowling
Saif Badar,2018-2018,Multan Sultans,Bowling
Sameen Gul,2023-2023,Multan Sultans,Bowling
KC Sangakkara,2018-2018,Multan Sultans,Bowling
Shahid Afridi,2019-2021,Multan Sultans,Bowling
Shahid Aziz,2025-2025,Multan Sultans,Bowling
Shahnawaz Dahani,2021-2024,Multan Sultans,Bowling
Shakeel Ansar,2019-2019,Multan Sultans,Bowling
Shan Masood,2019-2023,Multan Sultans,Bowling
Shoaib Malik,2018-2019,Multan Sultans,Bowling
Sohaibullah,2021-2021,Multan Sultans,Bowling
Sohaib Maqsood,2018-2022,Multan Sultans,Bowling
Sohail Khan,2021-2021,Multan Sultans,Bowling
Sohail Tanvir,2018-2021,Multan Sultans,Bowling
OP Stone,2024-2024,Multan Sultans,Bowling
Tayyab Tahir,2024-2025,Multan Sultans,Bowling
AJ Turner,2025-2025,Multan Sultans,Bowling
Ubaid Shah,2025-2025,Multan Sultans,Bowling
Umar Gul,2018-2018,Multan Sultans,Bowling
Umar Siddiq,2019-2019,Multan Sultans,Bowling
Usama Mir,2023-2025,Multan Sultans,Bowling
Usman Khan,2023-2025,Multan Sultans,Bowling
Usman Qadir,2020-2021,Multan Sultans,Bowling
GC Viljoen,2018-2018,Multan Sultans,Bowling
JM Vince,2019-2021,Multan Sultans,Bowling
RA Whiteley,2018-2018,Multan Sultans,Bowling
DJ Willey,2022-2025,Multan Sultans,Bowling
Yasir Khan,2024-2025,Multan Sultans,Bowling
Zeeshan Ashraf,2020-2020,Multan Sultans,Bowling
Aamer Jamal,2023-2024,Peshawar Zalmi,Batting
Aamer Yamin,2016-2016,Peshawar Zalmi,Batting
Abdul Samad,2025-2025,Peshawar Zalmi,Batting
Abdur Rehman,2016-2016,Peshawar Zalmi,Batting
Abrar Ahmed,2021-2021,Peshawar Zalmi,Batting
Adil Amin,2020-2020,Peshawar Zalmi,Batting
Ahmed Daniyal,2025-2025,Peshawar Zalmi,Batting
Aimal Khan,2024-2024,Peshawar Zalmi,Batting
Ali Majid,2022-2022,Peshawar Zalmi,Batting
Ali Raza,2025-2025,Peshawar Zalmi,Batting
FA Allen,2021-2021,Peshawar Zalmi,Batting
J Allenby,2016-2016,Peshawar Zalmi,Batting
Amad Butt,2021-2022,Peshawar Zalmi,Batting
Arif Yaqoob,2024-2025,Peshawar Zalmi,Batting
Arish Ali,2022-2022,Peshawar Zalmi,Batting
Arshad Iqbal,2022-2023,Peshawar Zalmi,Batting
Asif Ali,2024-2024,Peshawar Zalmi,Batting
Azmatullah Omarzai,2023-2023,Peshawar Zalmi,Batting
Babar Azam,2023-2025,Peshawar Zalmi,Batting
JM Bairstow,2016-2016,Peshawar Zalmi,Batting
T Banton,2020-2020,Peshawar Zalmi,Batting
RS Bopara,2021-2021,Peshawar Zalmi,Batting
CR Brathwaite,2020-2020,Peshawar Zalmi,Batting
PR Brown,2022-2022,Peshawar Zalmi,Batting
M Bryant,2025-2025,Peshawar Zalmi,Batting
BCJ Cutting,2022-2022,Peshawar Zalmi,Batting
LA Dawson,2018-2020,Peshawar Zalmi,Batting
F du Plessis,2020-2020,Peshawar Zalmi,Batting
ADS Fletcher,2018-2019,Peshawar Zalmi,Batting
L Gregory,2020-2020,Peshawar Zalmi,Batting
Haider Ali,2020-2022,Peshawar Zalmi,Batting
Hammad Azam,2018-2020,Peshawar Zalmi,Batting
Haris Sohail,2017-2018,Peshawar Zalmi,Batting
Hasan Ali,2016-2020,Peshawar Zalmi,Batting
Haseebullah Khan,2023-2024,Peshawar Zalmi,Batting
Hazratullah Zazai,2021-2022,Peshawar Zalmi,Batting
BJ Hodge,2016-2016,Peshawar Zalmi,Batting
BAC Howell,2022-2022,Peshawar Zalmi,Batting
Hussain Talat,2022-2025,Peshawar Zalmi,Batting
Ibtisam Sheikh,2018-2019,Peshawar Zalmi,Batting
Iftikhar Ahmed,2017-2017,Peshawar Zalmi,Batting
Imam-ul-Haq,2019-2021,Peshawar Zalmi,Batting
Imran Khan,2016-2017,Peshawar Zalmi,Batting
CJ Jordan,2017-2019,Peshawar Zalmi,Batting
AS Joseph,2025-2025,Peshawar Zalmi,Batting
Junaid Khan,2016-2017,Peshawar Zalmi,Batting
Kamran Akmal,2016-2022,Peshawar Zalmi,Batting
Khalid Usman,2018-2022,Peshawar Zalmi,Batting
Khurram Shahzad,2023-2024,Peshawar Zalmi,Batting
Khushdil Shah,2017-2018,Peshawar Zalmi,Batting
T Kohler-Cadmore,2021-2025,Peshawar Zalmi,Batting
GF Linde,2025-2025,Peshawar Zalmi,Batting
LS Livingstone,2020-2022,Peshawar Zalmi,Batting
Maaz Sadaqat,2025-2025,Peshawar Zalmi,Batting
WL Madsen,2019-2019,Peshawar Zalmi,Batting
S Mahmood,2020-2022,Peshawar Zalmi,Batting
DJ Malan,2016-2019,Peshawar Zalmi,Batting
Mohammad Ali,2025-2025,Peshawar Zalmi,Batting
Mehran Mumtaz,2024-2024,Peshawar Zalmi,Batting
DA Miller,2021-2021,Peshawar Zalmi,Batting
TS Mills,2019-2019,Peshawar Zalmi,Batting
Misbah-ul-Haq,2019-2019,Peshawar Zalmi,Batting
Mohammad Amir Khan,2020-2020,Peshawar Zalmi,Batting
Mohammad Asghar,2016-2018,Peshawar Zalmi,Batting
Mohammad Hafeez,2016-2018,Peshawar Zalmi,Batting
Mohammad Haris,2022-2025,Peshawar Zalmi,Batting
Mohammad Imran,2020-2020,Peshawar Zalmi,Batting
Mohammad Imran,2021-2021,Peshawar Zalmi,Batting
Mohammad Irfan,2021-2021,Peshawar Zalmi,Batting
Mohammad Mohsin,2020-2020,Peshawar Zalmi,Batting
Mohammad Umar,2022-2022,Peshawar Zalmi,Batting
Mohammad Zeeshan,2024-2024,Peshawar Zalmi,Batting
EJG Morgan,2017-2017,Peshawar Zalmi,Batting
DR Mousley,2024-2024,Peshawar Zalmi,Batting
Mujeeb Ur Rahman,2021-2023,Peshawar Zalmi,Batting
Nabi Gul,2019-2019,Peshawar Zalmi,Batting
Naveen-ul-Haq,2024-2024,Peshawar Zalmi,Batting
JDS Neesham,2023-2023,Peshawar Zalmi,Batting
MJ Owen,2025-2025,Peshawar Zalmi,Batting
KA Pollard,2019-2019,Peshawar Zalmi,Batting
R Powell,2021-2024,Peshawar Zalmi,Batting
Rahat Ali,2020-2020,Peshawar Zalmi,Batting
PBB Rajapaksa,2023-2023,Peshawar Zalmi,Batting
SE Rutherford,2021-2022,Peshawar Zalmi,Batting
Saad Masood,2023-2023,Peshawar Zalmi,Batting
Saad Nasim,2018-2018,Peshawar Zalmi,Batting
Sabbir Rahman,2018-2018,Peshawar Zalmi,Batting
Saim Ayub,2023-2025,Peshawar Zalmi,Batting
Salman Irshad,2022-2024,Peshawar Zalmi,Batting
Sameen Gul,2018-2022,Peshawar Zalmi,Batting
DJG Sammy,2016-2020,Peshawar Zalmi,Batting
DR Sams,2025-2025,Peshawar Zalmi,Batting
MN Samuels,2017-2017,Peshawar Zalmi,Batting
Shahid Afridi,2016-2017,Peshawar Zalmi,Batting
Shahid Yousuf,2016-2016,Peshawar Zalmi,Batting
MD Shanaka,2023-2023,Peshawar Zalmi,Batting
Shakib Al Hasan,2017-2023,Peshawar Zalmi,Batting
Shoaib Malik,2020-2022,Peshawar Zalmi,Batting
DR Smith,2018-2018,Peshawar Zalmi,Batting
Sohaib Maqsood,2017-2020,Peshawar Zalmi,Batting
Sohail Khan,2022-2022,Peshawar Zalmi,Batting
Sufiyan Muqeem,2023-2025,Peshawar Zalmi,Batting
SW Tait,2016-2016,Peshawar Zalmi,Batting
Tamim Iqbal,2016-2018,Peshawar Zalmi,Batting
Umaid Asif,2018-2021,Peshawar Zalmi,Batting
Umar Amin,2019-2020,Peshawar Zalmi,Batting
Usman Qadir,2022-2023,Peshawar Zalmi,Batting
GC Viljoen,2020-2020,Peshawar Zalmi,Batting
Wahab Riaz,2016-2023,Peshawar Zalmi,Batting
PI Walter,2024-2024,Peshawar Zalmi,Batting
Waqar Salamkheil,2021-2024,Peshawar Zalmi,Batting
JW Wells,2021-2021,Peshawar Zalmi,Batting
MH Wessels,2018-2018,Peshawar Zalmi,Batting
L Wood,2024-2025,Peshawar Zalmi,Batting
Yasir Khan,2022-2022,Peshawar Zalmi,Batting
Yasir Shah,2020-2020,Peshawar Zalmi,Batting
Aamer Jamal,2023-2024,Peshawar Zalmi,Bowling
Aamer Yamin,2016-2016,Peshawar Zalmi,Bowling
Abdul Samad,2025-2025,Peshawar Zalmi,Bowling
Abdur Rehman,2016-2016,Peshawar Zalmi,Bowling
Abrar Ahmed,2021-2021,Peshawar Zalmi,Bowling
Adil Amin,2020-2020,Peshawar Zalmi,Bowling
Ahmed Daniyal,2025-2025,Peshawar Zalmi,Bowling
Aimal Khan,2024-2024,Peshawar Zalmi,Bowling
Ali Majid,2022-2022,Peshawar Zalmi,Bowling
Ali Raza,2025-2025,Peshawar Zalmi,Bowling
FA Allen,2021-2021,Peshawar Zalmi,Bowling
J Allenby,2016-2016,Peshawar Zalmi,Bowling
Amad Butt,2021-2022,Peshawar Zalmi,Bowling
Arif Yaqoob,2024-2025,Peshawar Zalmi,Bowling
Arish Ali,2022-2022,Peshawar Zalmi,Bowling
Arshad Iqbal,2022-2023,Peshawar Zalmi,Bowling
Asif Ali,2024-2024,Peshawar Zalmi,Bowling
Azmatullah Omarzai,2023-2023,Peshawar Zalmi,Bowling
Babar Azam,2023-2025,Peshawar Zalmi,Bowling
JM Bairstow,2016-2016,Peshawar Zalmi,Bowling
T Banton,2020-2020,Peshawar Zalmi,Bowling
RS Bopara,2021-2021,Peshawar Zalmi,Bowling
CR Brathwaite,2020-2020,Peshawar Zalmi,Bowling
PR Brown,2022-2022,Peshawar Zalmi,Bowling
M Bryant,2025-2025,Peshawar Zalmi,Bowling
BCJ Cutting,2022-2022,Peshawar Zalmi,Bowling
LA Dawson,2018-2020,Peshawar Zalmi,Bowling
F du Plessis,2020-2020,Peshawar Zalmi,Bowling
ADS Fletcher,2018-2019,Peshawar Zalmi,Bowling
L Gregory,2020-2020,Peshawar Zalmi,Bowling
Haider Ali,2020-2022,Peshawar Zalmi,Bowling
Hammad Azam,2018-2020,Peshawar Zalmi,Bowling
Haris Sohail,2017-2018,Peshawar Zalmi,Bowling
Hasan Ali,2016-2020,Peshawar Zalmi,Bowling
Haseebullah Khan,2023-2024,Peshawar Zalmi,Bowling
Hazratullah Zazai,2021-2022,Peshawar Zalmi,Bowling
BJ Hodge,2016-2016,Peshawar Zalmi,Bowling
BAC Howell,2022-2022,Peshawar Zalmi,Bowling
Hussain Talat,2022-2025,Peshawar Zalmi,Bowling
Ibtisam Sheikh,2018-2019,Peshawar Zalmi,Bowling
Iftikhar Ahmed,2017-2017,Peshawar Zalmi,Bowling
Imam-ul-Haq,2019-2021,Peshawar Zalmi,Bowling
Imran Khan,2016-2017,Peshawar Zalmi,Bowling
CJ Jordan,2017-2019,Peshawar Zalmi,Bowling
AS Joseph,2025-2025,Peshawar Zalmi,Bowling
Junaid Khan,2016-2017,Peshawar Zalmi,Bowling
Kamran Akmal,2016-2022,Peshawar Zalmi,Bowling
Khalid Usman,2018-2022,Peshawar Zalmi,Bowling
Khurram Shahzad,2023-2024,Peshawar Zalmi,Bowling
Khushdil Shah,2017-2018,Peshawar Zalmi,Bowling
T Kohler-Cadmore,2021-2025,Peshawar Zalmi,Bowling
GF Linde,2025-2025,Peshawar Zalmi,Bowling
LS Livingstone,2020-2022,Peshawar Zalmi,Bowling
Maaz Sadaqat,2025-2025,Peshawar Zalmi,Bowling
WL Madsen,2019-2019,Peshawar Zalmi,Bowling
S Mahmood,2020-2022,Peshawar Zalmi,Bowling
DJ Malan,2016-2019,Peshawar Zalmi,Bowling
Mohammad Ali,2025-2025,Peshawar Zalmi,Bowling
Mehran Mumtaz,2024-2024,Peshawar Zalmi,Bowling
DA Miller,2021-2021,Peshawar Zalmi,Bowling
TS Mills,2019-2019,Peshawar Zalmi,Bowling
Misbah-ul-Haq,2019-2019,Peshawar Zalmi,Bowling
Mohammad Amir Khan,2020-2020,Peshawar Zalmi,Bowling
