Player,Span,Team,Country,SR,Bowling Style
K Goel,2008-2010,Delhi Daredevils,Kings XI Punjab,94.4,Offbreak
MS Gony,2013-2013,Delhi Daredevils,Chennai Super Kings,139.4,Medium
K Gowtham,2020-2020,Delhi Daredevils,Rajasthan Royals,172.8,Offbreak
MJ Guptill,2017-2017,Delhi Daredevils,New Zealand,130.7,Offbreak
Gurkeerat Singh,2012-2017,Delhi Daredevils,Kings XI Punjab,119.6,Offbreak
Gurnoor Brar,2023-2023,Delhi Daredevils,Punjab Kings,,Fast
Harmeet Singh,2012-2013,Delhi Daredevils,United States of America,122.9,Medium
Harpreet Brar,2019-2025,Delhi Daredevils,Kings XI Punjab,121.9,Orthodox
Harpreet Singh,2023-2024,Delhi Daredevils,Pune Warriors,111.3,Medium
RJ Harris,2011-2013,Delhi Daredevils,Australia,107.4,Fast
BE Hendricks,2014-2015,Delhi Daredevils,South Africa,77.1,Medium
MC Henriques,2021-2021,Delhi Daredevils,Australia,128.0,Medium
MJ Henry,2017-2017,Delhi Daredevils,New Zealand,143.9,Medium
DJ Hooda,2020-2021,Delhi Daredevils,India,133.5,Offbreak
JR Hopes,2008-2008,Delhi Daredevils,Australia,119.4,Medium
DJ Hussey,2011-2013,Delhi Daredevils,Australia,124.4,Offbreak
JP Inglis,2025-2025,Delhi Daredevils,Australia,150.9,
SS Iyer,2025-2025,Delhi Daredevils,India,134.2,Legbreak
KA Jamieson,2025-2025,Delhi Daredevils,New Zealand,130.5,Medium
M Jansen,2025-2025,Delhi Daredevils,South Africa,136.9,Fast
DPMD Jayawardene,2008-2010,Delhi Daredevils,Sri Lanka,126.7,Medium
MG Johnson,2014-2016,Delhi Daredevils,Australia,105.0,Fast
CJ Jordan,2020-2021,Delhi Daredevils,England,134.2,Medium
M Kaif,2010-2010,Delhi Daredevils,Royal Challengers Bangalore,104.1,Offbreak
Karanveer Singh,2014-2015,Delhi Daredevils,Kings XI Punjab,69.0,Legbreak
KD Karthik,2011-2011,Delhi Daredevils,India,136.8,
M Kartik,2014-2014,Delhi Daredevils,India,103.7,Orthodox
SM Katich,2008-2009,Delhi Daredevils,Australia,127.4,Chinaman
U Kaul,2008-2008,Delhi Daredevils,Kings XI Punjab,0.0,
V Kaverappa,2024-2024,Delhi Daredevils,Punjab Kings,0.0,Medium
SN Khan,2019-2021,Delhi Daredevils,Royal Challengers Bangalore,128.9,Offbreak
T Kohli,2009-2009,Delhi Daredevils,Rajasthan Royals,111.1,Medium
P Kumar,2011-2013,Delhi Daredevils,India,108.4,Medium
B Lee,2008-2010,Delhi Daredevils,Australia,129.2,Fast
LS Livingstone,2022-2024,Delhi Daredevils,England,144.4,Legbreak
R McLaren,2011-2011,Delhi Daredevils,South Africa,116.2,Medium
DJ Malan,2021-2021,Delhi Daredevils,England,131.8,Legbreak
VS Malik,2009-2011,Delhi Daredevils,Rajasthan Royals,100.0,Medium
Mandeep Singh,2011-2021,Delhi Daredevils,India,124.8,Orthodox
PN Mankad,2022-2022,Delhi Daredevils,Punjab Kings,153.5,Medium
AK Markram,2021-2021,Delhi Daredevils,South Africa,136.8,Offbreak
SE Marsh,2008-2017,Delhi Daredevils,Australia,127.7,Orthodox
AD Mascarenhas,2012-2013,Delhi Daredevils,England,108.2,Medium
GJ Maxwell,2014-2025,Delhi Daredevils,Australia,154.9,Offbreak
RP Meredith,2021-2021,Delhi Daredevils,Australia,98.2,Medium
DA Miller,2012-2019,Delhi Daredevils,South Africa,137.5,Offbreak
Mohammed Shami,2019-2021,Delhi Daredevils,India,103.4,Fast
Mohit Rathee,2023-2023,Delhi Daredevils,Punjab Kings,50.0,Legbreak
EJG Morgan,2017-2017,Delhi Daredevils,England,130.9,Medium
WA Mota,2008-2009,Delhi Daredevils,Kings XI Punjab,74.7,Medium
Mujeeb Ur Rahman,2018-2020,Delhi Daredevils,Afghanistan,104.2,Offbreak
Musheer Khan,2025-2025,Delhi Daredevils,,0,
NS Naik,2016-2016,Delhi Daredevils,Kings XI Punjab,62.0,None
KK Nair,2018-2020,Delhi Daredevils,Royal Challengers Bangalore,133.4,Offbreak
T Natarajan,2017-2017,Delhi Daredevils,India,81.0,Medium
AM Nayar,2011-2012,Delhi Daredevils,Mumbai Indians,116.5,Medium
JDS Neesham,2020-2020,Delhi Daredevils,New Zealand,140.9,Medium
MG Neser,2013-2013,Delhi Daredevils,Brisbane Heat,128.0,Medium
MJ Owen,2025-2025,Delhi Daredevils,Australia,183.4,Medium
AR Patel,2014-2018,Delhi Daredevils,India,135.9,Orthodox
HV Patel,2024-2024,Delhi Daredevils,India,124.6,Medium
IK Pathan,2008-2010,Delhi Daredevils,India,117.8,Medium
NLTC Perera,2015-2015,Delhi Daredevils,Sri Lanka,152.1,Medium
LA Pomersbach,2008-2013,Delhi Daredevils,Australia,130.5,Offbreak
N Pooran,2019-2021,Delhi Daredevils,West Indies,149.6,
IC Porel,2021-2021,Delhi Daredevils,Punjab Kings,,Medium
RR Powar,2008-2012,Delhi Daredevils,Kings XI Punjab,104.7,Offbreak
Prabhsimran Singh,2019-2025,Delhi Daredevils,Kings XI Punjab,147.5,
CA Pujara,2014-2014,Delhi Daredevils,Kolkata Knight Riders,105.5,Legbreak
K Rabada,2022-2024,Delhi Daredevils,South Africa,109.2,Fast
KL Rahul,2018-2021,Delhi Daredevils,India,136.8,
PBB Rajapaksa,2022-2023,Delhi Daredevils,Sri Lanka,137.2,Medium
AS Rajpoot,2018-2019,Delhi Daredevils,Chennai Super Kings,63.4,Medium
AU Rashid,2021-2021,Delhi Daredevils,England,108.0,Legbreak
Ravi Bishnoi,2020-2021,Delhi Daredevils,India,88.9,Legbreak
JA Richardson,2021-2021,Delhi Daredevils,Australia,110.4,Fast
NJ Rimmington,2011-2011,Delhi Daredevils,Perth Scorchers,101.7,Medium
RR Rossouw,2024-2024,Delhi Daredevils,South Africa,147.9,Offbreak
WP Saha,2014-2017,Delhi Daredevils,Chennai Super Kings,125.5,
P Sahu,2016-2016,Delhi Daredevils,Kings XI Punjab,146.2,Legbreak
N Saini,2012-2012,Delhi Daredevils,Kings XI Punjab,99.3,
Sandeep Sharma,2013-2022,Delhi Daredevils,India,79.5,Medium
KC Sangakkara,2008-2010,Delhi Daredevils,Sri Lanka,124.8,Offbreak
RR Sarwan,2008-2008,Delhi Daredevils,West Indies,106.8,Legbreak
R Sathish,2013-2013,Delhi Daredevils,Mumbai Indians,141.9,Medium
Jalaj S Saxena,2021-2021,Delhi Daredevils,Mumbai Indians,110.0,Offbreak
V Sehwag,2014-2015,Delhi Daredevils,India,151.5,Offbreak
M Shahrukh Khan,2021-2023,Delhi Daredevils,Punjab Kings,155.0,Offbreak
AR Sharma,2024-2024,Delhi Daredevils,Punjab Kings,163.5,
I Sharma,2017-2017,Delhi Daredevils,India,83.3,Medium
JM Sharma,2022-2024,Delhi Daredevils,India,157.0,
MM Sharma,2016-2018,Delhi Daredevils,India,95.4,Medium
Shashank Singh,2024-2025,Delhi Daredevils,Sunrisers Hyderabad,152.9,Offbreak
Shivam Sharma,2014-2015,Delhi Daredevils,Canada,207.1,Offbreak
Shivam Singh,2024-2024,Delhi Daredevils,Punjab Kings,137.8,Offbreak
MW Short,2023-2023,Delhi Daredevils,Australia,147.2,Offbreak
Sikandar Raza,2023-2024,Delhi Daredevils,Zimbabwe,136.3,Offbreak
VRV Singh,2008-2010,Delhi Daredevils,Kings XI Punjab,133.3,Medium
OF Smith,2022-2022,Delhi Daredevils,West Indies,128.8,Medium
RS Sodhi,2010-2010,Delhi Daredevils,Kings XI Punjab,200.0,Medium
S Sohal,2008-2010,Delhi Daredevils,United States of America,122.5,Legbreak
BB Sran,2018-2018,Delhi Daredevils,India,71.4,Medium
S Sreesanth,2008-2010,Delhi Daredevils,India,78.3,Medium
SJ Srivastava,2010-2011,Delhi Daredevils,Kings XI Punjab,100.0,Medium
TM Srivastava,2008-2009,Delhi Daredevils,Kings XI Punjab,72.7,Medium
MP Stoinis,2016-2025,Delhi Daredevils,Australia,137.1,Medium
Sunny Singh,2011-2011,Delhi Daredevils,Kings XI Punjab,138.7,Medium
Suryansh Shedge,2025-2025,Delhi Daredevils,Punjab Kings,210.8,
Swapnil Singh,2016-2017,Delhi Daredevils,Kings XI Punjab,129.0,Orthodox
A Taide,2023-2024,Delhi Daredevils,Punjab Kings,139.7,Orthodox
R Tewatia,2017-2017,Delhi Daredevils,Rajasthan Royals,137.3,Legbreak
SN Thakur,2015-2015,Delhi Daredevils,India,145.4,Medium
Yash Thakur,2025-2025,Delhi Daredevils,Lucknow Super Giants,73.3,Medium
J Theron,2010-2010,Delhi Daredevils,South Africa,119.4,Medium
MK Tiwary,2018-2018,Delhi Daredevils,India,114.9,Legbreak
AJ Tye,2018-2019,Delhi Daredevils,Australia,128.1,Medium
PC Valthaty,2011-2013,Delhi Daredevils,Rajasthan Royals,120.8,Medium
CV Varun,2019-2019,Delhi Daredevils,India,81.9,Legbreak
M Vijay,2015-2016,Delhi Daredevils,India,124.9,Offbreak
GC Viljoen,2019-2019,Delhi Daredevils,Chittagong Vikings,122.4,Medium
M Vohra,2013-2017,Delhi Daredevils,Kings XI Punjab,131.1,Medium
V Vyshak,2025-2025,Delhi Daredevils,Royal Challengers Bangalore,100.0,Medium
N Wadhera,2025-2025,Delhi Daredevils,Mumbai Indians,145.5,Legbreak
Yuvraj Singh,2008-2018,Delhi Daredevils,India,131.5,Orthodox
SA Abbott,2022-2022,Gujarat Lions,Australia,118.9,Medium
Abdul Samad,2020-2024,Gujarat Lions,Japan,148.4,Legbreak
Abhishek Sharma,2019-2025,Gujarat Lions,India,170.3,Orthodox
MA Agarwal,2023-2024,Gujarat Lions,Royal Challengers Bangalore,132.8,
KK Ahmed,2018-2021,Gujarat Lions,India,28.0,Medium
Anand Rajan,2013-2013,Gujarat Lions,Deccan Chargers,,Medium
S Anirudha,2014-2014,Gujarat Lions,Chennai Super Kings,138.3,
Ankit Sharma,2013-2013,Gujarat Lions,Deccan Chargers,113.1,Orthodox
Anmolpreet Singh,2023-2024,Gujarat Lions,Mumbai Indians,150.7,Offbreak
A Ashish Reddy,2013-2016,Gujarat Lions,Sunrisers Hyderabad,142.9,Medium
JM Bairstow,2019-2021,Gujarat Lions,England,141.8,
Basil Thampi,2018-2020,Gujarat Lions,Gujarat Lions,91.4,Medium
RK Bhui,2018-2019,Gujarat Lions,Sunrisers Hyderabad,152.6,Legbreak
Bipul Sharma,2015-2017,Gujarat Lions,Kings XI Punjab,152.0,Orthodox
RS Bopara,2015-2015,Gujarat Lions,England,124.5,Medium
TA Boult,2015-2016,Gujarat Lions,New Zealand,116.7,Medium
CR Brathwaite,2018-2018,Gujarat Lions,West Indies,136.0,Medium
HC Brook,2023-2023,Gujarat Lions,England,150.4,Medium
RD Chahar,2025-2025,Gujarat Lions,India,102.7,Legbreak
PJ Cummins,2024-2025,Gujarat Lions,Australia,139.2,Fast
BCJ Cutting,2016-2017,Gujarat Lions,Australia,145.6,Medium
MJ Dagar,2023-2023,Gujarat Lions,Sunrisers Hyderabad,117.4,Orthodox
Q de Kock,2013-2013,Gujarat Lions,South Africa,137.7,
S Dhawan,2013-2018,Gujarat Lions,India,126.8,Offbreak
HS Dubey,2025-2025,Gujarat Lions,Sunrisers Hyderabad,,Orthodox
Fazalhaq Farooqi,2022-2023,Gujarat Lions,Afghanistan,59.3,Medium
AJ Finch,2014-2014,Gujarat Lions,Australia,138.1,Orthodox
PK Garg,2020-2022,Gujarat Lions,Sunrisers Hyderabad,115.9,Medium
S Gopal,2022-2022,Gujarat Lions,Mumbai Indians,111.9,Legbreak
SP Goswami,2018-2020,Gujarat Lions,Kolkata Knight Riders,107.3,
MJ Guptill,2019-2019,Gujarat Lions,New Zealand,130.7,Offbreak
AD Hales,2018-2018,Gujarat Lions,England,146.0,Medium
TM Head,2024-2025,Gujarat Lions,Australia,148.6,Offbreak
MC Henriques,2014-2017,Gujarat Lions,Australia,128.0,Medium
JO Holder,2014-2021,Gujarat Lions,West Indies,136.8,Medium
DJ Hooda,2016-2019,Gujarat Lions,India,133.5,Offbreak
AJ Hosein,2023-2023,Gujarat Lions,West Indies,110.9,Orthodox
Ishan Kishan,2025-2025,Gujarat Lions,India,134.6,
KM Jadhav,2021-2021,Gujarat Lions,India,122.2,Offbreak
M Jansen,2022-2024,Gujarat Lions,South Africa,136.9,Fast
CJ Jordan,2017-2018,Gujarat Lions,England,134.2,Medium
Kartik Tyagi,2022-2023,Gujarat Lions,Rajasthan Royals,81.2,Medium
S Kaul,2017-2021,Gujarat Lions,India,55.6,Medium
H Klaasen,2023-2025,Gujarat Lions,South Africa,155.2,None
B Kumar,2014-2024,Gujarat Lions,India,88.7,Medium
P Kumar,2015-2015,Gujarat Lions,India,108.4,Medium
E Malinga,2025-2025,Gujarat Lions,Sunrisers Hyderabad,109.5,Medium
A Manohar,2025-2025,Gujarat Lions,Gujarat Titans,136.7,Legbreak
M Markande,2023-2024,Gujarat Lions,India,105.9,Legbreak
AK Markram,2022-2024,Gujarat Lions,South Africa,136.8,Offbreak
MR Marsh,2020-2020,Gujarat Lions,Australia,136.5,Medium
PHKD Mendis,2025-2025,Gujarat Lions,Sri Lanka,125.0,
A Mishra,2013-2014,Gujarat Lions,India,89.7,Legbreak
Mohammad Nabi,2017-2021,Gujarat Lions,Afghanistan,134.0,Offbreak
Mohammed Shami,2025-2025,Gujarat Lions,India,103.4,Fast
Mohammed Siraj,2017-2017,Gujarat Lions,India,90.6,Medium
EJG Morgan,2015-2016,Gujarat Lions,England,130.9,Medium
Mujeeb Ur Rahman,2021-2021,Gujarat Lions,Afghanistan,104.2,Offbreak
PWA Mulder,2025-2025,Gujarat Lions,South Africa,131.1,Medium
Mustafizur Rahman,2016-2017,Gujarat Lions,Bangladesh,71.4,Medium
S Nadeem,2019-2021,Gujarat Lions,Delhi Daredevils,56.6,Orthodox
T Natarajan,2020-2024,Gujarat Lions,India,81.0,Medium
A Nehra,2016-2017,Gujarat Lions,India,68.3,Medium
K Nitish Kumar Reddy,2023-2025,Gujarat Lions,India,138.6,Medium
NV Ojha,2014-2017,Gujarat Lions,India,116.4,
MK Pandey,2018-2021,Gujarat Lions,India,122.0,Offbreak
Parvez Rasool,2014-2015,Gujarat Lions,India,90.0,Offbreak
HV Patel,2025-2025,Gujarat Lions,India,124.6,Medium
PA Patel,2013-2013,Gujarat Lions,India,120.5,
IK Pathan,2014-2014,Gujarat Lions,India,117.8,Medium
YK Pathan,2018-2019,Gujarat Lions,India,140.9,Offbreak
NLTC Perera,2013-2013,Gujarat Lions,Sri Lanka,152.1,Medium
GD Phillips,2023-2023,Gujarat Lions,New Zealand,140.0,Offbreak
N Pooran,2022-2022,Gujarat Lions,West Indies,149.6,
KL Rahul,2014-2015,Gujarat Lions,India,136.8,
AU Rashid,2023-2023,Gujarat Lions,England,108.0,Legbreak
Rashid Khan,2017-2021,Gujarat Lions,Afghanistan,142.2,Legbreak
DB Ravi Teja,2013-2013,Gujarat Lions,Deccan Chargers,118.3,Legbreak
PA Reddy,2013-2013,Gujarat Lions,Deccan Chargers,102.5,Legbreak
JJ Roy,2021-2021,Gujarat Lions,England,140.0,
Sachin Baby,2025-2025,Gujarat Lions,Rajasthan Royals,130.0,Offbreak
WP Saha,2018-2021,Gujarat Lions,Chennai Super Kings,125.5,
Shahbaz Ahmed,2024-2024,Gujarat Lions,India,121.5,Orthodox
BB Samantray,2013-2013,Gujarat Lions,Sunrisers Hyderabad,97.2,
DJG Sammy,2013-2014,Gujarat Lions,West Indies,140.2,Medium
Sandeep Sharma,2018-2021,Gujarat Lions,India,79.5,Medium
KC Sangakkara,2013-2013,Gujarat Lions,Sri Lanka,124.8,Offbreak
Sanvir Singh,2023-2024,Gujarat Lions,Sunrisers Hyderabad,184.7,Medium
V Shankar,2017-2021,Gujarat Lions,India,131.0,Medium
Shakib Al Hasan,2018-2019,Gujarat Lions,Bangladesh,126.2,Orthodox
I Sharma,2013-2015,Gujarat Lions,India,83.3,Medium
KV Sharma,2013-2016,Gujarat Lions,India,126.1,Legbreak
Shashank Singh,2022-2022,Gujarat Lions,Sunrisers Hyderabad,152.9,Offbreak
R Shepherd,2022-2022,Gujarat Lions,West Indies,155.5,Medium
Simarjeet Singh,2025-2025,Gujarat Lions,Chennai Super Kings,66.7,Medium
BB Sran,2016-2017,Gujarat Lions,India,71.4,Medium
B Stanlake,2018-2018,Gujarat Lions,Australia,59.3,Fast
DW Steyn,2013-2015,Gujarat Lions,South Africa,107.1,Fast
J Suchith,2021-2022,Gujarat Lions,Mumbai Indians,124.4,Orthodox
A Taide,2025-2025,Gujarat Lions,Punjab Kings,139.7,Orthodox
AP Tare,2016-2016,Gujarat Lions,Mumbai Indians,123.5,
X Thalaivan Sargunam,2013-2013,Gujarat Lions,Sunrisers Hyderabad,111.7,Offbreak
RA Tripathi,2022-2024,Gujarat Lions,India,139.0,Medium
Umran Malik,2021-2024,Gujarat Lions,India,155.6,Fast
JD Unadkat,2024-2025,Gujarat Lions,India,117.9,Medium
Y Venugopal Rao,2014-2014,Gujarat Lions,Deccan Chargers,119.6,Offbreak
AU Verma,2025-2025,Gujarat Lions,Sunrisers Hyderabad,166.2,Medium
GH Vihari,2013-2015,Gujarat Lions,Sunrisers Hyderabad,97.7,Offbreak
Virat Singh,2021-2021,Gujarat Lions,Sunrisers Hyderabad,116.7,Legbreak
Vivrant Sharma,2023-2023,Gujarat Lions,Sunrisers Hyderabad,100.0,Legbreak
V Viyaskanth,2024-2024,Gujarat Lions,Sri Lanka,79.4,Legbreak
DA Warner,2014-2021,Gujarat Lions,Australia,139.9,Legbreak
Washington Sundar,2022-2024,Gujarat Lions,India,128.9,Offbreak
CL White,2013-2013,Gujarat Lions,Australia,121.1,Legbreak
KS Williamson,2015-2022,Gujarat Lions,New Zealand,125.3,Offbreak
Yuvraj Singh,2016-2017,Gujarat Lions,India,131.5,Orthodox
A Zampa,2025-2025,Gujarat Lions,Australia,86.5,Legbreak
Zeeshan Ansari,2025-2025,Gujarat Lions,Sunrisers Hyderabad,,
Abdul Samad,2025-2025,Gujarat Titans,Japan,148.4,Legbreak
Akash Deep,2025-2025,Gujarat Titans,Royal Challengers Bangalore,179.2,Medium
Akash Singh,2025-2025,Gujarat Titans,Rajasthan Royals,89.3,Medium
Arshad Khan,2024-2024,Gujarat Titans,Mumbai Indians,128.4,Medium
Avesh Khan,2022-2025,Gujarat Titans,India,147.6,Medium
A Badoni,2022-2025,Gujarat Titans,Lucknow Super Giants,135.8,Offbreak
MP Breetzke,2025-2025,Gujarat Titans,South Africa,136.9,
PVD Chameera,2022-2022,Gujarat Titans,Sri Lanka,94.0,Fast
Q de Kock,2022-2024,Gujarat Titans,South Africa,137.7,
K Gowtham,2022-2024,Gujarat Titans,Rajasthan Royals,172.8,Offbreak
MJ Henry,2024-2024,Gujarat Titans,New Zealand,143.9,Medium
Himmat Singh,2025-2025,Gujarat Titans,Delhi,139.6,Offbreak
JO Holder,2022-2022,Gujarat Titans,West Indies,136.8,Medium
DJ Hooda,2022-2024,Gujarat Titans,India,133.5,Offbreak
S Joseph,2024-2024,Gujarat Titans,West Indies,128.6,Fast
AA Kulkarni,2024-2024,Gujarat Titans,Lucknow Super Giants,112.5,Legbreak
E Lewis,2022-2022,Gujarat Titans,West Indies,143.8,
PN Mankad,2023-2023,Gujarat Titans,Punjab Kings,153.5,Medium
AK Markram,2025-2025,Gujarat Titans,South Africa,136.8,Offbreak
MR Marsh,2025-2025,Gujarat Titans,Australia,136.5,Medium
KR Mayers,2023-2023,Gujarat Titans,West Indies,135.1,Medium
DA Miller,2025-2025,Gujarat Titans,South Africa,137.5,Offbreak
A Mishra,2023-2024,Gujarat Titans,India,89.7,Legbreak
Mohsin Khan,2022-2024,Gujarat Titans,Hong Kong,122.9,Medium
Naveen-ul-Haq,2023-2024,Gujarat Titans,Afghanistan,98.0,Medium
W O'Rourke,2025-2025,Gujarat Titans,New Zealand,98.0,Medium
D Padikkal,2024-2024,Gujarat Titans,India,124.4,Offbreak
MK Pandey,2022-2022,Gujarat Titans,India,122.0,Offbreak
KH Pandya,2022-2024,Gujarat Titans,India,131.1,Orthodox
RR Pant,2025-2025,Gujarat Titans,India,141.8,
N Pooran,2023-2025,Gujarat Titans,West Indies,149.6,
Prince Yadav,2025-2025,Gujarat Titans,Lucknow Super Giants,50.0,Medium
KL Rahul,2022-2024,Gujarat Titans,India,136.8,
DS Rathi,2025-2025,Gujarat Titans,Lucknow Super Giants,33.3,Legbreak
Ravi Bishnoi,2022-2025,Gujarat Titans,India,88.9,Legbreak
Shahbaz Ahmed,2025-2025,Gujarat Titans,India,121.5,Orthodox
KS Sharma,2022-2023,Gujarat Titans,Lucknow Super Giants,95.2,Offbreak
R Shepherd,2023-2023,Gujarat Titans,West Indies,155.5,Medium
M Siddharth,2024-2025,Gujarat Titans,Lucknow Super Giants,83.5,Orthodox
MP Stoinis,2022-2024,Gujarat Titans,Australia,137.1,Medium
Swapnil Singh,2023-2023,Gujarat Titans,Kings XI Punjab,129.0,Orthodox
SN Thakur,2025-2025,Gujarat Titans,India,145.4,Medium
Yash Thakur,2023-2024,Gujarat Titans,Lucknow Super Giants,73.3,Medium
AJ Turner,2024-2024,Gujarat Titans,Australia,140.6,Offbreak
AJ Tye,2022-2022,Gujarat Titans,Australia,128.1,Medium
JD Unadkat,2023-2023,Gujarat Titans,India,117.9,Medium
M Vohra,2022-2023,Gujarat Titans,Kings XI Punjab,131.1,Medium
MA Wood,2023-2023,Gujarat Titans,England,100.0,Fast
MP Yadav,2024-2025,Gujarat Titans,India,100.0,Medium
Yudhvir Singh,2023-2024,Gujarat Titans,Lucknow Super Giants,160.6,Medium
P Amarnath,2008-2008,Kings XI Punjab,Chennai Super Kings,61.1,Medium
KK Ahmed,2025-2025,Kings XI Punjab,India,28.0,Medium
Akash Singh,2023-2023,Kings XI Punjab,Rajasthan Royals,89.3,Medium
MM Ali,2021-2024,Kings XI Punjab,England,139.7,Offbreak
S Anirudha,2008-2013,Kings XI Punjab,Chennai Super Kings,138.3,
KB Arun Karthik,2010-2010,Kings XI Punjab,Royal Challengers Bangalore,145.4,Legbreak
R Ashwin,2009-2025,Kings XI Punjab,India,129.8,Offbreak
KM Asif,2018-2021,Kings XI Punjab,Chennai Super Kings,0.0,Medium
S Badree,2014-2014,Kings XI Punjab,West Indies,80.6,Legbreak
S Badrinath,2008-2013,Kings XI Punjab,India,113.5,Offbreak
GJ Bailey,2009-2010,Kings XI Punjab,Australia,129.5,Medium
L Balaji,2008-2010,Kings XI Punjab,India,73.7,Medium
SW Billings,2018-2019,Kings XI Punjab,England,134.3,
DE Bollinger,2010-2012,Kings XI Punjab,Australia,95.5,Medium
DJ Bravo,2011-2022,Kings XI Punjab,West Indies,126.3,Medium
D Brevis,2025-2025,Kings XI Punjab,South Africa,154.9,Legbreak
DL Chahar,2018-2024,Kings XI Punjab,India,145.9,Medium
PP Chawla,2020-2020,Kings XI Punjab,India,113.3,Legbreak
DP Conway,2022-2025,Kings XI Punjab,New Zealand,132.7,Medium
SM Curran,2020-2025,Kings XI Punjab,England,137.5,Medium
TU Deshpande,2022-2024,Kings XI Punjab,India,118.2,Medium
MS Dhoni,2008-2025,Kings XI Punjab,India,135.0,Medium
S Dube,2022-2025,Kings XI Punjab,India,141.7,Medium
F du Plessis,2012-2021,Kings XI Punjab,South Africa,139.2,Legbreak
NT Ellis,2025-2025,Kings XI Punjab,Australia,111.2,Medium
SP Fleming,2008-2008,Kings XI Punjab,New Zealand,122.5,
A Flintoff,2009-2009,Kings XI Punjab,England,125.9,Fast
RD Gaikwad,2020-2025,Kings XI Punjab,India,139.1,Offbreak
C Ganapathy,2010-2010,Kings XI Punjab,Chennai Super Kings,128.1,Medium
RJ Gleeson,2024-2024,Kings XI Punjab,England,70.8,Medium
MS Gony,2008-2010,Kings XI Punjab,Chennai Super Kings,139.4,Medium
RS Hangargekar,2023-2023,Kings XI Punjab,Chennai Super Kings,,Medium
Harbhajan Singh,2018-2019,Kings XI Punjab,India,136.2,Offbreak
JW Hastings,2014-2014,Kings XI Punjab,Australia,162.9,Medium
ML Hayden,2008-2010,Kings XI Punjab,Australia,136.9,Medium
JR Hazlewood,2020-2021,Kings XI Punjab,Australia,89.0,Medium
BW Hilfenhaus,2012-2014,Kings XI Punjab,Australia,99.4,Medium
JO Holder,2013-2013,Kings XI Punjab,West Indies,136.8,Medium
DJ Hooda,2025-2025,Kings XI Punjab,India,133.5,Offbreak
DJ Hussey,2014-2014,Kings XI Punjab,Australia,124.4,Offbreak
MEK Hussey,2008-2015,Kings XI Punjab,Australia,125.6,Medium
Imran Tahir,2018-2021,Kings XI Punjab,South Africa,101.3,Legbreak
RA Jadeja,2012-2025,Kings XI Punjab,India,130.6,Orthodox
KM Jadhav,2018-2020,Kings XI Punjab,India,122.2,Offbreak
N Jagadeesan,2020-2022,Kings XI Punjab,Chennai Super Kings,126.9,
SB Jakati,2009-2012,Kings XI Punjab,Chennai Super Kings,96.6,Orthodox
Joginder Sharma,2008-2011,Kings XI Punjab,India,120.0,Medium
CJ Jordan,2022-2022,Kings XI Punjab,England,134.2,Medium
S Randiv,2011-2011,Kings XI Punjab,Sri Lanka,100.0,Offbreak
A Kamboj,2025-2025,Kings XI Punjab,Mumbai Indians,96.2,Medium
CK Kapugedera,2008-2008,Kings XI Punjab,Sri Lanka,114.2,Medium
JM Kemp,2010-2010,Kings XI Punjab,South Africa,118.4,Medium
SC Kuggeleijn,2019-2019,Kings XI Punjab,New Zealand,141.9,Medium
KMDN Kulasekara,2011-2012,Kings XI Punjab,Sri Lanka,120.0,Medium
B Laughlin,2013-2013,Kings XI Punjab,Australia,86.4,Medium
BB McCullum,2014-2015,Kings XI Punjab,New Zealand,135.1,Medium
SSB Magala,2023-2023,Kings XI Punjab,South Africa,114.1,Medium
VY Mahesh,2012-2012,Kings XI Punjab,Chennai Super Kings,75.9,Medium
M Manhas,2014-2014,Kings XI Punjab,Delhi Daredevils,104.9,Offbreak
A Mhatre,2025-2025,Kings XI Punjab,Chennai Super Kings,189.0,Offbreak
AF Milne,2022-2022,Kings XI Punjab,New Zealand,112.8,Fast
DJ Mitchell,2024-2024,Kings XI Punjab,New Zealand,138.2,Medium
Monu Kumar,2020-2020,Kings XI Punjab,Chennai Super Kings,100.0,Medium
RG More,2015-2015,Kings XI Punjab,Chennai Super Kings,100.0,Medium
JA Morkel,2008-2013,Kings XI Punjab,South Africa,139.2,Medium
CH Morris,2013-2013,Kings XI Punjab,South Africa,146.3,Medium
Mukesh Choudhary,2022-2025,Kings XI Punjab,Chennai Super Kings,100.0,Medium
A Mukund,2008-2008,Kings XI Punjab,Chennai Super Kings,117.1,Legbreak
M Muralidaran,2008-2010,Kings XI Punjab,,0,Offbreak
Mustafizur Rahman,2024-2024,Kings XI Punjab,Bangladesh,71.4,Medium
DP Nannes,2013-2013,Kings XI Punjab,Netherlands,90.4,Fast
P Negi,2014-2015,Kings XI Punjab,India,124.1,Orthodox
A Nehra,2014-2015,Kings XI Punjab,India,68.3,Medium
L Ngidi,2018-2021,Kings XI Punjab,South Africa,77.5,Fast
Noor Ahmad,2025-2025,Kings XI Punjab,Afghanistan,95.8,Chinaman
M Ntini,2008-2008,Kings XI Punjab,South Africa,72.4,Fast
JDP Oram,2008-2009,Kings XI Punjab,New Zealand,125.4,Medium
J Overton,2025-2025,Kings XI Punjab,England,157.5,Fast
IC Pandey,2014-2015,Kings XI Punjab,Chennai Super Kings,30.0,Medium
PA Patel,2008-2010,Kings XI Punjab,India,120.5,
UM Patel,2025-2025,Kings XI Punjab,Chennai Super Kings,187.5,
